Road,Home,Road_score,Home_score,Home_w,margin,Date
Bowling Green State,Evansville,66,69,1,-3,2016-12-06
Bucknell,Fairfield,75,64,0,11,2016-12-06
Southern Miss,Florida State,49,98,1,-49,2016-12-06
Northeastern,Harvard,80,86,1,-6,2016-12-06
St. Bonaventure,Hofstra,81,75,0,6,2016-12-06
IUPUI,Illinois,77,85,1,-8,2016-12-06
UMKC,Kansas,62,105,1,-43,2016-12-06
Prairie View,Kansas State,55,74,1,-19,2016-12-06
Furman,Liberty,61,58,0,3,2016-12-06
Belmont,Lipscomb,78,76,0,2,2016-12-06
Fresno State,Marquette,81,84,1,-3,2016-12-06
South Carolina State,Miami (FL),46,82,1,-36,2016-12-06
Texas,Michigan,50,53,1,-3,2016-12-06
Youngstown State,Michigan State,57,77,1,-20,2016-12-06
NJIT,Minnesota,68,74,1,-6,2016-12-06
Miami (OH),Missouri,55,81,1,-26,2016-12-06
Manhattan,Morgan State,82,85,1,-3,2016-12-06
Bryant,Navy,74,76,1,-2,2016-12-06
LIU-Brooklyn,North Carolina Central,56,79,1,-23,2016-12-06
Purdue-Fort Wayne,Notre Dame,72,87,1,-15,2016-12-06
Florida Atlantic,Ohio State,79,77,0,2,2016-12-06
California,Princeton,62,51,0,11,2016-12-06
Brown,Providence,57,95,1,-38,2016-12-06
Old Dominion,Rhode Island,39,51,1,-12,2016-12-06
Duquesne,Robert Morris,60,64,1,-4,2016-12-06
Central Connecticut,Rutgers,37,79,1,-42,2016-12-06
UMass-Lowell,Sacred Heart,82,91,1,-9,2016-12-06
San Francisco State,San Francisco,59,91,1,-32,2016-12-06
Hawaii,Seton Hall,57,68,1,-11,2016-12-06
Lehigh,Stony Brook,57,62,1,-5,2016-12-06
Presbyterian,Tennessee,50,90,1,-40,2016-12-06
Utah Valley,Utah,80,87,1,-7,2016-12-06
Great Falls,Utah State,51,84,1,-33,2016-12-06
High Point,Vanderbilt,63,90,1,-27,2016-12-06
La Salle,Villanova,79,89,1,-10,2016-12-06
East Carolina,Virginia,53,76,1,-23,2016-12-06
Monmouth,Wagner,81,71,0,10,2016-12-06
Charlotte,Wake Forest,74,91,1,-17,2016-12-06
Saint Louis,Wichita State,45,75,1,-30,2016-12-06
Greensboro,Winthrop,63,106,1,-43,2016-12-06
Virginia Wise,Wofford,56,116,1,-60,2016-12-06
Coppin State,Akron,63,87,1,-24,2016-12-07
Marist,Albany (NY),66,78,1,-12,2016-12-07
Air Force,Army,71,79,1,-8,2016-12-07
Harvard,Boston College,74,66,0,8,2016-12-07
Canisius,Boston University,87,77,0,10,2016-12-07
Weber State,BYU,66,77,1,-11,2016-12-07
Toccoa Falls,Citadel,94,144,1,-50,2016-12-07
Western Michigan,Cleveland State,62,85,1,-23,2016-12-07
Binghamton,Colgate,73,64,0,9,2016-12-07
Xavier,Colorado,66,68,1,-2,2016-12-07
Iona,Fairleigh Dickinson,90,73,0,17,2016-12-07
Hampton,Gardner-Webb,63,69,1,-6,2016-12-07
Washington,Gonzaga,71,98,1,-27,2016-12-07
San Diego State,Grand Canyon,72,76,1,-4,2016-12-07
St. Peter's,Houston Baptist,47,62,1,-15,2016-12-07
Texas Lutheran,Incarnate Word,71,78,1,-7,2016-12-07
Butler,Indiana State,71,72,1,-1,2016-12-07
Eastern Kentucky,Jacksonville,80,76,0,4,2016-12-07
Niagara,Kent State,72,100,1,-28,2016-12-07
Valparaiso,Kentucky,63,87,1,-24,2016-12-07
Pepperdine,Long Beach State,66,75,1,-9,2016-12-07
Loyola (LA),Louisiana,60,94,1,-34,2016-12-07
Southern Illinois,Louisville,51,74,1,-23,2016-12-07
Wright State,Loyola (IL),64,77,1,-13,2016-12-07
Holy Cross,Maine,53,55,1,-2,2016-12-07
Howard,Maryland,56,79,1,-23,2016-12-07
Oglethorpe,Mercer,41,98,1,-57,2016-12-07
San Jose State,Montana,62,81,1,-19,2016-12-07
UMBC,Mount St. Mary's,78,70,0,8,2016-12-07
Creighton,Nebraska,77,62,0,15,2016-12-07
UTEP,New Mexico,77,78,1,-1,2016-12-07
Davidson,UNC,74,83,1,-9,2016-12-07
North Dakota,North Dakota State,74,56,0,18,2016-12-07
South Dakota State,Northern Iowa,58,86,1,-28,2016-12-07
Eastern Illinois,Northern Kentucky,70,80,1,-10,2016-12-07
Oral Roberts,Oklahoma,66,92,1,-26,2016-12-07
George Mason,Penn State,85,66,0,19,2016-12-07
Lafayette,Penn,52,81,1,-29,2016-12-07
Buffalo,Pitt,79,84,1,-5,2016-12-07
Hawaii,Princeton,62,75,1,-13,2016-12-07
Hartford,Quinnipiac,79,99,1,-20,2016-12-07
Cal State Fullerton,San Diego,75,82,1,-7,2016-12-07
California,Seton Hall,57,60,1,-3,2016-12-07
Montana State,South Dakota,57,74,1,-17,2016-12-07
Missouri State,Southeast Missouri State,79,71,0,8,2016-12-07
Stetson,SIU-Edwardsville,80,72,0,8,2016-12-07
TCU,SMU,59,74,1,-15,2016-12-07
Mount Saint Vincent,St. Francis (NY),51,69,1,-18,2016-12-07
Alabama-Birmingham,Stephen F. Austin,84,73,0,11,2016-12-07
George Washington,Temple,66,63,0,3,2016-12-07
Denver,Texas A&M,58,80,1,-22,2016-12-07
Texas State,Texas-Rio Grande Valley,61,72,1,-11,2016-12-07
UTSA,Texas Tech,50,87,1,-37,2016-12-07
Detroit,Toledo,65,73,1,-8,2016-12-07
Loyola (MD),Towson,53,70,1,-17,2016-12-07
Southern,Tulane,75,84,1,-9,2016-12-07
Illinois State,Tulsa,68,70,1,-2,2016-12-07
Dartmouth,Vermont,58,73,1,-15,2016-12-07
Georgia Tech,VCU,76,73,0,3,2016-12-07
Maryland-Eastern Shore,Virginia Tech,59,75,1,-16,2016-12-07
Idaho,Washington State,48,61,1,-13,2016-12-07
Western Carolina,West Virginia,37,90,1,-53,2016-12-07
Idaho State,Wisconsin,44,78,1,-34,2016-12-07
Arkansas-Pine Bluff,Little Rock,52,67,1,-15,2016-12-08
Great Falls,Eastern Washington,76,103,1,-27,2016-12-08
Nicholls State,Florida State,63,118,1,-55,2016-12-08
Iowa State,Iowa,64,78,1,-14,2016-12-08
Southern Utah,Loyola Marymount,68,75,1,-7,2016-12-08
Pacific,UMass,48,72,1,-24,2016-12-08
Vanderbilt,Middle Tennessee,48,71,1,-23,2016-12-08
Delaware State,North Texas,40,73,1,-33,2016-12-08
Yale,Sacred Heart,66,52,0,14,2016-12-08
Texas-Arlington,Saint Mary's,65,51,0,14,2016-12-08
Fordham,St. John's (NY),62,90,1,-28,2016-12-08
Hartford,Boston College,65,63,0,2,2016-12-09
Emerson,Brown,58,90,1,-32,2016-12-09
Pomona-Pitzer,UC-Irvine,53,80,1,-27,2016-12-09
Longwood,Creighton,58,113,1,-55,2016-12-09
Siena,Florida Gulf Coast,69,73,1,-4,2016-12-09
Selma University,Grambling,53,103,1,-50,2016-12-09
Georgia Southern,Minnesota,49,86,1,-37,2016-12-09
Columbia,Navy,54,69,1,-15,2016-12-09
Wake Forest,UNC Greensboro,78,75,0,3,2016-12-09
St. Mary's (TX),Texas A&M-Corpus Christi,67,77,1,-10,2016-12-09
Northern New Mexico,Abilene Christian,69,90,1,-21,2016-12-10
Denver,Air Force,77,65,0,12,2016-12-10
Youngstown State,American,62,77,1,-15,2016-12-10
North Florida,Arkansas,76,91,1,-15,2016-12-10
Central Arkansas,Little Rock,59,70,1,-11,2016-12-10
Eastern Kentucky,Ball State,86,91,1,-5,2016-12-10
Florida College,Bethune-Cookman,79,81,1,-2,2016-12-10
Loyola (MD),Binghamton,90,85,0,5,2016-12-10
Detroit,Bowling Green State,61,74,1,-13,2016-12-10
Chicago State,Bradley,48,83,1,-35,2016-12-10
Colorado,BYU,71,79,1,-8,2016-12-10
Johnson & Wales (RI),Brown,59,89,1,-30,2016-12-10
New Hampshire,Bryant,86,73,0,13,2016-12-10
Coppin State,Buffalo,52,87,1,-35,2016-12-10
Cincinnati,Butler,65,75,1,-10,2016-12-10
Portland State,Cal State Bakersfield,79,81,1,-2,2016-12-10
Southern Utah,Cal State Fullerton,62,75,1,-13,2016-12-10
Loyola Marymount,Cal State Northridge,69,68,0,1,2016-12-10
UC-Davis,California,61,86,1,-25,2016-12-10
St. Francis (NY),Canisius,81,91,1,-10,2016-12-10
Maryland-Eastern Shore,UCF,58,76,1,-18,2016-12-10
Johnson & Wales (NC),Charleston Southern,53,100,1,-47,2016-12-10
Mercer,Clemson,47,90,1,-43,2016-12-10
North Carolina Central,Coastal Carolina,67,70,1,-3,2016-12-10
Albany (NY),Colgate,74,66,0,8,2016-12-10
Northern Colorado,Colorado State,64,81,1,-17,2016-12-10
Maine,Dartmouth,73,68,0,5,2016-12-10
ETSU,Dayton,61,75,1,-14,2016-12-10
Keystone,Delaware State,69,92,1,-23,2016-12-10
Temple,DePaul,74,65,0,9,2016-12-10
Jackson State,Drake,68,63,0,5,2016-12-10
Central Connecticut,Duquesne,67,70,1,-3,2016-12-10
Murray State,Evansville,46,78,1,-32,2016-12-10
Cal Poly,Fresno State,59,73,1,-14,2016-12-10
Furman,Gardner-Webb,68,65,0,3,2016-12-10
Howard,George Washington,62,79,1,-17,2016-12-10
La Salle,Georgetown,78,93,1,-15,2016-12-10
Georgia Southwestern,Georgia State,52,83,1,-31,2016-12-10
Akron,Gonzaga,43,61,1,-18,2016-12-10
UIC,Grand Canyon,69,73,1,-4,2016-12-10
Rhode Island,Houston,77,82,1,-5,2016-12-10
Central Michigan,Illinois,73,92,1,-19,2016-12-10
UT-Martin,Illinois State,57,74,1,-17,2016-12-10
Texas A&M-International,Incarnate Word,68,83,1,-15,2016-12-10
Houston Baptist,Indiana,61,103,1,-42,2016-12-10
Ohio,Iona,75,79,1,-4,2016-12-10
Austin Peay,Purdue-Fort Wayne,58,98,1,-40,2016-12-10
Nebraska,Kansas,72,89,1,-17,2016-12-10
Washington State,Kansas State,56,70,1,-14,2016-12-10
NJIT,Kent State,71,87,1,-16,2016-12-10
Austin College,Lamar,58,109,1,-51,2016-12-10
Princeton,Liberty,67,64,0,3,2016-12-10
Morehead State,Lipscomb,84,98,1,-14,2016-12-10
Louisiana Tech,Louisiana,83,91,1,-8,2016-12-10
Jacksonville State,Louisiana-Monroe,83,88,1,-5,2016-12-10
Texas Southern,Louisville,71,102,1,-31,2016-12-10
Milwaukee,Loyola (IL),56,72,1,-16,2016-12-10
Fordham,Manhattan,53,60,1,-7,2016-12-10
Jacksonville,Marist,85,64,0,21,2016-12-10
Wisconsin,Marquette,93,84,0,9,2016-12-10
Toledo,Marshall,105,111,1,-6,2016-12-10
St. Peter's,Maryland,56,66,1,-10,2016-12-10
Alabama-Birmingham,Memphis,55,62,1,-7,2016-12-10
IUPUI,Miami (OH),68,71,1,-3,2016-12-10
Tennessee Tech,Michigan State,63,71,1,-8,2016-12-10
Arizona,Missouri,79,60,0,19,2016-12-10
William Jewell,UMKC,71,93,1,-22,2016-12-10
Valparaiso,Missouri State,84,81,0,3,2016-12-10
Army,Monmouth,71,81,1,-10,2016-12-10
Wagner,Morgan State,68,66,0,2,2016-12-10
Lehigh,Mount St. Mary's,90,71,0,19,2016-12-10
Montana State,Omaha,91,97,1,-6,2016-12-10
Duke,UNLV,94,45,0,49,2016-12-10
New Mexico,New Mexico State,71,84,1,-13,2016-12-10
Norfolk State,Niagara,61,65,1,-4,2016-12-10
Warren Wilson,UNC Asheville,52,117,1,-65,2016-12-10
Tennessee State,NC State,55,67,1,-12,2016-12-10
North Dakota,Northern Iowa,70,78,1,-8,2016-12-10
Villanova,Notre Dame,74,66,0,8,2016-12-10
UConn,Ohio State,60,64,1,-4,2016-12-10
Wichita State,Oklahoma,76,73,0,3,2016-12-10
VCU,Old Dominion,67,64,0,3,2016-12-10
John Brown,Oral Roberts,63,95,1,-32,2016-12-10
Rider,Pacific,73,66,0,7,2016-12-10
George Mason,Penn,79,60,0,19,2016-12-10
Penn State,Pitt,73,81,1,-8,2016-12-10
UMass,Providence,69,75,1,-6,2016-12-10
Cleveland State,Purdue,53,77,1,-24,2016-12-10
Elon,Radford,56,68,1,-12,2016-12-10
Stephen F. Austin,Rice,63,70,1,-7,2016-12-10
UMBC,Richmond,75,78,1,-3,2016-12-10
Oakland,Robert Morris,74,53,0,21,2016-12-10
Miles,Samford,73,92,1,-19,2016-12-10
Arizona State,San Diego State,74,63,0,11,2016-12-10
Life Pacific,San Jose State,70,109,1,-39,2016-12-10
Cal State East Bay,Santa Clara,50,75,1,-25,2016-12-10
Great Falls,Seattle,49,90,1,-41,2016-12-10
Virginia Wise,USC Upstate,67,99,1,-32,2016-12-10
Sacramento State,South Dakota,56,72,1,-16,2016-12-10
Idaho,South Dakota State,77,80,1,-3,2016-12-10
Northern Kentucky,Southeast Missouri State,80,66,0,14,2016-12-10
Loyola (LA),Southern,69,64,0,5,2016-12-10
Sam Houston State,Southern Illinois,79,73,0,6,2016-12-10
Western State,SIU-Edwardsville,49,44,0,5,2016-12-10
Tulane,Southern Miss,71,64,0,7,2016-12-10
UNC Wilmington,St. Bonaventure,81,80,0,1,2016-12-10
South Alabama,Stetson,78,87,1,-9,2016-12-10
Rutgers,Stony Brook,71,66,0,5,2016-12-10
Boston University,Syracuse,77,99,1,-22,2016-12-10
Long Beach State,Texas,65,71,1,-6,2016-12-10
South Carolina State,Texas A&M,76,83,1,-7,2016-12-10
Wofford,TCU,63,72,1,-9,2016-12-10
SE Oklahoma St.,UTSA,69,88,1,-19,2016-12-10
Prairie View,Texas State,57,64,1,-7,2016-12-10
Fairleigh Dickinson,Towson,87,90,1,-3,2016-12-10
Alabama A&M,Troy,59,88,1,-29,2016-12-10
Oklahoma State,Tulsa,71,67,0,4,2016-12-10
Michigan,UCLA,84,102,1,-18,2016-12-10
Utah State,Utah Valley,80,79,0,1,2016-12-10
Northeastern,Vermont,59,57,0,2,2016-12-10
West Coast Baptist,Weber State,51,107,1,-56,2016-12-10
VMI,West Virginia,55,90,1,-35,2016-12-10
Eastern Illinois,Western Illinois,63,49,0,14,2016-12-10
James Madison,Western Michigan,67,74,1,-7,2016-12-10
Montana,Wyoming,83,85,1,-2,2016-12-10
Utah,Xavier,69,77,1,-8,2016-12-10
Montreat,Appalachian State,57,116,1,-59,2016-12-11
Anderson (SC),College of Charleston,45,59,1,-14,2016-12-11
Manhattanville,Columbia,42,84,1,-42,2016-12-11
St. Joseph's,Drexel,72,71,0,1,2016-12-11
Siena Heights,Eastern Michigan,55,117,1,-62,2016-12-11
Florida International,Florida Gulf Coast,63,82,1,-19,2016-12-11
Florida,Florida State,78,83,1,-5,2016-12-11
Ferrum,High Point,53,77,1,-24,2016-12-11
Quinnipiac,Holy Cross,57,75,1,-18,2016-12-11
Western Kentucky,Indiana State,77,59,0,18,2016-12-11
Hofstra,Kentucky,73,96,1,-23,2016-12-11
Sacred Heart,Lafayette,85,61,0,24,2016-12-11
St. John's (NY),LIU-Brooklyn,73,74,1,-1,2016-12-11
Northern Illinois,Minnesota,57,77,1,-20,2016-12-11
Thomas University,Nicholls State,63,95,1,-32,2016-12-11
Tennessee,UNC,71,73,1,-2,2016-12-11
New Orleans,Northwestern,49,83,1,-34,2016-12-11
Alabama,Oregon,56,65,1,-9,2016-12-11
Savannah State,Oregon State,93,90,0,3,2016-12-11
Chicago State,Saint Louis,43,45,1,-2,2016-12-11
UC-Irvine,Saint Mary's,53,84,1,-31,2016-12-11
UCSB,San Diego,68,77,1,-9,2016-12-11
Ecclesia,Southern,50,86,1,-36,2016-12-11
Pepperdine,USC,67,93,1,-26,2016-12-11
Ole Miss,Virginia Tech,75,80,1,-5,2016-12-11
Nevada,Washington,87,85,0,2,2016-12-11
Delaware,Yale,63,81,1,-18,2016-12-11
Auburn,Boston College,71,72,1,-1,2016-12-12
Albany (NY),Canisius,64,77,1,-13,2016-12-12
Penn,UCF,58,49,0,9,2016-12-12
Longwood,George Mason,60,97,1,-37,2016-12-12
Urbana,IUPUI,67,109,1,-42,2016-12-12
Saint Francis (PA),Lehigh,67,100,1,-33,2016-12-12
Blue Mountain College,Louisiana-Monroe,41,72,1,-31,2016-12-12
Jacksonville State,Maryland,66,92,1,-26,2016-12-12
Bethel (TN),Murray State,65,103,1,-38,2016-12-12
Alabama State,San Diego State,41,73,1,-32,2016-12-12
Arkansas-Pine Bluff,Seattle,58,63,1,-5,2016-12-12
South Carolina,Seton Hall,64,67,1,-3,2016-12-12
Bethune-Cookman,South Florida,73,79,1,-6,2016-12-12
Florida A&M,Southeastern Louisiana,69,108,1,-39,2016-12-12
North Florida,Texas-Rio Grande Valley,84,98,1,-14,2016-12-12
Texas Southern,Cincinnati,58,96,1,-38,2016-12-13
South Carolina State,Clemson,65,93,1,-28,2016-12-13
Morehead State,Eastern Washington,86,88,1,-2,2016-12-13
Georgia Southern,Florida Gulf Coast,72,59,0,13,2016-12-13
Dartmouth,Hartford,66,70,1,-4,2016-12-13
Stony Brook,Hofstra,58,96,1,-38,2016-12-13
North Carolina Central,LSU,66,70,1,-4,2016-12-13
Prairie View,Louisiana Tech,52,65,1,-13,2016-12-13
North Carolina A&T,UMass,59,65,1,-6,2016-12-13
Monmouth,Memphis,82,79,0,3,2016-12-13
Central Arkansas,Michigan,53,97,1,-44,2016-12-13
Montana,Oregon,67,81,1,-14,2016-12-13
New Hope Christian,Portland State,79,110,1,-31,2016-12-13
Sul Ross State,Sam Houston State,57,78,1,-21,2016-12-13
UC-Riverside,Santa Clara,53,77,1,-24,2016-12-13
Denver,South Alabama,64,51,0,13,2016-12-13
Presbyterian,USC Upstate,48,76,1,-28,2016-12-13
Tennessee Tech,Tennessee,68,74,1,-6,2016-12-13
New Mexico State,UTEP,79,68,0,11,2016-12-13
Temple,Villanova,57,78,1,-21,2016-12-13
Charleston Southern,VMI,83,88,1,-5,2016-12-13
Urbana,Wright State,34,85,1,-51,2016-12-13
Central Connecticut,Yale,59,90,1,-31,2016-12-13
Hillsdale,Abilene Christian,74,78,1,-4,2016-12-14
Grand Canyon,Arizona,54,64,1,-10,2016-12-14
Southern,Baylor,59,89,1,-30,2016-12-14
Middle Tennessee,Belmont,79,66,0,13,2016-12-14
UNC Wilmington,Campbell,96,75,0,21,2016-12-14
Tennessee Wesleyan,Chattanooga,65,107,1,-42,2016-12-14
UIC,DePaul,80,75,0,5,2016-12-14
Norfolk State,Evansville,66,85,1,-19,2016-12-14
Holy Names,Fresno State,54,88,1,-34,2016-12-14
Louisiana,Georgia,60,73,1,-13,2016-12-14
Alabama A&M,Georgia State,79,94,1,-15,2016-12-14
Jacksonville State,Howard,72,59,0,13,2016-12-14
NJIT,Iona,80,94,1,-14,2016-12-14
Averett,Longwood,67,86,1,-19,2016-12-14
LIU-Brooklyn,Minnesota,66,76,1,-10,2016-12-14
ETSU,Mississippi State,67,65,0,2,2016-12-14
Oral Roberts,Missouri State,76,86,1,-10,2016-12-14
UC-Irvine,Nevada,69,76,1,-7,2016-12-14
Incarnate Word,UNLV,64,92,1,-28,2016-12-14
Southern Wesleyan,UNC Greensboro,61,96,1,-35,2016-12-14
UC-Davis,North Dakota State,70,74,1,-4,2016-12-14
Little Rock,Northern Arizona,72,67,0,5,2016-12-14
Olivet Nazarene,Northern Illinois,69,95,1,-26,2016-12-14
Chicago State,Northwestern,64,68,1,-4,2016-12-14
Milwaukee,Ohio,69,71,1,-2,2016-12-14
Arkansas-Pine Bluff,Oklahoma State,66,102,1,-36,2016-12-14
Troy,Point,114,52,0,62,2016-12-14
St. Joseph's,Princeton,76,68,0,8,2016-12-14
Kennesaw State,Rider,79,81,1,-2,2016-12-14
Fairleigh Dickinson,Rutgers,69,82,1,-13,2016-12-14
Western Kentucky,Saint Mary's,51,73,1,-22,2016-12-14
Saint Louis,Southern Illinois,55,70,1,-15,2016-12-14
McNeese State,SMU,56,92,1,-36,2016-12-14
Arkansas State,UT-Martin,87,68,0,19,2016-12-14
Alabama State,Tennessee State,46,68,1,-22,2016-12-14
Nicholls State,Texas Tech,46,89,1,-43,2016-12-14
UCSB,UCLA,62,102,1,-40,2016-12-14
Green Bay,Wisconsin,59,73,1,-14,2016-12-14
Niagara,Youngstown State,97,101,1,-4,2016-12-14
USC Upstate,Alabama,61,78,1,-17,2016-12-15
Coastal Carolina,Auburn,72,117,1,-45,2016-12-15
Bethesda University (CA),Cal State Bakersfield,78,105,1,-27,2016-12-15
Goldey-Beacom,Coppin State,83,89,1,-6,2016-12-15
College of Charleston,East Carolina,53,35,0,18,2016-12-15
Georgia Southern,Florida International,75,68,0,7,2016-12-15
UCF,George Washington,59,74,1,-15,2016-12-15
Blue Mountain College,Jackson State,57,49,0,8,2016-12-15
Murray State,Ole Miss,73,78,1,-5,2016-12-15
Omaha,UMKC,80,75,0,5,2016-12-15
Appalachian State,NC State,64,97,1,-33,2016-12-15
Thomas University,North Florida,80,110,1,-30,2016-12-15
North Carolina A&T,Pacific,57,66,1,-9,2016-12-15
St. Edward's,Rice,64,93,1,-29,2016-12-15
Mississippi Valley State,Seattle,67,82,1,-15,2016-12-15
Lipscomb,Tennessee,77,92,1,-15,2016-12-15
Austin Peay,Wofford,77,96,1,-19,2016-12-15
Texas-Arlington,Bradley,56,51,0,5,2016-12-16
Bethesda University (CA),Cal State Northridge,100,95,0,5,2016-12-16
Arkansas State,Central Arkansas,89,77,0,12,2016-12-16
South Carolina State,Furman,69,67,0,2,2016-12-16
Warren Wilson,Gardner-Webb,45,95,1,-50,2016-12-16
North Carolina Wesleyan,High Point,61,79,1,-18,2016-12-16
Shenandoah,Howard,66,77,1,-11,2016-12-16
Montana Tech,Idaho State,46,76,1,-30,2016-12-16
Clarks Summit,Liberty,33,81,1,-48,2016-12-16
Florida Atlantic,Miami (FL),56,76,1,-20,2016-12-16
North Dakota State,North Dakota,87,70,0,17,2016-12-16
Long Beach State,Oregon State,71,67,0,4,2016-12-16
South Dakota,Portland,82,85,1,-3,2016-12-16
Drexel,Rider,82,90,1,-8,2016-12-16
Portland State,San Francisco,82,78,0,4,2016-12-16
Samford,South Alabama,82,79,0,3,2016-12-16
Cal State East Bay,Stanford,55,79,1,-24,2016-12-16
Lamar,Texas-Rio Grande Valley,81,95,1,-14,2016-12-16
Milligan,William & Mary,59,113,1,-54,2016-12-16
Marshall,Akron,88,99,1,-11,2016-12-17
St. Francis (NY),Albany (NY),60,87,1,-27,2016-12-17
James Madison,Appalachian State,61,73,1,-12,2016-12-17
Texas A&M,Arizona,63,67,1,-4,2016-12-17
New Mexico State,Arizona State,81,70,0,11,2016-12-17
Evansville,Austin Peay,77,69,0,8,2016-12-17
Jackson State,Baylor,57,82,1,-25,2016-12-17
Delaware State,Binghamton,66,85,1,-19,2016-12-17
Canisius,Buffalo,94,87,0,7,2016-12-17
Cal Poly,California,55,81,1,-26,2016-12-17
William Jessup,UC-Davis,64,87,1,-23,2016-12-17
Montana,UC-Riverside,71,63,0,8,2016-12-17
Fairleigh Dickinson,Cincinnati,68,119,1,-51,2016-12-17
Fort Hays State,Colorado,71,81,1,-10,2016-12-17
Kansas State,Colorado State,89,70,0,19,2016-12-17
Oral Roberts,Creighton,65,66,1,-1,2016-12-17
Kansas,Davidson,89,71,0,18,2016-12-17
Northern Colorado,Denver,70,73,1,-3,2016-12-17
Chicago State,DePaul,61,109,1,-48,2016-12-17
Western Kentucky,Detroit,79,85,1,-6,2016-12-17
Charlotte,Florida,46,87,1,-41,2016-12-17
Jacksonville,Florida A&M,75,72,0,3,2016-12-17
Northern Illinois,Florida International,60,53,0,7,2016-12-17
Manhattan,Florida State,67,83,1,-16,2016-12-17
Charleston Southern,Georgia,64,84,1,-20,2016-12-17
Mississippi Valley State,Grand Canyon,62,72,1,-10,2016-12-17
Winthrop,Hampton,86,79,0,7,2016-12-17
Texas-Rio Grande Valley,Houston,58,83,1,-25,2016-12-17
Arlington Baptist,Houston Baptist,77,103,1,-26,2016-12-17
Northwest Nazarene,Idaho,61,87,1,-26,2016-12-17
BYU,Illinois,73,75,1,-2,2016-12-17
Loyola (IL),UIC,81,75,0,6,2016-12-17
Butler,Indiana,83,78,0,5,2016-12-17
Drake,Iowa State,80,97,1,-17,2016-12-17
UNC,Kentucky,100,103,1,-3,2016-12-17
Florida Gulf Coast,La Salle,80,84,1,-4,2016-12-17
Texas Southern,LSU,80,88,1,-8,2016-12-17
Grambling,Louisiana Tech,55,89,1,-34,2016-12-17
Eastern Kentucky,Louisville,56,87,1,-31,2016-12-17
Incarnate Word,Loyola Marymount,90,91,1,-1,2016-12-17
Towson,UMBC,73,72,0,1,2016-12-17
Kennesaw State,UMass,77,95,1,-18,2016-12-17
North Carolina Central,McNeese State,74,66,0,8,2016-12-17
Maryland-Eastern Shore,Michigan,49,98,1,-49,2016-12-17
Western Illinois,Milwaukee,75,59,0,16,2016-12-17
Eastern Illinois,Missouri,67,64,0,3,2016-12-17
Southeast Missouri State,Missouri State,66,71,1,-5,2016-12-17
ETSU,Morehead State,78,68,0,10,2016-12-17
Arkansas-Pine Bluff,New Mexico,43,83,1,-40,2016-12-17
Louisiana,New Orleans,76,71,0,5,2016-12-17
St. Bonaventure,Niagara,79,69,0,10,2016-12-17
Western Carolina,UNC Asheville,57,59,1,-2,2016-12-17
Radford,UNC Wilmington,64,100,1,-36,2016-12-17
Iowa,Northern Iowa,69,46,0,23,2016-12-17
Dayton,Northwestern,64,67,1,-3,2016-12-17
Louisiana-Monroe,Northwestern State,64,68,1,-4,2016-12-17
Purdue,Notre Dame,86,81,0,5,2016-12-17
Cleveland State,Ohio,53,71,1,-18,2016-12-17
Memphis,Oklahoma,99,94,0,5,2016-12-17
UNLV,Oregon,63,83,1,-20,2016-12-17
Fresno State,Pacific,70,68,0,2,2016-12-17
Rice,Pitt,73,83,1,-10,2016-12-17
Coastal Georgia,Presbyterian,48,90,1,-42,2016-12-17
Wagner,Providence,54,76,1,-22,2016-12-17
Texas Tech,Richmond,79,72,0,7,2016-12-17
Abilene Christian,Sacramento State,86,88,1,-2,2016-12-17
Stony Brook,Saint Francis (PA),75,63,0,12,2016-12-17
SIU-Edwardsville,Saint Louis,58,72,1,-14,2016-12-17
North Texas,Sam Houston State,70,76,1,-6,2016-12-17
Bethesda University (CA),San Diego,89,105,1,-16,2016-12-17
Delaware,Seton Hall,68,81,1,-13,2016-12-17
Bucknell,Siena,68,71,1,-3,2016-12-17
Murray State,South Dakota State,84,88,1,-4,2016-12-17
South Carolina,South Florida,77,66,0,11,2016-12-17
Troy,USC,77,82,1,-5,2016-12-17
IUPUI,Southern Utah,101,81,0,20,2016-12-17
Georgetown,Syracuse,78,71,0,7,2016-12-17
NJIT,Temple,63,68,1,-5,2016-12-17
Bethune-Cookman,UT-Martin,72,97,1,-25,2016-12-17
Lipscomb,Tennessee Tech,81,79,0,2,2016-12-17
Arkansas,Texas,77,74,0,3,2016-12-17
Northern Arizona,UTEP,76,74,0,2,2016-12-17
Southeastern Louisiana,Toledo,56,78,1,-22,2016-12-17
Texas State,Tulsa,59,74,1,-15,2016-12-17
Ohio State,UCLA,73,86,1,-13,2016-12-17
Prairie View,Utah,60,92,1,-32,2016-12-17
Indiana State,Valparaiso,71,89,1,-18,2016-12-17
Chattanooga,Vanderbilt,74,76,1,-2,2016-12-17
Eastern Michigan,Vermont,74,82,1,-8,2016-12-17
Robert Morris,Virginia,39,79,1,-40,2016-12-17
Middle Tennessee,VCU,77,80,1,-3,2016-12-17
Citadel,Virginia Tech,71,113,1,-42,2016-12-17
Santa Clara,Washington State,68,69,1,-1,2016-12-17
Utah Valley,Weber State,85,93,1,-8,2016-12-17
UMKC,West Virginia,67,112,1,-45,2016-12-17
Oklahoma State,Wichita State,93,76,0,17,2016-12-17
Cornell,Wyoming,78,97,1,-19,2016-12-17
Wake Forest,Xavier,65,69,1,-4,2016-12-17
