Road,Home,Road_score,Home_score,Home_w,margin,Date
Hampton,Tennessee State,62,54,0,8,2014-12-02
Texas-Arlington,Texas,53,63,1,-10,2014-12-02
Alcorn State,Troy,51,72,1,-21,2014-12-02
BYU,Utah State,91,81,0,10,2014-12-02
Mid-Atlantic Christian,VMI,62,133,1,-71,2014-12-02
Minnesota,Wake Forest,84,69,0,15,2014-12-02
Denver,Wyoming,42,68,1,-26,2014-12-02
Grambling,Air Force,34,59,1,-25,2014-12-03
Holy Cross,Albany (NY),74,57,0,17,2014-12-03
UNLV,Arizona State,55,77,1,-22,2014-12-03
North Florida,Bethune-Cookman,63,56,0,7,2014-12-03
Binghamton,Boston University,65,77,1,-12,2014-12-03
American,Brown,66,49,0,17,2014-12-03
Yale,Bryant,67,60,0,7,2014-12-03
Montana,California,76,78,1,-2,2014-12-03
San Jose State,UC-Davis,56,70,1,-14,2014-12-03
Toledo,Cleveland State,59,54,0,5,2014-12-03
Sacred Heart,Colgate,71,70,0,1,2014-12-03
San Francisco,Colorado,55,72,1,-17,2014-12-03
UTEP,Colorado State,62,65,1,-3,2014-12-03
Charlotte,Davidson,86,92,1,-6,2014-12-03
Army,Delaware,73,69,0,4,2014-12-03
Western Carolina,ETSU,89,96,1,-7,2014-12-03
Ball State,Eastern Illinois,54,61,1,-7,2014-12-03
Valparaiso,Eastern Kentucky,72,66,0,6,2014-12-03
Princeton,Fairleigh Dickinson,85,89,1,-4,2014-12-03
East Carolina,Florida Atlantic,63,72,1,-9,2014-12-03
Florida Tech,Florida Gulf Coast,58,77,1,-19,2014-12-03
UC-Irvine,Fresno State,63,72,1,-9,2014-12-03
Old Dominion,George Mason,75,69,0,6,2014-12-03
Northeastern,Harvard,46,60,1,-14,2014-12-03
Butler,Indiana State,77,54,0,23,2014-12-03
Winthrop,Jacksonville State,76,79,1,-3,2014-12-03
Villanova,La Salle,84,70,0,14,2014-12-03
Saint Francis (PA),Lehigh,59,61,1,-2,2014-12-03
Nevada,Long Beach State,57,68,1,-11,2014-12-03
New Hampshire,LIU-Brooklyn,72,56,0,16,2014-12-03
Dartmouth,Longwood,73,74,1,-1,2014-12-03
Jackson State,Louisiana,53,76,1,-23,2014-12-03
Tulane,Loyola (IL),83,70,0,13,2014-12-03
Virginia,Maryland,76,65,0,11,2014-12-03
NJIT,UMass-Lowell,67,71,1,-4,2014-12-03
Southern-New Orleans,McNeese State,63,74,1,-11,2014-12-03
Dayton,Miami (OH),66,62,0,4,2014-12-03
UMKC,Milwaukee,56,65,1,-9,2014-12-03
South Dakota School of Mines,Montana State,41,79,1,-38,2014-12-03
Bethel (TN),Murray State,66,102,1,-36,2014-12-03
Penn,Navy,57,46,0,11,2014-12-03
New Mexico State,New Mexico,47,62,1,-15,2014-12-03
Iowa,UNC,60,55,0,5,2014-12-03
St. Andrews,UNC Wilmington,47,105,1,-58,2014-12-03
UTSA,Northern Arizona,88,83,0,5,2014-12-03
UT-Martin,Northern Kentucky,71,56,0,15,2014-12-03
Georgia Tech,Northwestern,66,58,0,8,2014-12-03
Michigan State,Notre Dame,78,79,1,-1,2014-12-03
Rochester (MI),Oakland,52,84,1,-32,2014-12-03
North Texas,Oklahoma State,61,87,1,-26,2014-12-03
Concordia (OR),Oregon,63,94,1,-31,2014-12-03
Mississippi Valley State,Oregon State,50,74,1,-24,2014-12-03
Cal State East Bay,Pacific,51,80,1,-29,2014-12-03
Virginia Tech,Penn State,58,61,1,-3,2014-12-03
Portland State,Portland,71,83,1,-12,2014-12-03
Schreiner,Prairie View,48,64,1,-16,2014-12-03
Houston Baptist,Rice,58,55,0,3,2014-12-03
William & Mary,Richmond,67,68,1,-1,2014-12-03
Central Connecticut,Rider,56,69,1,-13,2014-12-03
Temple,St. Joseph's,56,58,1,-2,2014-12-03
Canisius,St. Peter's,60,57,0,3,2014-12-03
Wayne State (NE),South Dakota State,55,89,1,-34,2014-12-03
Loyola Marymount,USC,61,77,1,-16,2014-12-03
Southern Illinois,SIU-Edwardsville,79,67,0,12,2014-12-03
North Dakota State,Southern Miss,65,78,1,-13,2014-12-03
Buffalo,St. Bonaventure,63,72,1,-9,2014-12-03
Purdue-Fort Wayne,Stetson,87,76,0,11,2014-12-03
Lipscomb,Tennessee Tech,79,84,1,-5,2014-12-03
Sam Houston State,Texas A&M,63,66,1,-3,2014-12-03
Texas Lutheran,Texas State,31,72,1,-41,2014-12-03
Auburn,Texas Tech,44,46,1,-2,2014-12-03
Coppin State,Towson,76,84,1,-8,2014-12-03
Creighton,Tulsa,64,77,1,-13,2014-12-03
Cal State Fullerton,UCLA,45,73,1,-28,2014-12-03
Wichita State,Utah,68,69,1,-1,2014-12-03
Hartford,Vermont,69,81,1,-12,2014-12-03
Idaho,Washington State,77,71,0,6,2014-12-03
Bowling Green State,Western Kentucky,52,62,1,-10,2014-12-03
Duke,Wisconsin,80,70,0,10,2014-12-03
Presbyterian,Wofford,45,66,1,-21,2014-12-03
Sacramento State,Abilene Christian,61,72,1,-11,2014-12-04
Western Illinois,Akron,49,73,1,-24,2014-12-04
Morehead State,Alabama-Birmingham,48,58,1,-10,2014-12-04
Seattle,UCSB,46,87,1,-41,2014-12-04
Columbia International,Charleston Southern,55,105,1,-50,2014-12-04
DePaul,Chicago State,84,60,0,24,2014-12-04
University of the Sciences (Pa.),Drexel,54,52,0,2,2014-12-04
UMBC,George Washington,60,83,1,-23,2014-12-04
Green Bay,Georgia State,48,72,1,-24,2014-12-04
Texas-Rio Grande Valley,Houston,58,72,1,-14,2014-12-04
St. Edward's,Incarnate Word,68,85,1,-17,2014-12-04
Arkansas,Iowa State,77,95,1,-18,2014-12-04
Appalachian State,Jacksonville,67,56,0,11,2014-12-04
Monmouth,Marist,57,50,0,7,2014-12-04
TCU,Ole Miss,66,54,0,12,2014-12-04
Little Rock,Missouri State,68,73,1,-5,2014-12-04
Cal State Northridge,Pepperdine,56,66,1,-10,2014-12-04
VMI,Samford,88,66,0,22,2014-12-04
San Diego,San Diego State,48,57,1,-9,2014-12-04
Middle Georgia State,Savannah State,62,75,1,-13,2014-12-04
North Carolina A&T,USC Upstate,54,65,1,-11,2014-12-04
Baylor,Vanderbilt,66,63,0,3,2014-12-04
LSU,West Virginia,74,73,0,1,2014-12-04
Coastal Carolina,Auburn,58,54,0,4,2014-12-05
Providence,Boston College,60,69,1,-9,2014-12-05
Yale,UConn,45,44,0,1,2014-12-05
Pitt,Duquesne,76,62,0,14,2014-12-05
Manhattan,Fairfield,54,67,1,-13,2014-12-05
Toccoa Falls,Gardner-Webb,61,100,1,-39,2014-12-05
Florida,Kansas,65,71,1,-6,2014-12-05
Texas,Kentucky,51,63,1,-12,2014-12-05
Florida International,Louisville,57,82,1,-25,2014-12-05
North Carolina Central,Maryland-Eastern Shore,68,63,0,5,2014-12-05
Western Carolina,Minnesota,64,84,1,-20,2014-12-05
St. Katherine,UNLV,53,113,1,-60,2014-12-05
Missouri,Oklahoma,63,82,1,-19,2014-12-05
Quinnipiac,Siena,67,88,1,-21,2014-12-05
Youngstown State,South Dakota,87,79,0,8,2014-12-05
Dillard,Southern,55,68,1,-13,2014-12-05
Wyoming,SMU,53,66,1,-13,2014-12-05
Long Beach State,Stephen F. Austin,45,74,1,-29,2014-12-05
Jacksonville State,Alabama State,55,80,1,-25,2014-12-06
Gonzaga,Arizona,63,66,1,-3,2014-12-06
Belhaven (MS),Arkansas State,68,95,1,-27,2014-12-06
Indiana State,Ball State,63,70,1,-7,2014-12-06
Jacksonville,Bethune-Cookman,47,52,1,-5,2014-12-06
Penn,Binghamton,79,70,0,9,2014-12-06
St. Peter's,Boston University,70,59,0,11,2014-12-06
Alabama A&M,Bowling Green State,47,64,1,-17,2014-12-06
Hawaii,BYU,70,90,1,-20,2014-12-06
Bryant,Brown,62,69,1,-7,2014-12-06
Northwestern,Butler,56,65,1,-9,2014-12-06
Menlo,Cal Poly,35,72,1,-37,2014-12-06
Fresno State,Cal State Bakersfield,63,61,0,2,2014-12-06
Pepperdine,Cal State Fullerton,74,62,0,12,2014-12-06
Vanguard,Cal State Northridge,58,70,1,-12,2014-12-06
Sacramento State,UC-Irvine,62,74,1,-12,2014-12-06
Portland State,UC-Riverside,62,88,1,-26,2014-12-06
SIU-Edwardsville,Central Michigan,61,94,1,-33,2014-12-06
Navy,Citadel,60,67,1,-7,2014-12-06
Bucknell,Columbia,39,62,1,-23,2014-12-06
UMass-Lowell,Cornell,60,71,1,-11,2014-12-06
Maine,Dartmouth,51,74,1,-23,2014-12-06
Stetson,Davidson,59,90,1,-31,2014-12-06
Eastern Michigan,Dayton,64,73,1,-9,2014-12-06
South Florida,Detroit,57,67,1,-10,2014-12-06
North Dakota,Drake,63,62,0,1,2014-12-06
IUPUI,Evansville,62,89,1,-27,2014-12-06
UCF,Florida State,73,96,1,-23,2014-12-06
Samford,Furman,64,74,1,-10,2014-12-06
Thomas University,Gardner-Webb,66,82,1,-16,2014-12-06
USC Upstate,Georgia Tech,59,54,0,5,2014-12-06
Selma University,Grambling,64,74,1,-10,2014-12-06
Great Falls,Grand Canyon,61,80,1,-19,2014-12-06
Coppin State,Hampton,52,71,1,-19,2014-12-06
Central Connecticut,Hartford,56,47,0,9,2014-12-06
William & Mary,High Point,63,66,1,-3,2014-12-06
Abilene Christian,Houston,59,71,1,-12,2014-12-06
North Carolina A&T,Howard,47,54,1,-7,2014-12-06
UC-Davis,Idaho,71,79,1,-8,2014-12-06
Pacific,Idaho State,68,62,0,6,2014-12-06
American,Illinois,55,70,1,-15,2014-12-06
Loyola (IL),UIC,77,67,0,10,2014-12-06
Savannah State,Indiana,49,95,1,-46,2014-12-06
UMBC,Iowa,47,77,1,-30,2014-12-06
Miami (OH),Purdue-Fort Wayne,78,86,1,-8,2014-12-06
Kent State,Kennesaw State,58,46,0,12,2014-12-06
Temple,La Salle,58,57,0,1,2014-12-06
Wagner,Lafayette,84,97,1,-13,2014-12-06
St. Francis (NY),Liberty,65,54,0,11,2014-12-06
Tennessee State,Lipscomb,68,77,1,-9,2014-12-06
Lehigh,LIU-Brooklyn,80,76,0,4,2014-12-06
UT-Martin,Longwood,77,67,0,10,2014-12-06
Louisiana College,Louisiana-Monroe,55,83,1,-28,2014-12-06
Jackson State,Louisiana Tech,52,65,1,-13,2014-12-06
Mount St. Mary's,Loyola (MD),74,65,0,9,2014-12-06
Wisconsin,Marquette,49,38,0,11,2014-12-06
Penn State,Marshall,73,69,0,4,2014-12-06
Winthrop,Maryland,62,82,1,-20,2014-12-06
Louisiana,McNeese State,70,80,1,-10,2014-12-06
Bradley,Memphis,45,73,1,-28,2014-12-06
VMI,Mercer,81,90,1,-9,2014-12-06
Green Bay,Miami (FL),68,55,0,13,2014-12-06
NJIT,Michigan,72,70,0,2,2014-12-06
Arkansas-Pine Bluff,Michigan State,52,85,1,-33,2014-12-06
Utah Valley,Montana State,60,68,1,-8,2014-12-06
Oakland,Morehead State,70,68,0,2,2014-12-06
Western Kentucky,Murray State,81,93,1,-12,2014-12-06
Wheelock,New Hampshire,45,96,1,-51,2014-12-06
UTEP,New Mexico State,64,71,1,-7,2014-12-06
Crowley's Ridge,New Orleans,85,100,1,-15,2014-12-06
Canisius,Niagara,77,64,0,13,2014-12-06
Loyola (LA),Nicholls State,60,89,1,-29,2014-12-06
Morgan State,Norfolk State,65,85,1,-20,2014-12-06
Wake Forest,NC State,65,78,1,-13,2014-12-06
Western Michigan,Northeastern,69,81,1,-12,2014-12-06
George Mason,Northern Iowa,65,71,1,-6,2014-12-06
Fairleigh Dickinson,Notre Dame,57,75,1,-18,2014-12-06
St. Bonaventure,Ohio,80,70,0,10,2014-12-06
Colgate,Ohio State,50,70,1,-20,2014-12-06
Oregon State,Portland,65,58,0,7,2014-12-06
UNC Greensboro,Presbyterian,55,53,0,2,2014-12-06
Stony Brook,Princeton,64,77,1,-13,2014-12-06
North Florida,Purdue,73,70,0,3,2014-12-06
St. Edward's,Rice,49,54,1,-5,2014-12-06
Holy Cross,Sacred Heart,68,81,1,-13,2014-12-06
Albany (NY),Saint Francis (PA),59,69,1,-10,2014-12-06
Boise State,Saint Mary's,82,71,0,11,2014-12-06
Texas-Rio Grande Valley,Sam Houston State,59,78,1,-19,2014-12-06
Santa Clara,San Jose State,61,50,0,11,2014-12-06
Eastern Washington,Seattle,87,75,0,12,2014-12-06
Rutgers,Seton Hall,54,81,1,-27,2014-12-06
Middle Tennessee,South Alabama,68,67,0,1,2014-12-06
Oklahoma State,South Carolina,49,75,1,-26,2014-12-06
Florida A&M,South Carolina State,61,70,1,-9,2014-12-06
UMKC,South Dakota State,61,81,1,-20,2014-12-06
Southeastern Louisiana,Southeast Missouri State,59,63,1,-4,2014-12-06
Austin Peay,Southern Illinois,49,71,1,-22,2014-12-06
Rhode Island,Southern Miss,75,43,0,32,2014-12-06
St. Katherine,Southern Utah,45,92,1,-47,2014-12-06
St. John's (NY),Syracuse,69,57,0,12,2014-12-06
Kansas State,Tennessee,64,65,1,-1,2014-12-06
Arizona State,Texas A&M,71,72,1,-1,2014-12-06
Denver,Texas A&M-Corpus Christi,64,48,0,16,2014-12-06
Weber State,Texas-Arlington,56,63,1,-7,2014-12-06
Prairie View,Texas State,65,81,1,-16,2014-12-06
Chicago State,Toledo,59,87,1,-28,2014-12-06
Central Arkansas,Troy,73,85,1,-12,2014-12-06
Mississippi State,Tulane,54,59,1,-5,2014-12-06
New Mexico,Valparaiso,63,46,0,17,2014-12-06
Harvard,Vermont,64,52,0,12,2014-12-06
St. Joseph's,Villanova,46,74,1,-28,2014-12-06
Virginia,VCU,74,57,0,17,2014-12-06
UTSA,Washington State,71,91,1,-20,2014-12-06
Saint Louis,Wichita State,52,81,1,-29,2014-12-06
Florida National University,Wofford,57,88,1,-31,2014-12-06
Alabama,Xavier,84,97,1,-13,2014-12-06
Illinois State,Alabama-Birmingham,78,74,0,4,2014-12-07
Hofstra,Appalachian State,68,51,0,17,2014-12-07
Tulsa,Little Rock,78,73,0,5,2014-12-07
George Washington,Charlotte,78,70,0,8,2014-12-07
Arkansas,Clemson,65,68,1,-3,2014-12-07
Western Illinois,Cleveland State,54,76,1,-22,2014-12-07
Northern Colorado,Colorado State,58,66,1,-8,2014-12-07
Delaware State,Delaware,66,53,0,13,2014-12-07
Milwaukee,DePaul,61,83,1,-22,2014-12-07
Central Pennsylvania College,Elon,73,117,1,-44,2014-12-07
Towson,Georgetown,46,78,1,-32,2014-12-07
Colorado,Georgia,57,64,1,-7,2014-12-07
North Carolina Central,Howard,61,39,0,22,2014-12-07
Richmond,James Madison,46,51,1,-5,2014-12-07
Eastern Kentucky,Kentucky,49,82,1,-33,2014-12-07
Marist,Manhattan,38,60,1,-22,2014-12-07
Florida Gulf Coast,UMass,84,75,0,9,2014-12-07
Iona,Monmouth,89,92,1,-3,2014-12-07
North Dakota State,Montana,57,69,1,-12,2014-12-07
Creighton,Nebraska,65,55,0,10,2014-12-07
California,Nevada,63,56,0,7,2014-12-07
East Carolina,UNC,64,108,1,-44,2014-12-07
Limestone,UNC Asheville,66,91,1,-25,2014-12-07
West Virginia,Northern Kentucky,67,42,0,25,2014-12-07
Ole Miss,Oregon,79,73,0,6,2014-12-07
Fairfield,Quinnipiac,56,52,0,4,2014-12-07
Siena,Rider,68,80,1,-12,2014-12-07
Buffalo,Robert Morris,74,59,0,15,2014-12-07
Houston Baptist,San Francisco,54,85,1,-31,2014-12-07
Utah State,USC,84,89,1,-5,2014-12-07
Ouachita,Stephen F. Austin,60,84,1,-24,2014-12-07
Hiwassee,Tennessee Tech,48,87,1,-39,2014-12-07
San Diego,UCLA,68,75,1,-7,2014-12-07
Radford,Virginia Tech,68,66,0,2,2014-12-07
San Diego State,Washington,36,49,1,-13,2014-12-07
Urbana,Wright State,58,81,1,-23,2014-12-07
Regis,Wyoming,35,70,1,-35,2014-12-07
Thiel,Youngstown State,45,70,1,-25,2014-12-07
Omaha,Air Force,61,77,1,-16,2014-12-08
Caldwell,Binghamton,63,52,0,11,2014-12-08
Albany (NY),Bucknell,58,61,1,-3,2014-12-08
Kennesaw State,Butler,51,93,1,-42,2014-12-08
Johnson & Wales (NC),Campbell,38,63,1,-25,2014-12-08
Montreat,Chattanooga,50,104,1,-54,2014-12-08
Yale,Florida,47,85,1,-38,2014-12-08
Morgan State,Hampton,58,62,1,-4,2014-12-08
Boston University,Harvard,56,70,1,-14,2014-12-08
Sacred Heart,Lafayette,81,82,1,-1,2014-12-08
North Carolina A&T,Maryland-Eastern Shore,58,69,1,-11,2014-12-08
Savannah State,Miami (FL),39,70,1,-31,2014-12-08
North Dakota,Minnesota,56,92,1,-36,2014-12-08
Coppin State,Norfolk State,69,88,1,-19,2014-12-08
Brown,Providence,77,67,0,10,2014-12-08
Purdue-Fort Wayne,Purdue,43,63,1,-20,2014-12-08
Bethune-Cookman,South Carolina State,66,71,1,-5,2014-12-08
UCSB,SMU,73,80,1,-7,2014-12-08
Incarnate Word,UTEP,65,81,1,-16,2014-12-08
Utah Valley,Arizona,56,87,1,-31,2014-12-09
Bryant,Army,80,73,0,7,2014-12-09
Texas A&M,Baylor,63,77,1,-14,2014-12-09
Evansville,Belmont,65,62,0,3,2014-12-09
Adams State,Boise State,49,78,1,-29,2014-12-09
Eastern Illinois,UC-Davis,70,80,1,-10,2014-12-09
Morrisville State,Colgate,52,88,1,-36,2014-12-09
South Dakota,Creighton,88,91,1,-3,2014-12-09
Bowling Green State,Dayton,52,56,1,-4,2014-12-09
Idaho State,Grand Canyon,67,51,0,16,2014-12-09
Hartford,Holy Cross,79,61,0,18,2014-12-09
Villanova,Illinois,73,59,0,14,2014-12-09
Louisville,Indiana,94,74,0,20,2014-12-09
Alcorn State,Iowa,44,67,1,-23,2014-12-09
UMKC,Iowa State,56,73,1,-17,2014-12-09
Bradley,Kansas State,47,50,1,-3,2014-12-09
Northwestern State,Louisiana-Monroe,74,82,1,-8,2014-12-09
LIU-Brooklyn,Maine,83,70,0,13,2014-12-09
Eastern Michigan,Michigan,45,42,0,3,2014-12-09
VMI,Navy,66,84,1,-18,2014-12-09
St. Francis (NY),NJIT,66,68,1,-2,2014-12-09
Mount St. Mary's,Notre Dame,67,93,1,-26,2014-12-09
Marist,Penn,42,59,1,-17,2014-12-09
New Hampshire,Rutgers,56,60,1,-4,2014-12-09
Loyola (MD),St. Joseph's,42,68,1,-26,2014-12-09
South Dakota State,Saint Louis,62,55,0,7,2014-12-09
St. Katherine,San Jose State,63,74,1,-11,2014-12-09
Furman,TCU,69,80,1,-11,2014-12-09
Seton Hall,Wichita State,68,77,1,-9,2014-12-09
Mars Hill,Winthrop,51,96,1,-45,2014-12-09
IUPUI,Xavier,43,66,1,-23,2014-12-09
Utah,BYU,65,61,0,4,2014-12-10
Wyoming,California,42,45,1,-3,2014-12-10
UMBC,Central Connecticut,53,65,1,-12,2014-12-10
Colorado State,Colorado,62,60,0,2,2014-12-10
Hofstra,Coppin State,105,64,0,41,2014-12-10
Campbell,Delaware State,70,55,0,15,2014-12-10
Northern Iowa,Denver,65,55,0,10,2014-12-10
Monmouth,Fordham,58,68,1,-10,2014-12-10
Kansas,Georgetown,75,70,0,5,2014-12-10
Washington State,Gonzaga,66,81,1,-15,2014-12-10
Rider,Iona,64,77,1,-13,2014-12-10
Columbia,Kentucky,46,56,1,-10,2014-12-10
Louisiana Tech,Louisiana,86,94,1,-8,2014-12-10
North Carolina Central,Maryland,56,67,1,-11,2014-12-10
Dartmouth,UMass-Lowell,69,48,0,21,2014-12-10
Wisconsin,Milwaukee,93,54,0,39,2014-12-10
Southern,Minnesota,57,85,1,-28,2014-12-10
Davidson,Montana,110,99,0,11,2014-12-10
Incarnate Word,Nebraska,74,73,0,1,2014-12-10
Iowa Wesleyan,Omaha,67,94,1,-27,2014-12-10
Greensboro,UNC Greensboro,78,82,1,-4,2014-12-10
High Point,Ohio State,43,97,1,-54,2014-12-10
Duquesne,Penn State,62,64,1,-2,2014-12-10
Rhode Island,Providence,60,68,1,-8,2014-12-10
Arkansas State,Purdue,46,87,1,-41,2014-12-10
Princeton,St. Peter's,46,60,1,-14,2014-12-10
Long Beach State,San Diego State,59,60,1,-1,2014-12-10
Southern Illinois,Southeast Missouri State,54,55,1,-1,2014-12-10
Fairleigh Dickinson,St. John's (NY),52,74,1,-22,2014-12-10
Towson,Temple,64,76,1,-12,2014-12-10
Fresno State,Texas Tech,56,73,1,-17,2014-12-10
SE Oklahoma St.,Tulsa,69,66,0,3,2014-12-10
UC-Riverside,UCLA,66,77,1,-11,2014-12-10
Trinity International (IL),Valparaiso,54,79,1,-25,2014-12-10
Wright State,Belmont,79,71,0,8,2014-12-11
Northwest Nazarene,Boise State,51,91,1,-40,2014-12-11
Maine,Boston College,74,85,1,-11,2014-12-11
San Diego,UCSB,79,65,0,14,2014-12-11
Chattanooga,Citadel,67,48,0,19,2014-12-11
Warren Wilson,Coastal Carolina,40,85,1,-45,2014-12-11
Binghamton,Colgate,44,65,1,-21,2014-12-11
South Carolina State,College of Charleston,47,50,1,-3,2014-12-11
Troy,Fort Valley State,80,63,0,17,2014-12-11
DePaul,George Washington,68,81,1,-13,2014-12-11
UCF,UIC,60,71,1,-11,2014-12-11
Michigan-Dearborn,Purdue-Fort Wayne,67,91,1,-24,2014-12-11
Elon,Missouri,73,78,1,-5,2014-12-11
Tusculum,UNC Asheville,40,78,1,-38,2014-12-11
Cal State Fullerton,Sacramento State,59,73,1,-14,2014-12-11
Eastern Washington,San Francisco,81,76,0,5,2014-12-11
Idaho,Western Illinois,75,78,1,-3,2014-12-11
Texas Southern,Florida,50,75,1,-25,2014-12-12
NJIT,Holy Cross,66,76,1,-10,2014-12-12
Iowa State,Iowa,90,75,0,15,2014-12-12
Charleston Southern,NC State,50,86,1,-36,2014-12-12
Northern New Mexico,Abilene Christian,48,76,1,-28,2014-12-13
Arkansas-Pine Bluff,Air Force,47,80,1,-33,2014-12-13
Middle Tennessee,Akron,62,61,0,1,2014-12-13
Tennessee Tech,Alabama,53,65,1,-12,2014-12-13
Michigan,Arizona,53,80,1,-27,2014-12-13
Pepperdine,Arizona State,74,81,1,-7,2014-12-13
Dayton,Arkansas,55,69,1,-14,2014-12-13
Lipscomb,Austin Peay,68,59,0,9,2014-12-13
Cleveland State,Bowling Green State,57,67,1,-10,2014-12-13
Princeton,California,57,67,1,-10,2014-12-13
Texas-Arlington,UC-Irvine,70,62,0,8,2014-12-13
Florida Atlantic,UCF,54,41,0,13,2014-12-13
Northern Colorado,Colorado,68,93,1,-25,2014-12-13
Arkansas-Fort Smith,Colorado State,60,88,1,-28,2014-12-13
Saint Mary's,Creighton,71,67,0,4,2014-12-13
Niagara,Davidson,58,78,1,-20,2014-12-13
Wichita State,Detroit,77,68,0,9,2014-12-13
La Salle,Drexel,65,55,0,10,2014-12-13
James Madison,East Carolina,58,70,1,-12,2014-12-13
UNC Greensboro,ETSU,80,79,0,1,2014-12-13
Northern Illinois,Eastern Illinois,55,59,1,-4,2014-12-13
Murray State,Evansville,81,79,0,2,2014-12-13
Cal Poly,Fresno State,57,63,1,-6,2014-12-13
Furman,Gardner-Webb,68,74,1,-6,2014-12-13
Radford,Georgetown,49,76,1,-27,2014-12-13
Drake,Green Bay,48,64,1,-16,2014-12-13
Rider,Hartford,63,61,0,2,2014-12-13
Arlington Baptist,Houston Baptist,84,99,1,-15,2014-12-13
Northwest Nazarene,Idaho State,57,69,1,-12,2014-12-13
Oregon,Illinois,77,70,0,7,2014-12-13
Grand Canyon,Indiana,66,94,1,-28,2014-12-13
Indiana State,Iona,84,91,1,-7,2014-12-13
Eastern Kentucky,IUPUI,73,64,0,9,2014-12-13
Utah,Kansas,60,63,1,-3,2014-12-13
UNC,Kentucky,70,84,1,-14,2014-12-13
Bluefield (WV),Liberty,61,79,1,-18,2014-12-13
Centenary (LA),Louisiana,59,115,1,-56,2014-12-13
Sam Houston State,LSU,67,76,1,-9,2014-12-13
Jackson State,Loyola (IL),46,58,1,-12,2014-12-13
USC Upstate,Maryland,57,67,1,-10,2014-12-13
Navy,Maryland-Eastern Shore,46,53,1,-7,2014-12-13
Canisius,UMass,58,75,1,-17,2014-12-13
Oklahoma State,Memphis,73,55,0,18,2014-12-13
Western Kentucky,Ole Miss,81,74,0,7,2014-12-13
Xavier,Missouri,74,58,0,16,2014-12-13
Omaha,UMKC,72,79,1,-7,2014-12-13
Norfolk State,Mount St. Mary's,64,67,1,-3,2014-12-13
Cincinnati,Nebraska,55,56,1,-1,2014-12-13
Cal State Fullerton,Nevada,65,55,0,10,2014-12-13
Louisiana-Monroe,New Mexico,46,54,1,-8,2014-12-13
North Dakota,North Dakota State,42,71,1,-29,2014-12-13
Loyola Marymount,Northern Arizona,69,71,1,-2,2014-12-13
Florida State,Notre Dame,63,83,1,-20,2014-12-13
Alcorn State,Ohio,55,66,1,-11,2014-12-13
Morehead State,Ohio State,71,87,1,-16,2014-12-13
New Mexico State,Oral Roberts,83,86,1,-3,2014-12-13
Mississippi State,Oregon State,49,59,1,-10,2014-12-13
St. Bonaventure,Pitt,54,58,1,-4,2014-12-13
Cal State Bakersfield,Portland State,59,65,1,-6,2014-12-13
Montreat,Presbyterian,68,79,1,-11,2014-12-13
Stony Brook,Providence,61,79,1,-18,2014-12-13
Delaware State,Rhode Island,44,83,1,-39,2014-12-13
Howard,Richmond,41,54,1,-13,2014-12-13
Duquesne,Robert Morris,59,75,1,-16,2014-12-13
SIU-Edwardsville,Saint Louis,61,67,1,-6,2014-12-13
New Orleans,San Diego,60,85,1,-25,2014-12-13
Seattle,San Jose State,54,38,0,16,2014-12-13
Washington State,Santa Clara,67,76,1,-9,2014-12-13
Albany (NY),Siena,77,68,0,9,2014-12-13
UNLV,South Dakota,75,61,0,14,2014-12-13
Idaho,South Dakota State,85,87,1,-2,2014-12-13
Missouri State,Southeast Missouri State,73,61,0,12,2014-12-13
Army,USC,85,77,0,8,2014-12-13
Spring Hill,Southern Miss,56,66,1,-10,2014-12-13
Mount Saint Vincent,St. Francis (NY),72,90,1,-18,2014-12-13
Denver,Stanford,43,49,1,-6,2014-12-13
Texas State,Texas,27,59,1,-32,2014-12-13
Youngstown State,Texas A&M,63,81,1,-18,2014-12-13
McNeese State,TCU,50,68,1,-18,2014-12-13
Lamar,Texas-Rio Grande Valley,60,66,1,-6,2014-12-13
Arkansas State,Toledo,65,73,1,-8,2014-12-13
Oklahoma,Tulsa,87,68,0,19,2014-12-13
Gonzaga,UCLA,87,74,0,13,2014-12-13
Utah State,Utah Valley,50,47,0,3,2014-12-13
Ball State,Valparaiso,62,65,1,-3,2014-12-13
Purdue,Vanderbilt,71,81,1,-10,2014-12-13
Northern Iowa,VCU,87,93,1,-6,2014-12-13
Marist,VMI,77,92,1,-15,2014-12-13
BYU,Weber State,76,60,0,16,2014-12-13
Alabama State,Western Illinois,68,78,1,-10,2014-12-13
Nicholls State,Wisconsin,43,86,1,-43,2014-12-13
UNC Asheville,Alabama-Birmingham,71,79,1,-8,2014-12-14
Kent State,Little Rock,60,55,0,5,2014-12-14
Southern Utah,Boise State,60,79,1,-19,2014-12-14
Binghamton,Boston College,49,63,1,-14,2014-12-14
Quinnipiac,Boston University,68,71,1,-3,2014-12-14
Auburn,Clemson,61,72,1,-11,2014-12-14
Campbell,College of Charleston,47,58,1,-11,2014-12-14
Coppin State,UConn,85,106,1,-21,2014-12-14
Illinois State,DePaul,78,72,0,6,2014-12-14
Jacksonville,Florida,34,79,1,-45,2014-12-14
Florida International,Florida Gulf Coast,69,63,0,6,2014-12-14
Southern,Iowa State,78,88,1,-10,2014-12-14
Dartmouth,Jacksonville State,67,79,1,-12,2014-12-14
Savannah State,Kansas State,53,73,1,-20,2014-12-14
