Road,Home,Road_score,Home_score,Home_w,margin,Date
Hillsdale,Abilene Christian,61,101,1,-40,2014-11-14
UMBC,Akron,57,74,1,-17,2014-11-14
Towson,Alabama,54,82,1,-28,2014-11-14
Auburn Montgomery,Alabama State,64,105,1,-41,2014-11-14
Mount St. Mary's,Arizona,55,78,1,-23,2014-11-14
Chicago State,Arizona State,50,86,1,-36,2014-11-14
Air Force,Army,78,84,1,-6,2014-11-14
Milwaukee,Auburn,73,83,1,-10,2014-11-14
McNeese State,Baylor,39,80,1,-41,2014-11-14
San Diego,Boise State,75,81,1,-6,2014-11-14
New Hampshire,Boston College,50,58,1,-8,2014-11-14
Texas-Arlington,Bradley,86,75,0,11,2014-11-14
Long Beach State,BYU,90,95,1,-5,2014-11-14
St. Peter's,Brown,58,70,1,-12,2014-11-14
Marist,Bucknell,72,75,1,-3,2014-11-14
South Dakota State,Buffalo,67,69,1,-2,2014-11-14
High Point,Cal State Bakersfield,100,99,0,1,2014-11-14
Alcorn State,California,57,91,1,-34,2014-11-14
Chapman,UC-Irvine,36,87,1,-51,2014-11-14
Barber-Scotia,Campbell,58,97,1,-39,2014-11-14
Fairfield,Central Connecticut,71,63,0,8,2014-11-14
Alma,Central Michigan,64,106,1,-42,2014-11-14
Hiwassee,Chattanooga,53,110,1,-57,2014-11-14
Saint Francis (PA),Cincinnati,37,52,1,-15,2014-11-14
VMI,Citadel,66,65,0,1,2014-11-14
Florida A&M,Clemson,41,86,1,-45,2014-11-14
Trinity Baptist,Coastal Carolina,36,79,1,-43,2014-11-14
Drexel,Colorado,48,65,1,-17,2014-11-14
Bryant,UConn,53,66,1,-13,2014-11-14
Central Arkansas,Creighton,77,104,1,-27,2014-11-14
Alabama A&M,Dayton,52,76,1,-24,2014-11-14
UIC,DePaul,71,72,1,-1,2014-11-14
Rochester (MI),Detroit,54,77,1,-23,2014-11-14
Presbyterian,Duke,44,113,1,-69,2014-11-14
North Carolina Wesleyan,East Carolina,81,99,1,-18,2014-11-14
Savannah State,Eastern Kentucky,53,76,1,-23,2014-11-14
St. Francis (IL),Eastern Michigan,52,64,1,-12,2014-11-14
Texas Southern,Eastern Washington,62,86,1,-24,2014-11-14
Florida Atlantic,Elon,58,64,1,-6,2014-11-14
William & Mary,Florida,45,68,1,-23,2014-11-14
Florida College,Florida International,42,64,1,-22,2014-11-14
NYIT,Fordham,77,94,1,-17,2014-11-14
College of Charleston,Furman,75,40,0,35,2014-11-14
Cornell,George Mason,68,60,0,8,2014-11-14
Grambling,George Washington,40,92,1,-52,2014-11-14
Tennessee Temple,Georgia State,55,115,1,-60,2014-11-14
Georgia,Georgia Tech,73,80,1,-7,2014-11-14
Sacramento State,Gonzaga,58,104,1,-46,2014-11-14
Sacred Heart,Hartford,71,53,0,18,2014-11-14
MIT,Harvard,52,73,1,-21,2014-11-14
Arkansas-Pine Bluff,Hawaii,57,85,1,-28,2014-11-14
Jacksonville,Hofstra,61,94,1,-33,2014-11-14
Eastern Oregon,Idaho,65,77,1,-12,2014-11-14
Georgia Southern,Illinois,71,80,1,-9,2014-11-14
Texas-Tyler,Incarnate Word,49,89,1,-40,2014-11-14
Mississippi Valley State,Indiana,65,116,1,-51,2014-11-14
Cleveland State,Iona,73,78,1,-5,2014-11-14
Hampton,Iowa,56,90,1,-34,2014-11-14
Oakland,Iowa State,82,93,1,-11,2014-11-14
Manchester,Purdue-Fort Wayne,50,74,1,-24,2014-11-14
Indiana State,IUPUI,79,66,0,13,2014-11-14
Virginia,James Madison,79,51,0,28,2014-11-14
UCSB,Kansas,59,69,1,-10,2014-11-14
Southern Utah,Kansas State,68,98,1,-30,2014-11-14
Grand Canyon,Kentucky,45,85,1,-40,2014-11-14
Villanova,Lehigh,77,66,0,11,2014-11-14
Randolph,Liberty,45,69,1,-24,2014-11-14
Berry,Lipscomb,70,91,1,-21,2014-11-14
Averett,Longwood,53,79,1,-26,2014-11-14
Louisiana College,Louisiana,57,85,1,-28,2014-11-14
Minnesota,Louisville,68,81,1,-13,2014-11-14
Rockhurst,Loyola (IL),58,71,1,-13,2014-11-14
Southeast Missouri State,Loyola Marymount,66,76,1,-10,2014-11-14
UT-Martin,Marquette,63,79,1,-16,2014-11-14
Jacksonville State,Marshall,55,74,1,-19,2014-11-14
Wagner,Maryland,48,82,1,-34,2014-11-14
Siena,UMass,87,95,1,-8,2014-11-14
Piedmont,Mercer,48,88,1,-40,2014-11-14
Howard,Miami (FL),49,84,1,-35,2014-11-14
Ohio Valley,Middle Tennessee,60,77,1,-17,2014-11-14
Charleston Southern,Ole Miss,66,65,0,1,2014-11-14
Western Carolina,Mississippi State,56,66,1,-10,2014-11-14
UMKC,Missouri,69,61,0,8,2014-11-14
Eastern Illinois,Missouri State,53,64,1,-11,2014-11-14
Houston,Murray State,77,74,0,3,2014-11-14
Michigan State,Navy,64,59,0,5,2014-11-14
Morehead State,UNLV,59,60,1,-1,2014-11-14
Idaho State,New Mexico,55,79,1,-24,2014-11-14
Pfeiffer,Norfolk State,43,81,1,-38,2014-11-14
North Carolina Central,UNC,60,76,1,-16,2014-11-14
Greensboro,North Carolina A&T,61,91,1,-30,2014-11-14
Chowan,UNC Greensboro,62,76,1,-14,2014-11-14
Jackson State,NC State,58,93,1,-35,2014-11-14
Arkansas-Monticello,North Texas,62,84,1,-22,2014-11-14
Black Hills State,Northern Colorado,62,83,1,-21,2014-11-14
Houston Baptist,Northwestern,58,65,1,-7,2014-11-14
Binghamton,Notre Dame,39,82,1,-43,2014-11-14
UMass-Lowell,Ohio State,55,92,1,-37,2014-11-14
Southeastern Louisiana,Oklahoma State,55,83,1,-28,2014-11-14
Coppin State,Oregon,65,107,1,-42,2014-11-14
Rice,Oregon State,54,67,1,-13,2014-11-14
Morgan State,Penn State,48,61,1,-13,2014-11-14
Fresno State,Pepperdine,74,89,1,-15,2014-11-14
Niagara,Pitt,45,78,1,-33,2014-11-14
Concordia (OR),Portland,59,87,1,-28,2014-11-14
Rider,Princeton,58,64,1,-6,2014-11-14
Samford,Purdue,40,80,1,-40,2014-11-14
Yale,Quinnipiac,85,88,1,-3,2014-11-14
Pace,Rhode Island,54,94,1,-40,2014-11-14
Radford,Richmond,46,64,1,-18,2014-11-14
Lafayette,Robert Morris,77,50,0,27,2014-11-14
Fairleigh Dickinson,St. Joseph's,58,57,0,1,2014-11-14
Cal State Los Angeles,Saint Mary's,67,77,1,-10,2014-11-14
Austin College,Sam Houston State,52,100,1,-48,2014-11-14
Cal State Northridge,San Diego State,58,79,1,-21,2014-11-14
Bethesda University (CA),San Jose State,44,67,1,-23,2014-11-14
Cal State Fullerton,Santa Clara,72,89,1,-17,2014-11-14
Texas State,Seattle,62,53,0,9,2014-11-14
Carroll (MT),South Alabama,64,83,1,-19,2014-11-14
North Florida,South Carolina,56,81,1,-25,2014-11-14
Flagler,South Florida,61,75,1,-14,2014-11-14
Louisiana Tech,Southern,85,76,0,9,2014-11-14
Harris-Stowe,SIU-Edwardsville,56,104,1,-48,2014-11-14
Lamar,SMU,54,93,1,-39,2014-11-14
William Carey,Southern Miss,63,86,1,-23,2014-11-14
NJIT,St. John's (NY),58,77,1,-19,2014-11-14
Wofford,Stanford,59,74,1,-15,2014-11-14
Mississippi College,Stephen F. Austin,49,75,1,-26,2014-11-14
Edward Waters,Stetson,61,75,1,-14,2014-11-14
Columbia,Stony Brook,56,57,1,-1,2014-11-14
Kennesaw State,Syracuse,42,89,1,-47,2014-11-14
American,Temple,37,40,1,-3,2014-11-14
VCU,Tennessee,85,69,0,16,2014-11-14
Reinhardt,Tennessee State,66,97,1,-31,2014-11-14
Piedmont,Tennessee Tech,29,83,1,-54,2014-11-14
North Dakota State,Texas,50,85,1,-35,2014-11-14
Northwestern State,Texas A&M,68,109,1,-41,2014-11-14
Our Lady of the Lake,Texas A&M-Corpus Christi,58,73,1,-15,2014-11-14
Prairie View,TCU,54,71,1,-17,2014-11-14
Washington State,UTEP,52,65,1,-13,2014-11-14
Wayland Baptist,Texas-Rio Grande Valley,80,88,1,-8,2014-11-14
Huston-Tillotson,UTSA,74,92,1,-18,2014-11-14
Loyola (MD),Texas Tech,59,71,1,-12,2014-11-14
Brewton-Parker,Troy,71,85,1,-14,2014-11-14
Montana State,UCLA,78,113,1,-35,2014-11-14
Ball State,Utah,72,90,1,-18,2014-11-14
Weber State,Utah State,61,72,1,-11,2014-11-14
South Dakota,Utah Valley,52,60,1,-8,2014-11-14
ETSU,Valparaiso,76,90,1,-14,2014-11-14
Maryland-Eastern Shore,Virginia Tech,46,71,1,-25,2014-11-14
UNC Asheville,Wake Forest,69,80,1,-11,2014-11-14
South Carolina State,Washington,59,77,1,-18,2014-11-14
Monmouth,West Virginia,54,64,1,-10,2014-11-14
Pacific,Western Illinois,73,71,0,2,2014-11-14
New Mexico State,Wichita State,54,71,1,-17,2014-11-14
Northern Kentucky,Wisconsin,31,62,1,-31,2014-11-14
Belmont,Wright State,70,73,1,-3,2014-11-14
Northern Arizona,Xavier,60,93,1,-33,2014-11-14
Citadel,Air Force,55,68,1,-13,2014-11-15
Louisiana-Monroe,Alabama-Birmingham,74,65,0,9,2014-11-15
High Point,Arkansas-Pine Bluff,74,62,0,12,2014-11-15
VMI,Army,86,92,1,-6,2014-11-15
Trinity (TX),Bethune-Cookman,69,91,1,-22,2014-11-15
Maine,Butler,57,99,1,-42,2014-11-15
UC-San Diego,UC-Riverside,52,75,1,-23,2014-11-15
Vermont,Canisius,60,64,1,-4,2014-11-15
Montana,Colorado State,66,83,1,-17,2014-11-15
Catholic,Davidson,66,102,1,-36,2014-11-15
Bowling Green State,Drake,77,58,0,19,2014-11-15
Fairfield,Duke,59,109,1,-50,2014-11-15
Bluefield State,Duquesne,51,91,1,-40,2014-11-15
Earlham (IN),Evansville,45,116,1,-71,2014-11-15
Nova Southeastern,Florida Gulf Coast,51,63,1,-12,2014-11-15
Manhattan,Florida State,66,81,1,-15,2014-11-15
St. Francis (NY),Georgetown,62,83,1,-21,2014-11-15
Illinois-Springfield,Green Bay,57,88,1,-31,2014-11-15
Cal State Bakersfield,Hawaii,65,72,1,-7,2014-11-15
Colgate,La Salle,52,57,1,-5,2014-11-15
San Francisco State,Long Beach State,64,74,1,-10,2014-11-15
Gardner-Webb,LSU,82,93,1,-11,2014-11-15
Boise State,Loyola Marymount,77,69,0,8,2014-11-15
Hillsdale,Michigan,68,92,1,-24,2014-11-15
Cal Poly,Nevada,49,65,1,-16,2014-11-15
Aurora,Northern Illinois,56,86,1,-30,2014-11-15
North Dakota,Northern Iowa,52,64,1,-12,2014-11-15
Appalachian State,Ohio,47,73,1,-26,2014-11-15
UNC Wilmington,Old Dominion,56,76,1,-20,2014-11-15
Tulsa,Oral Roberts,68,77,1,-9,2014-11-15
Delaware State,Penn,77,75,0,2,2014-11-15
Albany (NY),Providence,60,64,1,-4,2014-11-15
Southern Illinois,Saint Louis,59,62,1,-3,2014-11-15
Southeast Missouri State,San Diego,56,67,1,-11,2014-11-15
San Diego Christian,Santa Clara,58,70,1,-12,2014-11-15
Florida A&M,USC Upstate,65,78,1,-13,2014-11-15
Portland State,USC,76,68,0,8,2014-11-15
Dartmouth,St. Bonaventure,57,77,1,-20,2014-11-15
Austin Peay,Western Kentucky,70,77,1,-7,2014-11-15
Pfeiffer,Winthrop,59,82,1,-23,2014-11-15
Kent State,Youngstown State,69,61,0,8,2014-11-15
Cal State Northridge,Arizona,68,86,1,-18,2014-11-16
Alabama State,Arkansas,79,97,1,-18,2014-11-16
Arkansas-Monticello,Little Rock,64,77,1,-13,2014-11-16
Berea,Austin Peay,63,68,1,-5,2014-11-16
UMass,Boston College,71,62,0,9,2014-11-16
Northeastern,Boston University,71,65,0,6,2014-11-16
Kennesaw State,California,59,93,1,-34,2014-11-16
Holy Names,UC-Davis,42,57,1,-15,2014-11-16
Pacific,UC-Irvine,50,68,1,-18,2014-11-16
Stetson,UCF,55,64,1,-9,2014-11-16
Chicago State,Creighton,66,84,1,-18,2014-11-16
Idaho State,Denver,38,54,1,-16,2014-11-16
UNC Asheville,East Carolina,83,79,0,4,2014-11-16
Charlotte,Elon,73,60,0,13,2014-11-16
Princeton,George Mason,60,63,1,-3,2014-11-16
St. Peter's,Hartford,50,51,1,-1,2014-11-16
Holy Cross,Harvard,58,57,0,1,2014-11-16
Goucher,Howard,54,101,1,-47,2014-11-16
Coppin State,Illinois,56,114,1,-58,2014-11-16
Utah State,Illinois State,60,55,0,5,2014-11-16
Florida National University,Jacksonville,61,72,1,-11,2014-11-16
Buffalo,Kentucky,52,71,1,-19,2014-11-16
Louisiana State-Alexandria,Lamar,75,78,1,-3,2014-11-16
Cornell,Loyola (MD),71,76,1,-5,2014-11-16
Savannah State,Marshall,47,66,1,-19,2014-11-16
Southern Utah,Miami (OH),63,76,1,-13,2014-11-16
Valparaiso,Missouri,41,56,1,-15,2014-11-16
Northern Kentucky,Nebraska,61,80,1,-19,2014-11-16
Central Arkansas,Omaha,75,100,1,-25,2014-11-16
Sam Houston State,UNLV,57,59,1,-2,2014-11-16
Cal State Fullerton,New Mexico,59,67,1,-8,2014-11-16
Robert Morris,UNC,59,103,1,-44,2014-11-16
Navy,Notre Dame,53,92,1,-39,2014-11-16
Wright State,Ohio Dominican,76,64,0,12,2014-11-16
Southeastern Louisiana,Oklahoma,53,78,1,-25,2014-11-16
Prairie View,Oklahoma State,52,74,1,-22,2014-11-16
Fordham,Penn State,54,73,1,-19,2014-11-16
Samford,Pitt,56,63,1,-7,2014-11-16
IUPUI,Purdue,57,77,1,-20,2014-11-16
UMass-Lowell,Rhode Island,56,72,1,-16,2014-11-16
George Washington,Rutgers,70,53,0,17,2014-11-16
South Carolina State,San Francisco,52,91,1,-39,2014-11-16
Portland,San Jose State,73,68,0,5,2014-11-16
Mercer,Seton Hall,47,63,1,-16,2014-11-16
Jackson State,South Florida,64,73,1,-9,2014-11-16
South Dakota,Stanford,73,84,1,-11,2014-11-16
Hampton,Syracuse,47,65,1,-18,2014-11-16
Alcorn State,Texas,53,85,1,-32,2014-11-16
Northern Arizona,Toledo,58,71,1,-13,2014-11-16
Coastal Carolina,UCLA,71,84,1,-13,2014-11-16
Trevecca Nazarene,Vanderbilt,56,83,1,-27,2014-11-16
Norfolk State,Virginia,39,67,1,-28,2014-11-16
Lafayette,West Virginia,56,83,1,-27,2014-11-16
Aquinas,Western Michigan,57,87,1,-30,2014-11-16
Chattanooga,Wisconsin,45,89,1,-44,2014-11-16
Northern Colorado,Wyoming,70,78,1,-8,2014-11-16
Oberlin,Youngstown State,53,71,1,-18,2014-11-16
Western Carolina,Alabama,74,80,1,-6,2014-11-17
Young Harris,Alabama-Birmingham,81,94,1,-13,2014-11-17
Saint Francis (PA),American,46,49,1,-3,2014-11-17
Bethune-Cookman,Arizona State,39,49,1,-10,2014-11-17
Cal State Bakersfield,Arkansas-Pine Bluff,49,56,1,-7,2014-11-17
UT-Martin,Arkansas State,75,73,0,2,2014-11-17
Indiana-Kokomo,Ball State,62,101,1,-39,2014-11-17
Northwestern,Brown,69,56,0,13,2014-11-17
Sacramento State,UC-Riverside,70,69,0,1,2014-11-17
Erskine,Charleston Southern,50,92,1,-42,2014-11-17
Winthrop,Clemson,77,74,0,3,2014-11-17
Tiffin,Cleveland State,56,85,1,-29,2014-11-17
Gardner-Webb,College of Charleston,80,67,0,13,2014-11-17
Baptist Bible (PA),Delaware State,63,104,1,-41,2014-11-17
St. Joseph's,Drexel,52,49,0,3,2014-11-17
Eureka,Eastern Illinois,51,81,1,-30,2014-11-17
Oakland,Eastern Michigan,77,89,1,-12,2014-11-17
Utah Valley,Eastern Washington,50,75,1,-25,2014-11-17
Fairleigh Dickinson-Florham,Fairleigh Dickinson,61,102,1,-41,2014-11-17
Miami (FL),Florida,69,67,0,2,2014-11-17
Warner Southern,Florida Atlantic,49,74,1,-25,2014-11-17
UCSB,Florida Gulf Coast,75,81,1,-6,2014-11-17
Bristol University,Fresno State,55,93,1,-38,2014-11-17
SMU,Gonzaga,56,72,1,-16,2014-11-17
Montana State,Grand Canyon,45,61,1,-16,2014-11-17
Hillsdale,Houston Baptist,53,89,1,-36,2014-11-17
South Dakota State,Idaho,77,82,1,-5,2014-11-17
Western Illinois,UIC,64,67,1,-3,2014-11-17
Texas Southern,Indiana,64,83,1,-19,2014-11-17
North Dakota State,Iowa,56,87,1,-31,2014-11-17
Georgia State,Iowa State,58,81,1,-23,2014-11-17
Radford,James Madison,71,74,1,-3,2014-11-17
UMKC,Kansas State,73,83,1,-10,2014-11-17
Delaware,Liberty,55,61,1,-6,2014-11-17
Belmont,Lipscomb,87,62,0,25,2014-11-17
Champion Baptist,Louisiana-Monroe,39,106,1,-67,2014-11-17
Jacksonville State,Louisville,39,88,1,-49,2014-11-17
McKendree,Loyola (IL),68,78,1,-10,2014-11-17
Central Connecticut,Maryland,57,93,1,-36,2014-11-17
Bucknell,Michigan,53,77,1,-24,2014-11-17
Minnesota-Crookston,Milwaukee,54,75,1,-21,2014-11-17
Mississippi Valley State,Mississippi State,68,89,1,-21,2014-11-17
Cincinnati Christian,Morehead State,79,87,1,-8,2014-11-17
Towson,Morgan State,51,46,0,5,2014-11-17
Adams State,Nevada,64,69,1,-5,2014-11-17
Maine,NJIT,86,90,1,-4,2014-11-17
USC Upstate,North Carolina A&T,63,46,0,17,2014-11-17
Hofstra,NC State,64,76,1,-12,2014-11-17
Webber,North Florida,55,79,1,-24,2014-11-17
Nicholls State,North Texas,57,71,1,-14,2014-11-17
Lyon,Northwestern State,64,75,1,-11,2014-11-17
Detroit,Oregon,66,83,1,-17,2014-11-17
Cal Lutheran,Pepperdine,61,76,1,-15,2014-11-17
Binghamton,Providence,45,66,1,-21,2014-11-17
Vermont,Siena,84,76,0,8,2014-11-17
Louisiana State-Alexandria,Southern,65,76,1,-11,2014-11-17
Tennessee Tech,USC,58,70,1,-12,2014-11-17
Purdue-Fort Wayne,SIU-Edwardsville,74,71,0,3,2014-11-17
South Alabama,Southern Miss,59,68,1,-9,2014-11-17
Franklin Pierce,St. John's (NY),81,94,1,-13,2014-11-17
Louisiana Tech,Temple,75,82,1,-7,2014-11-17
Washington State,TCU,54,81,1,-27,2014-11-17
Texas-Rio Grande Valley,UTSA,63,62,0,1,2014-11-17
Ole Miss,Troy,74,64,0,10,2014-11-17
Wake Forest,Tulane,71,49,0,22,2014-11-17
Louisiana,Tulsa,53,64,1,-11,2014-11-17
Maryland-Eastern Shore,Villanova,44,81,1,-37,2014-11-17
Presentation College,Weber State,49,74,1,-25,2014-11-17
Newbury,Yale,51,97,1,-46,2014-11-17
Montana,Boise State,67,72,1,-5,2014-11-18
Little Rock,BYU,62,91,1,-29,2014-11-18
Chattanooga,Butler,48,70,1,-22,2014-11-18
San Francisco State,Cal Poly,44,65,1,-21,2014-11-18
Youngstown State,Central Michigan,63,75,1,-12,2014-11-18
Indiana-Northwest,Chicago State,51,102,1,-51,2014-11-18
Columbia International,Coastal Carolina,51,82,1,-31,2014-11-18
Auburn,Colorado,59,90,1,-31,2014-11-18
Wagner,Columbia,56,70,1,-14,2014-11-18
Colgate,Cornell,52,58,1,-6,2014-11-18
Campbell,Davidson,51,86,1,-35,2014-11-18
Drake,DePaul,62,80,1,-18,2014-11-18
Michigan State,Duke,71,81,1,-10,2014-11-18
Virginia Wise,ETSU,66,111,1,-45,2014-11-18
Kentucky Christian,Eastern Kentucky,35,115,1,-80,2014-11-18
Northeastern,Florida State,76,73,0,3,2014-11-18
Texas A&M-Corpus Christi,Georgetown,62,78,1,-16,2014-11-18
Stony Brook,Georgia,70,80,1,-10,2014-11-18
Trinity (CT),Georgia Southern,49,86,1,-37,2014-11-18
Alabama A&M,Georgia Tech,46,66,1,-20,2014-11-18
Lyon,Grambling,49,55,1,-6,2014-11-18
High Point,Hawaii,62,54,0,8,2014-11-18
Huston-Tillotson,Incarnate Word,63,94,1,-31,2014-11-18
Saint Louis,Indiana State,69,56,0,13,2014-11-18
Jackson State,Jacksonville,66,57,0,9,2014-11-18
Kentucky,Kansas,72,40,0,32,2014-11-18
Malone,Kent State,52,62,1,-10,2014-11-18
Canisius,Lehigh,63,51,0,12,2014-11-18
Texas Tech,LSU,64,69,1,-5,2014-11-18
West Virginia Tech,Marshall,65,87,1,-22,2014-11-18
Manhattan,UMass,68,77,1,-9,2014-11-18
Louisiana College,McNeese State,63,90,1,-27,2014-11-18
Wichita State,Memphis,71,56,0,15,2014-11-18
Murray State,Middle Tennessee,68,49,0,19,2014-11-18
Western Kentucky,Minnesota,54,76,1,-22,2014-11-18
Central Arkansas,Nebraska,56,82,1,-26,2014-11-18
Thomas (ME),New Hampshire,36,84,1,-48,2014-11-18
Cairn,New Orleans,61,88,1,-27,2014-11-18
College of Faith,North Carolina Central,65,123,1,-58,2014-11-18
UNC Wilmington,UNC Greensboro,84,72,0,12,2014-11-18
Mayville State,North Dakota,39,76,1,-37,2014-11-18
Marquette,Ohio State,63,74,1,-11,2014-11-18
Northwest Oklahoma State,Oklahoma State,45,91,1,-46,2014-11-18
Richmond,Old Dominion,57,63,1,-6,2014-11-18
Corban,Oregon State,62,86,1,-24,2014-11-18
Rider,Penn,73,57,0,16,2014-11-18
Willamette,Portland State,63,84,1,-21,2014-11-18
Piedmont,Presbyterian,72,82,1,-10,2014-11-18
La Salle,Quinnipiac,60,58,0,2,2014-11-18
New Mexico State,Saint Mary's,71,83,1,-12,2014-11-18
Utah,San Diego State,49,53,1,-4,2014-11-18
Baylor,South Carolina,69,65,0,4,2014-11-18
Hannibal-LaGrange,Southeast Missouri State,49,86,1,-37,2014-11-18
Northern Iowa,Stephen F. Austin,79,77,0,2,2014-11-18
Florida International,Stetson,53,52,0,1,2014-11-18
Southern Illinois,Tennessee State,84,67,0,17,2014-11-18
Buffalo,Texas-Arlington,74,68,0,6,2014-11-18
South Carolina State,Virginia,55,75,1,-20,2014-11-18
Toledo,VCU,78,87,1,-9,2014-11-18
Johnson University,VMI,42,124,1,-82,2014-11-18
Howard,William & Mary,49,56,1,-7,2014-11-18
Iona,Wofford,73,86,1,-13,2014-11-18
Western State,Wyoming,46,61,1,-15,2014-11-18
Long Beach State,Xavier,74,97,1,-23,2014-11-18
Colorado Christian,Air Force,47,70,1,-23,2014-11-19
NJIT,Albany (NY),48,65,1,-17,2014-11-19
UC-Irvine,Arizona,54,71,1,-17,2014-11-19
Wake Forest,Arkansas,53,83,1,-30,2014-11-19
Trevecca Nazarene,Belmont,76,96,1,-20,2014-11-19
Hartwick,Binghamton,51,82,1,-31,2014-11-19
Wright State,Bowling Green State,55,70,1,-15,2014-11-19
Robert Morris,Bradley,68,61,0,7,2014-11-19
Southern Virginia,BYU,48,101,1,-53,2014-11-19
Montana State,Cal State Northridge,65,72,1,-7,2014-11-19
Morehead State,Cincinnati,61,69,1,-8,2014-11-19
Toccoa Falls,Citadel,58,71,1,-13,2014-11-19
Jacksonville State,Cleveland State,46,60,1,-14,2014-11-19
Oklahoma,Creighton,63,65,1,-2,2014-11-19
Walla Walla,Eastern Washington,34,95,1,-61,2014-11-19
Ohio,Florida Gulf Coast,62,79,1,-17,2014-11-19
Appalachian State,Furman,65,84,1,-19,2014-11-19
St. Joseph's,Gonzaga,42,94,1,-52,2014-11-19
Dartmouth,Hartford,48,53,1,-5,2014-11-19
Hawaii-Hilo,Hawaii,71,89,1,-18,2014-11-19
Brown,Holy Cross,65,80,1,-15,2014-11-19
Longwood,James Madison,60,82,1,-22,2014-11-19
Princeton,Lafayette,66,83,1,-17,2014-11-19
UMBC,Loyola (MD),38,45,1,-7,2014-11-19
Kennesaw State,Mercer,66,74,1,-8,2014-11-19
Evansville,Miami (OH),69,50,0,19,2014-11-19
IUPUI,Milwaukee,70,68,0,2,2014-11-19
Oral Roberts,Missouri,64,78,1,-14,2014-11-19
Missouri S&T,UMKC,77,90,1,-13,2014-11-19
Avila,Missouri State,39,87,1,-48,2014-11-19
Maryland-Eastern Shore,Mount St. Mary's,53,41,0,12,2014-11-19
Northern Colorado,New Mexico State,65,86,1,-21,2014-11-19
Boston University,Norfolk State,71,63,0,8,2014-11-19
Johnson & Wales (NC),UNC Asheville,48,87,1,-39,2014-11-19
Delaware State,North Texas,55,62,1,-7,2014-11-19
North Carolina A&T,Northern Kentucky,55,68,1,-13,2014-11-19
Coppin State,Notre Dame,67,104,1,-37,2014-11-19
Western Michigan,Oakland,82,71,0,11,2014-11-19
Prairie View,Rice,64,68,1,-4,2014-11-19
Fairleigh Dickinson,Rutgers,44,61,1,-17,2014-11-19
Simpson,Sacramento State,42,74,1,-32,2014-11-19
Austin Peay,Samford,67,68,1,-1,2014-11-19
Florida A&M,San Diego,41,72,1,-31,2014-11-19
Notre Dame de Namur,San Francisco,46,86,1,-40,2014-11-19
Pepperdine,San Jose State,63,44,0,19,2014-11-19
Omaha,Seattle,74,98,1,-24,2014-11-19
Siena,St. Bonaventure,73,70,0,3,2014-11-19
Army,St. Francis (NY),74,71,0,3,2014-11-19
LIU-Brooklyn,St. John's (NY),53,66,1,-13,2014-11-19
Lamar,Texas State,55,65,1,-10,2014-11-19
Abilene Christian,Tulsa,39,65,1,-26,2014-11-19
Santa Clara,Utah State,54,60,1,-6,2014-11-19
Indiana-South Bend,Valparaiso,55,91,1,-36,2014-11-19
Southern Vermont,Vermont,41,86,1,-45,2014-11-19
Liberty,Virginia Tech,63,73,1,-10,2014-11-19
Green Bay,Wisconsin,60,84,1,-24,2014-11-19
USC,Akron,46,66,1,-20,2014-11-20
Southern Miss,Alabama,67,81,1,-14,2014-11-20
South Florida,Alabama-Birmingham,73,71,0,2,2014-11-20
Loyola Marymount,Arizona State,44,68,1,-24,2014-11-20
New Mexico,Boston College,65,69,1,-4,2014-11-20
New Hampshire,Bryant,63,72,1,-9,2014-11-20
Syracuse,California,59,73,1,-14,2014-11-20
Eckerd,UCF,59,76,1,-17,2014-11-20
Penn State,Charlotte,97,106,1,-9,2014-11-20
UConn,College of Charleston,65,57,0,8,2014-11-20
South Carolina,Cornell,69,45,0,24,2014-11-20
Texas A&M,Dayton,53,55,1,-2,2014-11-20
Miami (FL),Drexel,66,46,0,20,2014-11-20
Virginia-Lynchburg,East Carolina,51,92,1,-41,2014-11-20
UC-Davis,Eastern Illinois,63,61,0,2,2014-11-20
West Virginia,George Mason,91,65,0,26,2014-11-20
Texas-Arlington,Grand Canyon,66,64,0,2,2014-11-20
Florida Atlantic,Harvard,49,71,1,-22,2014-11-20
SMU,Indiana,68,74,1,-6,2014-11-20
Texas,Iowa,71,57,0,14,2014-11-20
Northwestern State,Louisiana State-Alexandria,89,79,0,10,2014-11-20
Fordham,Maryland,50,66,1,-16,2014-11-20
Detroit,Michigan,62,71,1,-9,2014-11-20
Franklin Pierce,Minnesota,57,109,1,-52,2014-11-20
Southern,Ole Miss,38,69,1,-31,2014-11-20
Brescia,Murray State,56,89,1,-33,2014-11-20
Jacksonville,NC State,43,79,1,-36,2014-11-20
Fresno State,Northern Arizona,52,73,1,-21,2014-11-20
Idaho,Northern Illinois,67,78,1,-11,2014-11-20
Morgan State,Northern Iowa,53,73,1,-20,2014-11-20
North Florida,Northwestern,67,69,1,-2,2014-11-20
Pacific Union,Pacific,56,81,1,-25,2014-11-20
Navy,Providence,51,88,1,-37,2014-11-20
Grambling,Purdue,30,82,1,-52,2014-11-20
Howard,Radford,52,61,1,-9,2014-11-20
UMass-Lowell,Sacred Heart,57,54,0,3,2014-11-20
Keystone,Saint Francis (PA),69,102,1,-33,2014-11-20
Denver,Saint Mary's,62,78,1,-16,2014-11-20
Niagara,St. Peter's,61,59,0,2,2014-11-20
Cal State Bakersfield,San Diego State,27,51,1,-24,2014-11-20
Winthrop,Savannah State,58,59,1,-1,2014-11-20
