Road,Home,Road_score,Home_score,Home_w,margin,Date
Louisiana-Monroe,Little Rock,57,58,1,-1,2016-01-09
Louisiana,Arkansas State,69,71,1,-2,2016-01-09
Tennessee Tech,Austin Peay,72,66,0,6,2016-01-09
Eastern Illinois,Belmont,59,85,1,-26,2016-01-09
Fresno State,Boise State,70,81,1,-11,2016-01-09
Lafayette,Boston University,47,68,1,-21,2016-01-09
Central Michigan,Bowling Green State,79,67,0,12,2016-01-09
San Francisco,BYU,92,102,1,-10,2016-01-09
Daniel Webster,Brown,43,69,1,-26,2016-01-09
Holy Cross,Bucknell,71,98,1,-27,2016-01-09
Cal State Northridge,Cal State Fullerton,85,75,0,10,2016-01-09
UC-Riverside,UC-Irvine,68,84,1,-16,2016-01-09
St. Peter's,Canisius,70,53,0,17,2016-01-09
Lamar,Central Arkansas,76,93,1,-17,2016-01-09
UNC Asheville,Charleston Southern,83,73,0,10,2016-01-09
Seattle,Chicago State,66,50,0,16,2016-01-09
Mercer,Citadel,91,80,0,11,2016-01-09
Milwaukee,Cleveland State,65,62,0,3,2016-01-09
Navy,Colgate,71,68,0,3,2016-01-09
Central Pennsylvania College,Columbia,68,96,1,-28,2016-01-09
Memphis,UConn,78,81,1,-3,2016-01-09
George Mason,Davidson,75,81,1,-6,2016-01-09
UNC Wilmington,Delaware,85,67,0,18,2016-01-09
Purdue-Fort Wayne,Denver,65,64,0,1,2016-01-09
College of Charleston,Drexel,54,61,1,-7,2016-01-09
Virginia Tech,Duke,58,82,1,-24,2016-01-09
UNC Greensboro,ETSU,83,86,1,-3,2016-01-09
Southeast Missouri State,Eastern Kentucky,69,88,1,-19,2016-01-09
Idaho,Eastern Washington,60,74,1,-14,2016-01-09
Hofstra,Elon,80,76,0,4,2016-01-09
Bradley,Evansville,35,67,1,-32,2016-01-09
Central Connecticut,Fairleigh Dickinson,73,92,1,-19,2016-01-09
LSU,Florida,62,68,1,-6,2016-01-09
Stetson,Florida Gulf Coast,53,82,1,-29,2016-01-09
Chattanooga,Furman,55,70,1,-15,2016-01-09
Radford,Gardner-Webb,61,83,1,-22,2016-01-09
Duquesne,George Washington,64,91,1,-27,2016-01-09
DePaul,Georgetown,63,74,1,-11,2016-01-09
Troy,Georgia Southern,88,93,1,-5,2016-01-09
South Alabama,Georgia State,55,70,1,-15,2016-01-09
Virginia,Georgia Tech,64,68,1,-4,2016-01-09
Portland,Gonzaga,74,85,1,-11,2016-01-09
New Mexico State,Grand Canyon,75,79,1,-4,2016-01-09
Bethune-Cookman,Hampton,70,75,1,-5,2016-01-09
Dartmouth,Harvard,70,77,1,-7,2016-01-09
UCSB,Hawaii,57,65,1,-8,2016-01-09
Presbyterian,High Point,66,82,1,-16,2016-01-09
Southeastern Louisiana,Houston Baptist,58,77,1,-19,2016-01-09
Coppin State,Howard,63,72,1,-9,2016-01-09
North Dakota,Idaho State,84,76,0,8,2016-01-09
Northwestern State,Incarnate Word,56,70,1,-14,2016-01-09
Illinois State,Indiana State,65,77,1,-12,2016-01-09
Marist,Iona,80,90,1,-10,2016-01-09
Baylor,Iowa State,94,89,0,5,2016-01-09
Towson,James Madison,59,73,1,-14,2016-01-09
Lipscomb,Kennesaw State,86,102,1,-16,2016-01-09
Dayton,La Salle,57,61,1,-4,2016-01-09
Campbell,Liberty,52,55,1,-3,2016-01-09
UC-Davis,Long Beach State,47,59,1,-12,2016-01-09
Saint Francis (PA),LIU-Brooklyn,72,65,0,7,2016-01-09
Coastal Carolina,Longwood,61,76,1,-15,2016-01-09
Charlotte,Louisiana Tech,90,93,1,-3,2016-01-09
Missouri State,Loyola (IL),56,54,0,2,2016-01-09
Pacific,Loyola Marymount,60,58,0,2,2016-01-09
Army,Loyola (MD),73,59,0,14,2016-01-09
St. John's (NY),Marquette,75,81,1,-6,2016-01-09
Florida International,Marshall,81,99,1,-18,2016-01-09
Maine,UMBC,76,89,1,-13,2016-01-09
St. Bonaventure,UMass,88,77,0,11,2016-01-09
Texas A&M-Corpus Christi,McNeese State,77,68,0,9,2016-01-09
Florida State,Miami (FL),59,72,1,-13,2016-01-09
Toledo,Miami (OH),84,76,0,8,2016-01-09
UTSA,Middle Tennessee,71,79,1,-8,2016-01-09
Northwestern,Minnesota,77,52,0,25,2016-01-09
Georgia,Ole Miss,71,72,1,-1,2016-01-09
Auburn,Missouri,61,76,1,-15,2016-01-09
Cal State Bakersfield,UMKC,83,72,0,11,2016-01-09
Quinnipiac,Monmouth,74,88,1,-14,2016-01-09
Sacramento State,Montana,58,77,1,-19,2016-01-09
Portland State,Montana State,77,70,0,7,2016-01-09
UT-Martin,Morehead State,58,64,1,-6,2016-01-09
Delaware State,Morgan State,58,63,1,-5,2016-01-09
Bryant,Mount St. Mary's,82,79,0,3,2016-01-09
Jacksonville State,Murray State,54,69,1,-15,2016-01-09
Binghamton,New Hampshire,43,58,1,-15,2016-01-09
Utah State,New Mexico,59,77,1,-18,2016-01-09
Manhattan,Niagara,53,55,1,-2,2016-01-09
Abilene Christian,Nicholls State,62,63,1,-1,2016-01-09
USC Upstate,NJIT,80,78,0,2,2016-01-09
Florida A&M,Norfolk State,56,77,1,-21,2016-01-09
Jacksonville,North Florida,68,83,1,-15,2016-01-09
Rice,North Texas,74,85,1,-11,2016-01-09
Eastern Michigan,Northern Illinois,63,80,1,-17,2016-01-09
Drake,Northern Iowa,44,77,1,-33,2016-01-09
Wright State,Northern Kentucky,60,46,0,14,2016-01-09
Pitt,Notre Dame,86,82,0,4,2016-01-09
Ball State,Ohio,73,79,1,-6,2016-01-09
Kansas State,Oklahoma,76,86,1,-10,2016-01-09
North Dakota State,Oral Roberts,65,66,1,-1,2016-01-09
California,Oregon State,71,77,1,-6,2016-01-09
Princeton,Penn,73,71,0,2,2016-01-09
Saint Mary's,Pepperdine,64,67,1,-3,2016-01-09
Fairfield,Rider,69,64,0,5,2016-01-09
Nebraska,Rutgers,90,56,0,34,2016-01-09
Wagner,Sacred Heart,76,59,0,17,2016-01-09
New Orleans,Sam Houston State,70,73,1,-3,2016-01-09
Santa Clara,San Diego,65,53,0,12,2016-01-09
Colorado State,San Jose State,85,84,0,1,2016-01-09
North Carolina A&T,Savannah State,68,75,1,-7,2016-01-09
Creighton,Seton Hall,82,67,0,15,2016-01-09
Vanderbilt,South Carolina,65,69,1,-4,2016-01-09
North Carolina Central,South Carolina State,75,91,1,-16,2016-01-09
Omaha,South Dakota,79,73,0,6,2016-01-09
Grambling,Southern,61,66,1,-5,2016-01-09
Arizona,USC,101,103,1,-2,2016-01-09
Wichita State,Southern Illinois,83,58,0,25,2016-01-09
Old Dominion,Southern Miss,71,73,1,-2,2016-01-09
Northern Arizona,Southern Utah,73,63,0,10,2016-01-09
Robert Morris,St. Francis (NY),49,56,1,-7,2016-01-09
UMass-Lowell,Stony Brook,59,86,1,-27,2016-01-09
UNC,Syracuse,84,73,0,11,2016-01-09
East Carolina,Temple,60,78,1,-18,2016-01-09
Texas A&M,Tennessee,92,88,0,4,2016-01-09
SIU-Edwardsville,Tennessee State,60,63,1,-3,2016-01-09
Texas,TCU,57,58,1,-1,2016-01-09
Prairie View,Texas Southern,38,64,1,-26,2016-01-09
Kansas,Texas Tech,69,59,0,10,2016-01-09
Arizona State,UCLA,74,81,1,-7,2016-01-09
Texas-Rio Grande Valley,Utah Valley,65,98,1,-33,2016-01-09
Albany (NY),Vermont,69,57,0,12,2016-01-09
Washington,Washington State,99,95,0,4,2016-01-09
Northern Colorado,Weber State,68,85,1,-17,2016-01-09
Oklahoma State,West Virginia,60,77,1,-17,2016-01-09
VMI,Western Carolina,52,73,1,-21,2016-01-09
IUPUI,Western Illinois,67,60,0,7,2016-01-09
Florida Atlantic,Western Kentucky,82,86,1,-4,2016-01-09
Northeastern,William & Mary,60,78,1,-18,2016-01-09
Maryland,Wisconsin,63,60,0,3,2016-01-09
Samford,Wofford,64,69,1,-5,2016-01-09
UNLV,Wyoming,57,59,1,-2,2016-01-09
Green Bay,Youngstown State,93,103,1,-10,2016-01-09
Villanova,Butler,60,55,0,5,2016-01-10
Louisville,Clemson,62,66,1,-4,2016-01-10
Valparaiso,Detroit,92,74,0,18,2016-01-10
Richmond,Fordham,93,82,0,11,2016-01-10
Purdue,Illinois,70,84,1,-14,2016-01-10
Ohio State,Indiana,60,85,1,-25,2016-01-10
UIC,Oakland,61,86,1,-25,2016-01-10
Stanford,Oregon,58,71,1,-13,2016-01-10
Michigan State,Penn State,92,65,0,27,2016-01-10
Rhode Island,St. Joseph's,67,72,1,-5,2016-01-10
VCU,Saint Louis,72,56,0,16,2016-01-10
Cincinnati,South Florida,54,51,0,3,2016-01-10
UCF,SMU,73,88,1,-15,2016-01-10
Tulsa,Tulane,81,67,0,14,2016-01-10
NC State,Wake Forest,74,77,1,-3,2016-01-10
Mississippi Valley State,Alabama A&M,79,73,0,6,2016-01-11
Arkansas-Pine Bluff,Alabama State,59,55,0,4,2016-01-11
Grambling,Alcorn State,53,69,1,-16,2016-01-11
Cal State Bakersfield,Chicago State,67,56,0,11,2016-01-11
Howard,Delaware State,71,67,0,4,2016-01-11
VMI,ETSU,51,88,1,-37,2016-01-11
Monmouth,Fairfield,86,74,0,12,2016-01-11
Samford,Furman,57,77,1,-20,2016-01-11
Florida A&M,Hampton,65,71,1,-6,2016-01-11
Texas A&M-Corpus Christi,Lamar,91,82,0,9,2016-01-11
Bucknell,Lehigh,82,76,0,6,2016-01-11
Morgan State,Maryland-Eastern Shore,65,69,1,-4,2016-01-11
Incarnate Word,New Orleans,71,68,0,3,2016-01-11
Bethune-Cookman,Norfolk State,72,70,0,2,2016-01-11
Southeastern Louisiana,Sam Houston State,63,70,1,-7,2016-01-11
North Carolina Central,Savannah State,69,46,0,23,2016-01-11
North Carolina A&T,South Carolina State,85,92,1,-7,2016-01-11
Jackson State,Southern,66,74,1,-8,2016-01-11
UNC Greensboro,Western Carolina,77,83,1,-6,2016-01-11
Ferrum,Winthrop,63,81,1,-18,2016-01-11
Chattanooga,Wofford,77,68,0,9,2016-01-11
Northwestern State,Abilene Christian,72,87,1,-15,2016-01-12
New Hampshire,Albany (NY),75,80,1,-5,2016-01-12
Akron,Central Michigan,81,92,1,-11,2016-01-12
Providence,Creighton,50,48,0,2,2016-01-12
Canisius,Dartmouth,69,80,1,-11,2016-01-12
Davidson,Dayton,74,80,1,-6,2016-01-12
Buffalo,Eastern Michigan,69,81,1,-12,2016-01-12
Drake,Evansville,65,84,1,-19,2016-01-12
Ryerson,Harvard,57,73,1,-16,2016-01-12
Texas Tech,Kansas State,70,83,1,-13,2016-01-12
Miami (OH),Kent State,68,76,1,-8,2016-01-12
Mississippi State,Kentucky,74,80,1,-6,2016-01-12
George Washington,UMass,81,70,0,11,2016-01-12
Maryland,Michigan,67,70,1,-3,2016-01-12
Arkansas,Missouri,94,61,0,33,2016-01-12
Minnesota,Nebraska,59,84,1,-25,2016-01-12
New Mexico,UNLV,74,86,1,-12,2016-01-12
Wisconsin,Northwestern,65,70,1,-5,2016-01-12
Bowling Green State,Ohio,91,75,0,16,2016-01-12
Tulane,South Florida,81,70,0,11,2016-01-12
Illinois State,Southern Illinois,78,81,1,-3,2016-01-12
Central Arkansas,Stephen F. Austin,64,85,1,-21,2016-01-12
Iowa State,Texas,91,94,1,-3,2016-01-12
Florida,Texas A&M,68,71,1,-3,2016-01-12
Northern Illinois,Toledo,71,66,0,5,2016-01-12
Air Force,Utah State,60,79,1,-19,2016-01-12
Auburn,Vanderbilt,57,75,1,-18,2016-01-12
Miami (FL),Virginia,58,66,1,-8,2016-01-12
Kansas,West Virginia,63,74,1,-11,2016-01-12
Ball State,Western Michigan,74,64,0,10,2016-01-12
DePaul,Xavier,64,84,1,-20,2016-01-12
South Carolina,Alabama,50,73,1,-23,2016-01-13
Boston University,American,61,50,0,11,2016-01-13
TCU,Baylor,54,82,1,-28,2016-01-13
Hartford,Binghamton,76,72,0,4,2016-01-13
Houston,Cincinnati,59,70,1,-11,2016-01-13
Duke,Clemson,63,68,1,-5,2016-01-13
Army,Colgate,66,80,1,-14,2016-01-13
Oregon State,Colorado,54,71,1,-17,2016-01-13
San Diego State,Colorado State,69,62,0,7,2016-01-13
Saint Louis,Duquesne,71,81,1,-10,2016-01-13
SMU,East Carolina,79,55,0,24,2016-01-13
St. Joseph's,George Mason,87,73,0,14,2016-01-13
Tennessee,Georgia,72,81,1,-9,2016-01-13
Nicholls State,Houston Baptist,69,78,1,-9,2016-01-13
Northern Iowa,Indiana State,60,74,1,-14,2016-01-13
Holy Cross,Lafayette,52,65,1,-13,2016-01-13
Ole Miss,LSU,81,90,1,-9,2016-01-13
Bradley,Loyola (IL),54,53,0,1,2016-01-13
Maine,UMass-Lowell,95,81,0,14,2016-01-13
Temple,Memphis,65,67,1,-2,2016-01-13
Wichita State,Missouri State,78,62,0,16,2016-01-13
Loyola (MD),Navy,52,60,1,-8,2016-01-13
Boise State,Nevada,74,67,0,7,2016-01-13
Florida State,NC State,85,78,0,7,2016-01-13
South Dakota,North Dakota State,65,66,1,-1,2016-01-13
Georgia Tech,Notre Dame,64,72,1,-8,2016-01-13
Rutgers,Ohio State,68,94,1,-26,2016-01-13
Oklahoma,Oklahoma State,74,72,0,2,2016-01-13
Penn State,Purdue,57,74,1,-17,2016-01-13
La Salle,Richmond,61,83,1,-22,2016-01-13
Wyoming,San Jose State,55,62,1,-7,2016-01-13
Jacksonville State,Southeast Missouri State,74,60,0,14,2016-01-13
Rhode Island,St. Bonaventure,64,69,1,-5,2016-01-13
Georgetown,St. John's (NY),93,73,0,20,2016-01-13
UMBC,Stony Brook,74,86,1,-12,2016-01-13
Boston College,Syracuse,40,62,1,-22,2016-01-13
Tennessee Tech,UT-Martin,90,96,1,-6,2016-01-13
USC,UCLA,89,75,0,14,2016-01-13
Marquette,Villanova,68,83,1,-15,2016-01-13
Fordham,VCU,54,88,1,-34,2016-01-13
Wake Forest,Virginia Tech,91,93,1,-2,2016-01-13
Washington,Arizona,67,99,1,-32,2016-01-14
Washington State,Arizona State,73,84,1,-11,2016-01-14
Appalachian State,Little Rock,55,81,1,-26,2016-01-14
Murray State,Belmont,73,81,1,-8,2016-01-14
St. Francis (NY),Bryant,59,61,1,-2,2016-01-14
UCSB,Cal Poly,76,73,0,3,2016-01-14
Cal State Northridge,UC-Davis,62,63,1,-1,2016-01-14
Hawaii,UC-Riverside,80,71,0,9,2016-01-14
Longwood,Campbell,74,57,0,17,2016-01-14
Sacred Heart,Central Connecticut,80,78,0,2,2016-01-14
Liberty,Charleston Southern,63,64,1,-1,2016-01-14
Middle Tennessee,Charlotte,73,72,0,1,2016-01-14
Western Carolina,Chattanooga,58,77,1,-19,2016-01-14
Wofford,Citadel,86,83,0,3,2016-01-14
Presbyterian,Coastal Carolina,58,87,1,-29,2016-01-14
William & Mary,College of Charleston,63,61,0,2,2016-01-14
Towson,Delaware,79,77,0,2,2016-01-14
Eastern Kentucky,Eastern Illinois,85,97,1,-12,2016-01-14
Southern Utah,Eastern Washington,80,106,1,-26,2016-01-14
UNC Wilmington,Elon,91,82,0,9,2016-01-14
Southern Miss,Florida Atlantic,51,58,1,-7,2016-01-14
NJIT,Florida Gulf Coast,78,82,1,-4,2016-01-14
Louisiana Tech,Florida International,74,88,1,-14,2016-01-14
Louisiana,Georgia Southern,74,65,0,9,2016-01-14
Louisiana-Monroe,Georgia State,51,65,1,-14,2016-01-14
BYU,Gonzaga,69,68,0,1,2016-01-14
Drexel,Hofstra,61,69,1,-8,2016-01-14
Northern Arizona,Idaho,76,83,1,-7,2016-01-14
Green Bay,UIC,78,76,0,2,2016-01-14
Oral Roberts,IUPUI,80,71,0,9,2016-01-14
Kennesaw State,Jacksonville,70,83,1,-13,2016-01-14
UC-Irvine,Long Beach State,58,54,0,4,2016-01-14
Pitt,Louisville,41,59,1,-18,2016-01-14
Furman,Mercer,65,69,1,-4,2016-01-14
Iowa,Michigan State,76,59,0,17,2016-01-14
UMKC,New Mexico State,64,65,1,-1,2016-01-14
Montana State,North Dakota,68,85,1,-17,2016-01-14
Lipscomb,North Florida,83,95,1,-12,2016-01-14
Marshall,North Texas,97,78,0,19,2016-01-14
James Madison,Northeastern,75,63,0,12,2016-01-14
Montana,Northern Colorado,73,66,0,7,2016-01-14
Youngstown State,Northern Kentucky,64,84,1,-20,2016-01-14
Alabama-Birmingham,Old Dominion,72,71,0,1,2016-01-14
San Diego,Portland,82,71,0,11,2016-01-14
Weber State,Portland State,73,58,0,15,2016-01-14
UNC Asheville,Radford,86,91,1,-5,2016-01-14
Western Kentucky,Rice,73,83,1,-10,2016-01-14
Marist,Rider,100,102,1,-2,2016-01-14
Mount St. Mary's,Robert Morris,76,52,0,24,2016-01-14
Idaho State,Sacramento State,71,82,1,-11,2016-01-14
Fairleigh Dickinson,Saint Francis (PA),71,59,0,12,2016-01-14
Pacific,Saint Mary's,62,78,1,-16,2016-01-14
ETSU,Samford,81,77,0,4,2016-01-14
Loyola Marymount,San Francisco,87,83,0,4,2016-01-14
Pepperdine,Santa Clara,60,62,1,-2,2016-01-14
Texas State,South Alabama,78,67,0,11,2016-01-14
Purdue-Fort Wayne,South Dakota State,76,92,1,-16,2016-01-14
Morehead State,SIU-Edwardsville,70,67,0,3,2016-01-14
California,Stanford,71,77,1,-6,2016-01-14
USC Upstate,Stetson,86,89,1,-3,2016-01-14
Austin Peay,Tennessee State,52,66,1,-14,2016-01-14
Chicago State,Texas-Rio Grande Valley,72,82,1,-10,2016-01-14
Texas-Arlington,Troy,90,63,0,27,2016-01-14
UConn,Tulsa,51,60,1,-9,2016-01-14
Oregon,Utah,77,59,0,18,2016-01-14
Milwaukee,Valparaiso,56,68,1,-12,2016-01-14
LIU-Brooklyn,Wagner,71,70,0,1,2016-01-14
Denver,Western Illinois,76,69,0,7,2016-01-14
High Point,Winthrop,66,86,1,-20,2016-01-14
Cleveland State,Wright State,53,70,1,-17,2016-01-14
George Washington,Dayton,70,77,1,-7,2016-01-15
Niagara,Fairfield,68,73,1,-5,2016-01-15
Evansville,Illinois State,66,55,0,11,2016-01-15
Monmouth,Iona,110,102,0,8,2016-01-15
Albany (NY),Maine,79,81,1,-2,2016-01-15
Canisius,Manhattan,65,62,0,3,2016-01-15
Siena,Quinnipiac,64,52,0,12,2016-01-15
Akron,Toledo,64,78,1,-14,2016-01-15
Alabama A&M,Alabama State,80,75,0,5,2016-01-16
Washington State,Arizona,66,90,1,-24,2016-01-16
Washington,Arizona State,89,85,0,4,2016-01-16
Southern,Arkansas-Pine Bluff,69,55,0,14,2016-01-16
Appalachian State,Arkansas State,86,72,0,14,2016-01-16
Kentucky,Auburn,70,75,1,-5,2016-01-16
Miami (OH),Ball State,46,48,1,-2,2016-01-16
Austin Peay,Belmont,58,76,1,-18,2016-01-16
Coppin State,Bethune-Cookman,62,54,0,8,2016-01-16
San Diego State,Boise State,56,53,0,3,2016-01-16
Missouri State,Bradley,61,42,0,19,2016-01-16
LIU-Brooklyn,Bryant,79,61,0,18,2016-01-16
Colgate,Bucknell,84,73,0,11,2016-01-16
Central Michigan,Buffalo,61,74,1,-13,2016-01-16
St. John's (NY),Butler,58,78,1,-20,2016-01-16
Long Beach State,Cal Poly,92,96,1,-4,2016-01-16
Hawaii,Cal State Fullerton,86,79,0,7,2016-01-16
UC-Riverside,Cal State Northridge,75,72,0,3,2016-01-16
UC-Irvine,UCSB,61,52,0,9,2016-01-16
Charleston Southern,Campbell,82,75,0,7,2016-01-16
East Carolina,UCF,69,89,1,-20,2016-01-16
Alabama-Birmingham,Charlotte,74,72,0,2,2016-01-16
ETSU,Chattanooga,84,94,1,-10,2016-01-16
Furman,Citadel,86,89,1,-3,2016-01-16
Miami (FL),Clemson,65,76,1,-11,2016-01-16
Elon,College of Charleston,65,64,0,1,2016-01-16
Utah State,Colorado State,96,92,0,4,2016-01-16
Cornell,Columbia,70,74,1,-4,2016-01-16
Pine Manor,Dartmouth,56,121,1,-65,2016-01-16
UMass,Davidson,74,86,1,-12,2016-01-16
Northeastern,Delaware,69,60,0,9,2016-01-16
Oakland,Detroit,86,82,0,4,2016-01-16
Notre Dame,Duke,95,91,0,4,2016-01-16
St. Bonaventure,Duquesne,88,95,1,-7,2016-01-16
Morehead State,Eastern Illinois,82,84,1,-2,2016-01-16
Bowling Green State,Eastern Michigan,84,79,0,5,2016-01-16
Northern Arizona,Eastern Washington,73,96,1,-23,2016-01-16
Morgan State,Florida A&M,65,72,1,-7,2016-01-16
Louisiana Tech,Florida Atlantic,61,63,1,-2,2016-01-16
USC Upstate,Florida Gulf Coast,56,85,1,-29,2016-01-16
Southern Miss,Florida International,66,60,0,6,2016-01-16
San Jose State,Fresno State,74,81,1,-7,2016-01-16
Villanova,Georgetown,55,50,0,5,2016-01-16
Texas A&M,Georgia,79,45,0,34,2016-01-16
Louisiana-Monroe,Georgia Southern,51,66,1,-15,2016-01-16
Louisiana,Georgia State,87,54,0,33,2016-01-16
Virginia Tech,Georgia Tech,78,77,0,1,2016-01-16
San Diego,Gonzaga,52,88,1,-36,2016-01-16
Prairie View,Grambling,63,66,1,-3,2016-01-16
Utah Valley,Grand Canyon,88,99,1,-11,2016-01-16
Vermont,Hartford,83,68,0,15,2016-01-16
Coastal Carolina,High Point,71,68,0,3,2016-01-16
James Madison,Hofstra,86,82,0,4,2016-01-16
Lehigh,Holy Cross,87,66,0,21,2016-01-16
Harvard,Howard,69,61,0,8,2016-01-16
Southern Utah,Idaho,85,83,0,2,2016-01-16
Nebraska,Illinois,78,67,0,11,2016-01-16
Milwaukee,UIC,87,62,0,25,2016-01-16
Denver,IUPUI,61,76,1,-15,2016-01-16
Texas Southern,Jackson State,71,65,0,6,2016-01-16
Lipscomb,Jacksonville,73,76,1,-3,2016-01-16
UT-Martin,Jacksonville State,60,82,1,-22,2016-01-16
TCU,Kansas,63,70,1,-7,2016-01-16
Iowa State,Kansas State,76,63,0,13,2016-01-16
Ohio,Kent State,82,89,1,-7,2016-01-16
Northwestern State,Lamar,82,86,1,-4,2016-01-16
Arkansas,LSU,74,76,1,-2,2016-01-16
Xavier,Marquette,74,66,0,8,2016-01-16
Ohio State,Maryland,65,100,1,-35,2016-01-16
UMass-Lowell,UMBC,95,89,0,6,2016-01-16
Sam Houston State,McNeese State,68,72,1,-4,2016-01-16
South Florida,Memphis,56,71,1,-15,2016-01-16
Wofford,Mercer,69,70,1,-1,2016-01-16
Indiana,Minnesota,70,63,0,7,2016-01-16
Florida,Ole Miss,80,71,0,9,2016-01-16
Tennessee,Mississippi State,80,75,0,5,2016-01-16
Alcorn State,Mississippi Valley State,93,87,0,6,2016-01-16
Lafayette,Navy,61,87,1,-26,2016-01-16
Purdue-Fort Wayne,Omaha,106,101,0,5,2016-01-16
Air Force,UNLV,64,100,1,-36,2016-01-16
Stony Brook,New Hampshire,80,50,0,30,2016-01-16
Wyoming,New Mexico,70,68,0,2,2016-01-16
Chicago State,New Mexico State,62,80,1,-18,2016-01-16
Houston Baptist,New Orleans,73,69,0,4,2016-01-16
NC State,UNC,55,67,1,-12,2016-01-16
Gardner-Webb,UNC Asheville,69,75,1,-6,2016-01-16
Hampton,North Carolina A&T,79,62,0,17,2016-01-16
Norfolk State,North Carolina Central,88,79,0,9,2016-01-16
William & Mary,UNC Wilmington,94,97,1,-3,2016-01-16
Montana,North Dakota,65,61,0,4,2016-01-16
South Dakota State,North Dakota State,57,68,1,-11,2016-01-16
Kennesaw State,North Florida,78,93,1,-15,2016-01-16
Western Kentucky,North Texas,81,76,0,5,2016-01-16
Montana State,Northern Colorado,76,78,1,-2,2016-01-16
Loyola (IL),Northern Iowa,51,41,0,10,2016-01-16
Cleveland State,Northern Kentucky,70,65,0,5,2016-01-16
Penn State,Northwestern,71,62,0,9,2016-01-16
West Virginia,Oklahoma,68,70,1,-2,2016-01-16
Middle Tennessee,Old Dominion,64,61,0,3,2016-01-16
Bethesda University (CA),Pacific,30,88,1,-58,2016-01-16
Boston College,Pitt,61,84,1,-23,2016-01-16
BYU,Portland,81,84,1,-3,2016-01-16
Idaho State,Portland State,73,70,0,3,2016-01-16
Radford,Presbyterian,68,69,1,-1,2016-01-16
Seton Hall,Providence,81,72,0,9,2016-01-16
La Salle,Rhode Island,62,73,1,-11,2016-01-16
Marshall,Rice,94,90,0,4,2016-01-16
VCU,Richmond,94,89,0,5,2016-01-16
Fairleigh Dickinson,Robert Morris,58,64,1,-6,2016-01-16
Weber State,Sacramento State,85,74,0,11,2016-01-16
Mount St. Mary's,Saint Francis (PA),82,72,0,10,2016-01-16
Fordham,St. Joseph's,55,80,1,-25,2016-01-16
Western Carolina,Samford,68,84,1,-16,2016-01-16
Pepperdine,San Francisco,98,84,0,14,2016-01-16
Loyola Marymount,Santa Clara,76,66,0,10,2016-01-16
Maryland-Eastern Shore,Savannah State,61,68,1,-7,2016-01-16
Cal State Bakersfield,Seattle,79,52,0,27,2016-01-16
Texas-Arlington,South Alabama,85,88,1,-3,2016-01-16
Missouri,South Carolina,72,81,1,-9,2016-01-16
Delaware State,South Carolina State,79,90,1,-11,2016-01-16
Incarnate Word,Southeastern Louisiana,75,71,0,4,2016-01-16
Eastern Kentucky,SIU-Edwardsville,65,67,1,-2,2016-01-16
Sacred Heart,St. Francis (NY),67,85,1,-18,2016-01-16
Abilene Christian,Stephen F. Austin,62,97,1,-35,2016-01-16
NJIT,Stetson,71,59,0,12,2016-01-16
Cincinnati,Temple,65,67,1,-2,2016-01-16
Murray State,Tennessee State,71,73,1,-2,2016-01-16
Southeast Missouri State,Tennessee Tech,55,91,1,-36,2016-01-16
Oklahoma State,Texas,69,74,1,-5,2016-01-16
Nicholls State,Texas A&M-Corpus Christi,71,76,1,-5,2016-01-16
UMKC,Texas-Rio Grande Valley,66,71,1,-5,2016-01-16
UTEP,UTSA,67,71,1,-4,2016-01-16
Baylor,Texas Tech,63,60,0,3,2016-01-16
Drexel,Towson,50,69,1,-19,2016-01-16
Texas State,Troy,57,66,1,-9,2016-01-16
Green Bay,Valparaiso,70,85,1,-15,2016-01-16
Alabama,Vanderbilt,63,71,1,-8,2016-01-16
Central Connecticut,Wagner,48,70,1,-22,2016-01-16
Syracuse,Wake Forest,83,55,0,28,2016-01-16
Oral Roberts,Western Illinois,77,68,0,9,2016-01-16
Northern Illinois,Western Michigan,69,83,1,-14,2016-01-16
Liberty,Winthrop,58,74,1,-16,2016-01-16
Youngstown State,Wright State,45,81,1,-36,2016-01-16
Brown,Yale,68,77,1,-9,2016-01-16
American,Army,45,65,1,-20,2016-01-17
Oregon,Colorado,87,91,1,-4,2016-01-17
Creighton,DePaul,91,80,0,11,2016-01-17
Southern Illinois,Drake,81,76,0,5,2016-01-17
Virginia,Florida State,62,69,1,-7,2016-01-17
UConn,Houston,69,57,0,12,2016-01-17
Michigan,Iowa,71,82,1,-11,2016-01-17
Niagara,Manhattan,64,69,1,-5,2016-01-17
VMI,UNC Greensboro,68,85,1,-17,2016-01-17
Canisius,Quinnipiac,63,53,0,10,2016-01-17
Iona,Rider,75,79,1,-4,2016-01-17
George Mason,Saint Louis,92,79,0,13,2016-01-17
Marist,St. Peter's,67,76,1,-9,2016-01-17
SMU,Tulane,60,45,0,15,2016-01-17
Oregon State,Utah,53,59,1,-6,2016-01-17
Indiana State,Wichita State,62,82,1,-20,2016-01-17
Michigan State,Wisconsin,76,77,1,-1,2016-01-17
Binghamton,Albany (NY),59,80,1,-21,2016-01-18
Alcorn State,Arkansas-Pine Bluff,73,65,0,8,2016-01-18
Little Rock,Arkansas State,73,76,1,-3,2016-01-18
Morgan State,Bethune-Cookman,50,62,1,-12,2016-01-18
Loyola (MD),Boston University,84,87,1,-3,2016-01-18
UIC,Cleveland State,53,70,1,-17,2016-01-18
