Road,Home,Road_score,Home_score,Home_w,margin,Date
LIU-Brooklyn,Brown,86,94,1,-8,2017-11-25
Albany (NY),Holy Cross,78,62,0,16,2017-11-25
Ball State,Indiana State,93,85,0,8,2017-11-25
Utah State,New Hampshire,77,63,0,14,2017-11-25
Maryland-Eastern Shore,Tennessee Tech,60,90,1,-30,2017-11-25
Morehead State,Virginia Tech,63,96,1,-33,2017-11-25
Georgia Southern,Bradley,57,62,1,-5,2017-11-25
Bowling Green State,Campbell,78,72,0,6,2017-11-25
Columbia,Colgate,71,77,1,-6,2017-11-25
Siena Heights,Detroit,69,131,1,-62,2017-11-25
Gardner-Webb,Fairfield,64,75,1,-11,2017-11-25
Toccoa Falls,Liberty,50,96,1,-46,2017-11-25
BYU,UMass,68,66,0,2,2017-11-25
Southeastern Louisiana,Mississippi Valley State,73,59,0,14,2017-11-25
Lehigh,Pitt,68,80,1,-12,2017-11-25
Hofstra,Siena,76,85,1,-9,2017-11-25
Northwood (MI),Western Michigan,59,88,1,-29,2017-11-25
Vermont,Yale,79,73,0,6,2017-11-25
Utah Valley,North Dakota,83,75,0,8,2017-11-25
Furman,Northeastern,78,67,0,11,2017-11-25
Savannah State,Texas Tech,69,103,1,-34,2017-11-25
VMI,American,64,69,1,-5,2017-11-25
Robert Morris,Little Rock,78,64,0,14,2017-11-25
Florida College,Bethune-Cookman,67,95,1,-28,2017-11-25
SIU-Edwardsville,Creighton,66,103,1,-37,2017-11-25
Georgian Court,Delaware State,55,68,1,-13,2017-11-25
Purdue-Fort Wayne,ETSU,73,83,1,-10,2017-11-25
New Mexico,Maryland,65,80,1,-15,2017-11-25
Southern-New Orleans,McNeese State,79,103,1,-24,2017-11-25
North Florida,Miami (FL),65,86,1,-21,2017-11-25
Drexel,NJIT,53,65,1,-12,2017-11-25
James Madison,Radford,68,69,1,-1,2017-11-25
Sam Houston State,Santa Clara,73,59,0,14,2017-11-25
Denver,St. Francis (NY),60,50,0,10,2017-11-25
Alabama A&M,Western Carolina,72,82,1,-10,2017-11-25
Asbury,Eastern Kentucky,71,99,1,-28,2017-11-25
Loyola (IL),Kent State,75,60,0,15,2017-11-25
Alabama,Minnesota,84,89,1,-5,2017-11-25
Abilene Christian,USC Upstate,78,88,1,-10,2017-11-25
Jacksonville,Wright State,44,68,1,-24,2017-11-25
Southern Miss,Youngstown State,71,64,0,7,2017-11-25
College of Charleston,Alaska-Anchorage,55,46,0,9,2017-11-25
Concordia (AL),Alcorn State,56,103,1,-47,2017-11-25
Northern Kentucky,Memphis,74,76,1,-2,2017-11-25
Georgetown,Richmond,82,76,0,6,2017-11-25
Davidson,Appalachian State,62,78,1,-16,2017-11-25
Tennessee Wesleyan,Chattanooga,60,95,1,-35,2017-11-25
Akron,Dayton,60,73,1,-13,2017-11-25
Navy,Florida Gulf Coast,54,70,1,-16,2017-11-25
Tennessee State,Kennesaw State,77,74,0,3,2017-11-25
Penn,Monmouth,101,96,0,5,2017-11-25
Valparaiso,UNC Wilmington,79,70,0,9,2017-11-25
St. Thomas (TX),Rice,59,70,1,-11,2017-11-25
Northern Colorado,South Dakota,63,62,0,1,2017-11-25
TCU,St. Bonaventure,89,79,0,10,2017-11-25
Niagara,Texas-Arlington,90,95,1,-5,2017-11-25
Old Dominion,William & Mary,77,79,1,-2,2017-11-25
Incarnate Word,Houston,58,97,1,-39,2017-11-25
Western Illinois,Iowa State,45,70,1,-25,2017-11-25
Southern Illinois,Murray State,73,81,1,-8,2017-11-25
Stetson,North Dakota State,58,94,1,-36,2017-11-25
Boston College,Providence,66,86,1,-20,2017-11-25
Grambling,Texas-Rio Grande Valley,82,76,0,6,2017-11-25
Loyola Marymount,Boise State,48,68,1,-20,2017-11-25
San Diego,Grand Canyon,72,62,0,10,2017-11-25
Cal Poly,Idaho,66,75,1,-9,2017-11-25
Charleston Southern,Illinois State,64,62,0,2,2017-11-25
UTEP,New Mexico State,63,72,1,-9,2017-11-25
Texas State,Pacific,85,78,0,7,2017-11-25
Black Hills State,Weber State,52,105,1,-53,2017-11-25
Southern Utah,UNLV,82,101,1,-19,2017-11-25
Central Michigan,Cal State Bakersfield,75,72,0,3,2017-11-25
Arkansas-Pine Bluff,Canisius,58,81,1,-23,2017-11-25
Northern Colorado,Southern Miss,77,63,0,14,2017-11-26
St. John's (NY),UCF,46,43,0,3,2017-11-26
Tulane,Georgia State,59,70,1,-11,2017-11-26
Denver,Navy,71,79,1,-8,2017-11-26
Abilene Christian,Bowling Green State,88,83,0,5,2017-11-26
Texas,Gonzaga,71,76,1,-5,2017-11-26
Gardner-Webb,Jacksonville,99,106,1,-7,2017-11-26
Oklahoma,Oregon,90,80,0,10,2017-11-26
Hartwick,Binghamton,65,97,1,-32,2017-11-26
Princeton,Fairleigh Dickinson,83,76,0,7,2017-11-26
Manhattan,Fordham,57,70,1,-13,2017-11-26
Wagner,Hartford,72,50,0,22,2017-11-26
St. Peter's,Lafayette,86,82,0,4,2017-11-26
Loyola (MD),UMass-Lowell,75,83,1,-8,2017-11-26
Hiwassee,Mercer,53,90,1,-37,2017-11-26
Long Beach State,Nebraska,80,85,1,-5,2017-11-26
Maine,Quinnipiac,78,72,0,6,2017-11-26
St. Joseph's,Sacramento State,74,69,0,5,2017-11-26
Bucknell,Stony Brook,85,76,0,9,2017-11-26
Miami (OH),Austin Peay,61,86,1,-25,2017-11-26
Arkansas,UConn,102,67,0,35,2017-11-26
Chicago State,Drake,67,79,1,-12,2017-11-26
Montana State,Fresno State,67,80,1,-13,2017-11-26
North Carolina Wesleyan,Longwood,78,107,1,-29,2017-11-26
Jacksonville State,Mississippi State,56,59,1,-3,2017-11-26
Butler,Ohio State,67,66,0,1,2017-11-26
Houston Baptist,Oklahoma State,74,101,1,-27,2017-11-26
Mississippi Valley State,Samford,70,83,1,-13,2017-11-26
Youngstown State,South Dakota,53,81,1,-28,2017-11-26
Dakota State,South Dakota State,60,92,1,-32,2017-11-26
North Carolina Central,Southeast Missouri State,77,70,0,7,2017-11-26
Florida A&M,Stephen F. Austin,63,79,1,-16,2017-11-26
Fairfield,Wright State,56,57,1,-1,2017-11-26
Mississippi College,Alabama-Birmingham,53,90,1,-37,2017-11-26
Norfolk State,Little Rock,55,70,1,-15,2017-11-26
Wheaton (MA),Boston University,48,83,1,-35,2017-11-26
USC Upstate,Campbell,74,93,1,-19,2017-11-26
Air Force,Colorado,69,81,1,-12,2017-11-26
North Carolina A&T,East Carolina,87,81,0,6,2017-11-26
Concord,Marshall,70,106,1,-36,2017-11-26
UC-Riverside,Michigan,42,87,1,-45,2017-11-26
Wofford,UNC Asheville,65,85,1,-20,2017-11-26
Rockford,Northern Illinois,53,105,1,-52,2017-11-26
New Orleans,South Alabama,52,55,1,-3,2017-11-26
Eastern Michigan,South Florida,65,47,0,18,2017-11-26
Saint Mary's,Georgia,81,83,1,-2,2017-11-26
Temple,La Salle,83,87,1,-4,2017-11-26
Rust,Louisiana-Monroe,46,104,1,-58,2017-11-26
UMKC,UT-Martin,65,55,0,10,2017-11-26
Brown,Bryant,81,67,0,14,2017-11-26
St. Francis (NY),Florida Gulf Coast,51,75,1,-24,2017-11-26
UIC,Kentucky,73,107,1,-34,2017-11-26
Canisius,Pacific,58,80,1,-22,2017-11-26
UC-Irvine,UCLA,63,87,1,-24,2017-11-26
New Mexico Highlands,Wyoming,70,83,1,-13,2017-11-26
Portland,DePaul,69,82,1,-13,2017-11-26
Oregon State,Marist,65,46,0,19,2017-11-26
South Carolina State,Winthrop,61,86,1,-25,2017-11-26
UNC,Michigan State,45,63,1,-18,2017-11-26
UC-Davis,Washington,70,77,1,-7,2017-11-26
Harvard,Cal State Fullerton,61,70,1,-9,2017-11-26
Carroll,Montana,75,86,1,-11,2017-11-26
Portland State,Stanford,87,78,0,9,2017-11-26
Missouri,West Virginia,79,83,1,-4,2017-11-26
Duke,Florida,87,84,0,3,2017-11-26
Texas A&M,USC,75,59,0,16,2017-11-26
Washington State,San Diego State,93,86,0,7,2017-11-26
Shenandoah,UMBC,59,88,1,-29,2017-11-27
St. Mary's (MD),Towson,57,90,1,-33,2017-11-27
Lipscomb,Belmont,74,66,0,8,2017-11-27
Alabama State,Cincinnati,51,83,1,-32,2017-11-27
Yale,Delaware,76,66,0,10,2017-11-27
Cornell,Duquesne,78,71,0,7,2017-11-27
South Carolina,Florida International,78,61,0,17,2017-11-27
Saint Leo,Hampton,56,72,1,-16,2017-11-27
Howard,Liberty,55,75,1,-20,2017-11-27
Albany (NY),Monmouth,73,81,1,-8,2017-11-27
Morgan State,Mount St. Mary's,69,63,0,6,2017-11-27
Army,Niagara,71,77,1,-6,2017-11-27
Maryland-Eastern Shore,Old Dominion,44,83,1,-39,2017-11-27
Maryland,Syracuse,70,72,1,-2,2017-11-27
Morehead State,Central Arkansas,78,82,1,-4,2017-11-27
Stetson,Green Bay,83,71,0,12,2017-11-27
Eastern Illinois,Marquette,83,86,1,-3,2017-11-27
Blue Mountain College,Nicholls State,68,104,1,-36,2017-11-27
Grambling,North Texas,77,82,1,-5,2017-11-27
Oakland,Oral Roberts,93,86,0,7,2017-11-27
Texas-Dallas,Texas-Arlington,53,73,1,-20,2017-11-27
Delaware State,Troy,64,95,1,-31,2017-11-27
Lamar,UTEP,66,52,0,14,2017-11-27
Wisconsin,Virginia,37,49,1,-12,2017-11-27
Idaho State,Seattle,67,73,1,-6,2017-11-27
Adams State,Hawaii,77,87,1,-10,2017-11-27
Ave Maria,Florida Atlantic,54,91,1,-37,2017-11-28
Baylor,Xavier,63,76,1,-13,2017-11-28
Chattanooga,Akron,70,75,1,-5,2017-11-28
Oakland City,Ball State,57,81,1,-24,2017-11-28
VMI,Charleston Southern,76,68,0,8,2017-11-28
Davidson,Charlotte,85,70,0,15,2017-11-28
Loyola (MD),Dartmouth,63,64,1,-1,2017-11-28
Northwestern,Georgia Tech,51,52,1,-1,2017-11-28
Detroit,Purdue-Fort Wayne,82,91,1,-9,2017-11-28
LIU-Brooklyn,NJIT,69,73,1,-4,2017-11-28
Iona,Ohio,93,88,0,5,2017-11-28
High Point,Pitt,63,71,1,-8,2017-11-28
UNC Greensboro,Presbyterian,72,74,1,-2,2017-11-28
Brown,Rhode Island,62,86,1,-24,2017-11-28
Florida State,Rutgers,78,73,0,5,2017-11-28
Schreiner,Sam Houston State,55,81,1,-26,2017-11-28
Morris College,South Carolina State,91,100,1,-9,2017-11-28
Hannibal-LaGrange,Southeast Missouri State,59,83,1,-24,2017-11-28
Appalachian State,VCU,72,85,1,-13,2017-11-28
Maine,Georgetown,55,76,1,-21,2017-11-28
Dallas Christian,Houston Baptist,66,96,1,-30,2017-11-28
Toledo,Kansas,58,96,1,-38,2017-11-28
McNeese State,Louisiana,78,89,1,-11,2017-11-28
Jackson State,Louisiana-Monroe,52,65,1,-13,2017-11-28
South Dakota State,Ole Miss,99,97,0,2,2017-11-28
Colorado State,Missouri State,67,77,1,-10,2017-11-28
Harris-Stowe,Murray State,56,85,1,-29,2017-11-28
Presentation College,North Dakota,75,82,1,-7,2017-11-28
Louisville,Purdue,57,66,1,-9,2017-11-28
Western Michigan,Saint Louis,65,51,0,14,2017-11-28
Loyola (LA),Southeastern Louisiana,53,80,1,-27,2017-11-28
Texas-Rio Grande Valley,SMU,64,95,1,-31,2017-11-28
North Dakota State,Stephen F. Austin,50,54,1,-4,2017-11-28
Fisk,Tennessee State,53,67,1,-14,2017-11-28
UTSA,Tulsa,96,100,1,-4,2017-11-28
Utah State,Valparaiso,65,72,1,-7,2017-11-28
Radford,Vanderbilt,62,74,1,-12,2017-11-28
IUPUI,Western Illinois,77,90,1,-13,2017-11-28
Savannah State,Wichita State,66,112,1,-46,2017-11-28
Loyola (IL),Boise State,53,87,1,-34,2017-11-28
Iowa,Virginia Tech,55,79,1,-24,2017-11-28
Illinois,Wake Forest,73,80,1,-7,2017-11-28
Kennesaw State,Washington,71,85,1,-14,2017-11-28
Cal State Los Angeles,Loyola Marymount,66,87,1,-21,2017-11-28
UCSB,San Francisco,79,72,0,7,2017-11-28
Cal State Northridge,California,63,83,1,-20,2017-11-28
Colgate,Albany (NY),69,75,1,-6,2017-11-29
Central Arkansas,Little Rock,65,71,1,-6,2017-11-29
San Jose State,Bowling Green State,79,85,1,-6,2017-11-29
Arkansas State,Cleveland State,72,75,1,-3,2017-11-29
Wofford,Coastal Carolina,87,81,0,6,2017-11-29
Columbia,UConn,73,77,1,-4,2017-11-29
Auburn,Dayton,73,60,0,13,2017-11-29
Lafayette,Drexel,67,68,1,-1,2017-11-29
Webber,Florida Gulf Coast,61,115,1,-54,2017-11-29
Florida National University,Florida International,61,79,1,-18,2017-11-29
ETSU,Fordham,82,77,0,5,2017-11-29
Winthrop,Furman,93,74,0,19,2017-11-29
Morgan State,George Washington,66,73,1,-7,2017-11-29
Mid-Atlantic Christian,Hampton,54,117,1,-63,2017-11-29
Air Force,Indiana State,64,74,1,-10,2017-11-29
George Mason,James Madison,76,72,0,4,2017-11-29
Bluefield State,Longwood,59,84,1,-25,2017-11-29
Sacred Heart,UMass-Lowell,87,80,0,7,2017-11-29
Midway,Miami (OH),40,123,1,-83,2017-11-29
Boston University,New Hampshire,70,69,0,1,2017-11-29
Buffalo,Niagara,106,87,0,19,2017-11-29
Michigan,UNC,71,86,1,-15,2017-11-29
USC Upstate,UNC Asheville,70,82,1,-12,2017-11-29
Penn State,NC State,78,85,1,-7,2017-11-29
Eastern Michigan,North Florida,81,84,1,-3,2017-11-29
Berea,Northern Kentucky,33,112,1,-79,2017-11-29
Lyon,Northwestern State,56,67,1,-11,2017-11-29
Clemson,Ohio State,79,65,0,14,2017-11-29
Rider,Providence,84,88,1,-4,2017-11-29
UMass,Quinnipiac,66,68,1,-2,2017-11-29
Vermont,Richmond,71,65,0,6,2017-11-29
American,Saint Francis (PA),89,100,1,-11,2017-11-29
Bucknell,St. Joseph's,70,83,1,-13,2017-11-29
Fairleigh Dickinson,St. Peter's,53,77,1,-24,2017-11-29
St. Bonaventure,Siena,75,55,0,20,2017-11-29
Wiley,Southern,69,92,1,-23,2017-11-29
Shawnee State,Stony Brook,58,101,1,-43,2017-11-29
Mercer,Tennessee,60,84,1,-24,2017-11-29
Lipscomb,Tennessee Tech,80,86,1,-6,2017-11-29
Penn,Villanova,62,90,1,-28,2017-11-29
Marshall,William & Mary,104,114,1,-10,2017-11-29
Robert Morris,Youngstown State,81,74,0,7,2017-11-29
Louisiana Tech,Alabama,74,77,1,-3,2017-11-29
Georgia State,Alabama A&M,63,53,0,10,2017-11-29
Long Beach State,Arizona,56,91,1,-35,2017-11-29
Binghamton,Delaware State,85,64,0,21,2017-11-29
New Orleans,Houston,66,75,1,-9,2017-11-29
Oral Roberts,Kansas State,68,77,1,-9,2017-11-29
UT-Martin,LSU,60,84,1,-24,2017-11-29
Drake,Omaha,73,75,1,-2,2017-11-29
Kent State,Norfolk State,79,70,0,9,2017-11-29
UNLV,Northern Iowa,68,77,1,-9,2017-11-29
Austin Peay,Oklahoma State,63,79,1,-16,2017-11-29
Lehigh,Princeton,85,76,0,9,2017-11-29
Southern Miss,South Alabama,58,69,1,-11,2017-11-29
SIU-Edwardsville,Southern Illinois,59,86,1,-27,2017-11-29
Florida A&M,Texas,58,82,1,-24,2017-11-29
Rice,Texas-Arlington,49,69,1,-20,2017-11-29
Texas A&M-Corpus Christi,Texas State,53,66,1,-13,2017-11-29
UIC,Troy,66,87,1,-21,2017-11-29
Alcorn State,Tulane,65,81,1,-16,2017-11-29
Eastern Kentucky,Western Kentucky,51,83,1,-32,2017-11-29
Bryant,Yale,67,84,1,-17,2017-11-29
Wyoming,Denver,78,88,1,-10,2017-11-29
Incarnate Word,Gonzaga,68,103,1,-35,2017-11-29
Duke,Indiana,91,81,0,10,2017-11-29
Chicago State,Marquette,69,95,1,-26,2017-11-29
Miami (FL),Minnesota,86,81,0,5,2017-11-29
Bethesda University (CA),Montana State,61,98,1,-37,2017-11-29
Boston College,Nebraska,62,71,1,-9,2017-11-29
Evansville,New Mexico,59,78,1,-19,2017-11-29
Milwaukee,Northern Illinois,75,62,0,13,2017-11-29
Belmont,TCU,76,87,1,-11,2017-11-29
BYU,Utah Valley,85,58,0,27,2017-11-29
Northern Colorado,UC-Davis,51,56,1,-5,2017-11-29
Whittier,UC-Irvine,65,112,1,-47,2017-11-29
Illinois State,Nevada,68,98,1,-30,2017-11-29
Southern Utah,Pepperdine,88,82,0,6,2017-11-29
Montana,Stanford,54,70,1,-16,2017-11-29
Cal State Bakersfield,UCLA,66,75,1,-9,2017-11-29
Alice Lloyd,Morehead State,56,103,1,-47,2017-11-30
Seton Hall,Texas Tech,89,79,0,10,2017-11-30
North Carolina A&T,Central Connecticut,59,72,1,-13,2017-11-30
Western Carolina,College of Charleston,60,69,1,-9,2017-11-30
South Florida,Elon,78,79,1,-1,2017-11-30
Molloy,Hofstra,72,107,1,-35,2017-11-30
Central Pennsylvania College,Howard,64,81,1,-17,2017-11-30
Indiana-Kokomo,Purdue-Fort Wayne,63,99,1,-36,2017-11-30
Bethune-Cookman,Jacksonville,77,66,0,11,2017-11-30
Hartford,LIU-Brooklyn,78,79,1,-1,2017-11-30
Notre Dame,Michigan State,63,81,1,-18,2017-11-30
North Dakota State,Mississippi State,59,83,1,-24,2017-11-30
Christendom,North Carolina Central,38,116,1,-78,2017-11-30
Harvard,Northeastern,61,77,1,-16,2017-11-30
Texas Southern,Oakland,87,97,1,-10,2017-11-30
St. Thomas (TX),Sam Houston State,54,77,1,-23,2017-11-30
Carver Bible,Savannah State,60,98,1,-38,2017-11-30
New Rochelle,St. Francis (NY),79,104,1,-25,2017-11-30
Campbell,Stetson,85,78,0,7,2017-11-30
NJIT,West Virginia,69,102,1,-33,2017-11-30
Memphis,Alabama-Birmingham,56,71,1,-15,2017-11-30
UNC Wilmington,East Carolina,88,93,1,-5,2017-11-30
Alabama State,Jacksonville State,69,77,1,-8,2017-11-30
South Dakota,UMKC,82,63,0,19,2017-11-30
North Texas,Oklahoma,72,82,1,-10,2017-11-30
Texas-Rio Grande Valley,Texas A&M,60,78,1,-18,2017-11-30
Ottawa,UTSA,64,125,1,-61,2017-11-30
Missouri,UCF,62,59,0,3,2017-11-30
South Carolina,Temple,60,76,1,-16,2017-11-30
Pacific,UC-Riverside,57,55,0,2,2017-11-30
Weber State,Fresno State,71,83,1,-12,2017-11-30
Multnomah,Portland,65,112,1,-47,2017-11-30
Northern Arizona,Santa Clara,57,89,1,-32,2017-11-30
Kennesaw State,Seattle,54,66,1,-12,2017-11-30
New Mexico State,UTEP,80,60,0,20,2017-11-30
San Diego State,San Diego,66,57,0,9,2017-11-30
Holy Cross,Manhattan,54,70,1,-16,2017-12-01
Towson,La Salle,67,60,0,7,2017-12-01
Marist,Citadel,100,91,0,9,2017-12-01
Army,UMBC,81,70,0,11,2017-12-01
Jackson State,Central Michigan,63,70,1,-7,2017-12-01
Grambling,Georgia Tech,64,63,0,1,2017-12-01
Johnson & Wales (NC),High Point,54,90,1,-36,2017-12-01
Purdue,Maryland,80,75,0,5,2017-12-01
Delaware,Navy,76,82,1,-6,2017-12-01
Coppin State,Ohio,37,80,1,-43,2017-12-01
Duquesne,Pitt,64,76,1,-12,2017-12-01
Edward Waters,Stetson,52,85,1,-33,2017-12-01
Fairfield,Wagner,76,78,1,-2,2017-12-01
Rust,Alcorn State,50,89,1,-39,2017-12-01
Eastern Illinois,Bradley,56,67,1,-11,2017-12-01
UNC,Davidson,85,75,0,10,2017-12-01
Louisiana,Nicholls State,105,80,0,25,2017-12-01
Texas Lutheran,Texas A&M-Corpus Christi,42,80,1,-38,2017-12-01
Bethesda University (CA),Idaho State,71,92,1,-21,2017-12-01
Illinois,Northwestern,68,72,1,-4,2017-12-01
Boise State,Oregon,73,70,0,3,2017-12-01
Creighton,Gonzaga,74,91,1,-17,2017-12-01
Holy Cross,La Salle,54,58,1,-4,2017-12-02
Indiana,Michigan,55,69,1,-14,2017-12-02
South Carolina State,NC State,71,103,1,-32,2017-12-02
Manhattan,Towson,55,56,1,-1,2017-12-02
Lehigh,Virginia,54,75,1,-21,2017-12-02
Cincinnati,Xavier,76,89,1,-13,2017-12-02
Colorado,Colorado State,63,72,1,-9,2017-12-02
Fairleigh Dickinson,Iona,75,82,1,-7,2017-12-02
UNC Greensboro,Liberty,76,75,0,1,2017-12-02
Bryant,New Hampshire,59,75,1,-16,2017-12-02
Radford,VMI,63,50,0,13,2017-12-02
IUPUI,Ball State,64,83,1,-19,2017-12-02
Wichita State,Baylor,69,62,0,7,2017-12-02
Green Bay,Belmont,75,86,1,-11,2017-12-02
Colgate,Binghamton,65,76,1,-11,2017-12-02
Central Connecticut,Brown,68,62,0,6,2017-12-02
St. Bonaventure,Buffalo,73,62,0,11,2017-12-02
Saint Louis,Butler,45,75,1,-30,2017-12-02
Youngstown State,DePaul,73,89,1,-16,2017-12-02
Oakland City,Evansville,56,98,1,-42,2017-12-02
Maine,Fordham,66,67,1,-1,2017-12-02
Quinnipiac,Lafayette,58,79,1,-21,2017-12-02
Georgia,Marquette,73,66,0,7,2017-12-02
Virginia Tech,Ole Miss,83,80,0,3,2017-12-02
Robert Morris,Siena,74,76,1,-2,2017-12-02
UMass,South Carolina,70,76,1,-6,2017-12-02
Oakland,Western Michigan,78,73,0,5,2017-12-02
Reinhardt,Winthrop,76,107,1,-31,2017-12-02
Northern Illinois,Chicago State,95,77,0,18,2017-12-02
UMBC,Citadel,98,72,0,26,2017-12-02
Air Force,Denver,61,59,0,2,2017-12-02
South Dakota,Duke,80,96,1,-16,2017-12-02
USC Upstate,Gardner-Webb,66,87,1,-21,2017-12-02
Harvard,Kentucky,70,79,1,-9,2017-12-02
Fayetteville State,Longwood,52,61,1,-9,2017-12-02
Williams Baptist,New Orleans,70,87,1,-17,2017-12-02
Texas-Rio Grande Valley,Rice,69,67,0,2,2017-12-02
UC-Davis,Washington State,81,67,0,14,2017-12-02
Oral Roberts,Little Rock,74,66,0,8,2017-12-02
Alabama A&M,Austin Peay,47,67,1,-20,2017-12-02
Dartmouth,Canisius,60,73,1,-13,2017-12-02
Monmouth,UConn,81,84,1,-3,2017-12-02
Rider,Drexel,77,89,1,-12,2017-12-02
Tennessee Tech,Furman,50,64,1,-14,2017-12-02
Tulsa,Illinois State,58,65,1,-7,2017-12-02
UIC,Loyola (IL),61,85,1,-24,2017-12-02
American,Maryland-Eastern Shore,70,74,1,-4,2017-12-02
Montana State,Milwaukee,68,64,0,4,2017-12-02
Loyola (MD),Mount St. Mary's,75,80,1,-5,2017-12-02
Cornell,Northeastern,66,84,1,-18,2017-12-02
Portland Bible College,Portland State,50,125,1,-75,2017-12-02
North Carolina A&T,Presbyterian,70,73,1,-3,2017-12-02
William & Mary,Savannah State,108,85,0,23,2017-12-02
San Jose State,Southern Illinois,58,76,1,-18,2017-12-02
Sacred Heart,St. John's (NY),55,90,1,-35,2017-12-02
Louisiana-Monroe,Stephen F. Austin,65,68,1,-3,2017-12-02
Richmond,Wake Forest,53,82,1,-29,2017-12-02
Schreiner,Abilene Christian,43,71,1,-28,2017-12-02
UT-Martin,Chattanooga,63,66,1,-3,2017-12-02
Delaware State,East Carolina,57,63,1,-6,2017-12-02
Tennessee Wesleyan,Georgia Southern,61,97,1,-36,2017-12-02
Penn State,Iowa,77,73,0,4,2017-12-02
Army,Marist,82,75,0,7,2017-12-02
Mercer,Memphis,81,83,1,-2,2017-12-02
Loyola Marymount,Oregon State,74,78,1,-4,2017-12-02
Providence,Rhode Island,68,75,1,-7,2017-12-02
Villanova,St. Joseph's,94,53,0,41,2017-12-02
Kansas,Syracuse,76,60,0,16,2017-12-02
Wright State,Western Kentucky,60,78,1,-18,2017-12-02
Ohio State,Wisconsin,83,58,0,25,2017-12-02
Jacksonville,Eastern Kentucky,65,70,1,-5,2017-12-02
Bowling Green State,Norfolk State,92,77,0,15,2017-12-02
Drake,Wyoming,89,96,1,-7,2017-12-02
Columbia,Albany (NY),82,86,1,-4,2017-12-02
South Florida,Appalachian State,61,84,1,-23,2017-12-02
Vermont,Bucknell,77,81,1,-4,2017-12-02
Lamar,Coastal Carolina,69,67,0,2,2017-12-02
St. Peter's,Elon,65,71,1,-6,2017-12-02
Bethune-Cookman,Florida Atlantic,75,93,1,-18,2017-12-02
Middle Tennessee,Florida Gulf Coast,81,76,0,5,2017-12-02
South Alabama,Florida International,58,87,1,-29,2017-12-02
Boston College,Hartford,73,61,0,12,2017-12-02
Arkansas,Houston,65,91,1,-26,2017-12-02
Cleveland State,Kent State,62,72,1,-10,2017-12-02
Fresno State,Long Beach State,106,70,0,36,2017-12-02
Miles,Louisiana Tech,55,106,1,-51,2017-12-02
Akron,Marshall,64,86,1,-22,2017-12-02
Southeast Missouri State,North Carolina Central,86,77,0,9,2017-12-02
Trinity Baptist,North Florida,58,85,1,-27,2017-12-02
Morehead State,Northern Kentucky,49,86,1,-37,2017-12-02
Saint Francis (PA),Stony Brook,83,85,1,-2,2017-12-02
Texas Southern,Toledo,69,71,1,-2,2017-12-02
Hawaii,Utah,60,80,1,-20,2017-12-02
Old Dominion,VCU,75,82,1,-7,2017-12-02
Texas State,Houston Baptist,52,71,1,-19,2017-12-02
Charlotte,James Madison,82,87,1,-5,2017-12-02
Princeton,Miami (FL),52,80,1,-28,2017-12-02
Florida A&M,Murray State,59,80,1,-21,2017-12-02
Missouri State,South Dakota State,73,53,0,20,2017-12-02
San Diego Christian,Southern Utah,68,87,1,-19,2017-12-02
Lipscomb,Tennessee State,95,86,0,9,2017-12-02
North Texas,Texas-Arlington,60,65,1,-5,2017-12-02
Yale,TCU,66,92,1,-26,2017-12-02
Miami (OH),Western Illinois,76,73,0,3,2017-12-02
San Francisco,Arizona State,57,75,1,-18,2017-12-02
Cal Lutheran,Cal State Fullerton,58,86,1,-28,2017-12-02
UC-Riverside,Grand Canyon,56,68,1,-12,2017-12-02
New Mexico,UTEP,76,88,1,-12,2017-12-02
BYU,Utah State,75,66,0,9,2017-12-02
UTSA,Utah Valley,80,88,1,-8,2017-12-02
Pepperdine,Cal Poly,81,91,1,-10,2017-12-02
Northern Arizona,Cal State Bakersfield,60,52,0,8,2017-12-02
Nevada,UC-Irvine,76,65,0,11,2017-12-02
San Diego,UCSB,57,67,1,-10,2017-12-02
Arizona,UNLV,91,88,0,3,2017-12-02
Arkansas-Pine Bluff,Santa Clara,57,72,1,-15,2017-12-02
USC,SMU,55,72,1,-17,2017-12-02
Saint Mary's,California,74,63,0,11,2017-12-02
Morgan State,Navy,59,66,1,-7,2017-12-03
UCF,Alabama,65,62,0,3,2017-12-03
Temple,George Washington,67,71,1,-4,2017-12-03
SIU-Edwardsville,Purdue-Fort Wayne,71,86,1,-15,2017-12-03
UMass-Lowell,NJIT,65,78,1,-13,2017-12-03
Tulane,UNC,73,97,1,-24,2017-12-03
St. Francis (NY),Notre Dame,53,71,1,-18,2017-12-03
Kansas State,Vanderbilt,84,79,0,5,2017-12-03
George Mason,Auburn,63,79,1,-16,2017-12-03
UNC Asheville,Clemson,52,83,1,-31,2017-12-03
Samford,Jacksonville State,58,89,1,-31,2017-12-03
Mississippi Valley State,Oklahoma State,62,83,1,-21,2017-12-03
Rust,Southern Miss,61,109,1,-48,2017-12-03
Portland,Boise State,54,77,1,-23,2017-12-03
Seton Hall,Louisville,79,77,0,2,2017-12-03
Nebraska,Michigan State,57,86,1,-29,2017-12-03
Northwestern,Purdue,69,74,1,-5,2017-12-03
Eastern Washington,Seattle,65,84,1,-19,2017-12-03
Stanford,Long Beach State,68,76,1,-8,2017-12-03
Coppin State,Georgetown,60,76,1,-16,2017-12-03
Tennessee,Georgia Tech,77,70,0,7,2017-12-03
Rutgers,Minnesota,67,89,1,-22,2017-12-03
