Road,Home,Road_score,Home_score,Home_w,margin,Date
Emory,Lipscomb,83,98,1,-15,2017-11-10
Texas-Tyler,Louisiana Tech,71,112,1,-41,2017-11-10
UMass-Lowell,UMass,69,74,1,-5,2017-11-10
Northern Iowa,UNC,69,86,1,-17,2017-11-10
VMI,NC State,67,102,1,-35,2017-11-10
ETSU,Northern Kentucky,63,81,1,-18,2017-11-10
Purdue-Fort Wayne,Oakland,71,85,1,-14,2017-11-10
Robert Morris,Ohio State,64,95,1,-31,2017-11-10
Towson,Old Dominion,54,57,1,-3,2017-11-10
Houston Baptist,Providence,55,84,1,-29,2017-11-10
Georgia Southwestern,Radford,63,72,1,-9,2017-11-10
UNC Asheville,Rhode Island,60,84,1,-24,2017-11-10
Delaware,Richmond,76,63,0,13,2017-11-10
CCNY,Rutgers,38,94,1,-56,2017-11-10
Missouri Baptist University,Southeast Missouri State,69,81,1,-12,2017-11-10
New Orleans,St. John's (NY),61,77,1,-16,2017-11-10
Cal Poly,Stanford,62,78,1,-16,2017-11-10
Maryland,Stony Brook,76,61,0,15,2017-11-10
Cornell,Syracuse,45,77,1,-32,2017-11-10
Presbyterian,Tennessee,53,88,1,-35,2017-11-10
UNC Greensboro,Virginia,48,60,1,-12,2017-11-10
Grambling,VCU,65,94,1,-29,2017-11-10
Georgia Southern,Wake Forest,85,83,0,2,2017-11-10
Southern Illinois,Winthrop,81,66,0,15,2017-11-10
South Carolina State,Wisconsin,50,85,1,-35,2017-11-10
South Carolina,Wofford,73,52,0,21,2017-11-10
Morehead State,Xavier,49,101,1,-52,2017-11-10
Hillsdale,Abilene Christian,68,86,1,-18,2017-11-10
Jacksonville,Alabama-Birmingham,67,96,1,-29,2017-11-10
Northern Arizona,Arizona,67,101,1,-34,2017-11-10
Samford,Arkansas,56,95,1,-39,2017-11-10
Norfolk State,Auburn,74,102,1,-28,2017-11-10
Johnson University,Bethune-Cookman,66,108,1,-42,2017-11-10
Mercer,UCF,79,88,1,-9,2017-11-10
Northern Colorado,Colorado,51,66,1,-15,2017-11-10
Arkansas State,Evansville,63,77,1,-14,2017-11-10
UC-Santa Cruz,Fresno State,65,96,1,-31,2017-11-10
Central Connecticut,Hartford,84,85,1,-1,2017-11-10
William & Mary,High Point,66,100,1,-34,2017-11-10
McNeese State,Houston,53,81,1,-28,2017-11-10
Southern,Illinois,55,102,1,-47,2017-11-10
North Carolina Central,UIC,55,65,1,-10,2017-11-10
Southwestern,Incarnate Word,71,87,1,-16,2017-11-10
Tennessee Wesleyan,Jacksonville State,42,100,1,-58,2017-11-10
Alcorn State,LSU,59,99,1,-40,2017-11-10
Wright State,Loyola (IL),80,84,1,-4,2017-11-10
UT-Martin,Marshall,91,102,1,-11,2017-11-10
Valley Forge,Maryland-Eastern Shore,69,95,1,-26,2017-11-10
Gardner-Webb,Miami (FL),45,77,1,-32,2017-11-10
North Florida,Michigan State,66,98,1,-32,2017-11-10
Wisconsin-La Crosse,Milwaukee,73,83,1,-10,2017-11-10
USC Upstate,Minnesota,77,92,1,-15,2017-11-10
Louisiana,Ole Miss,76,94,1,-18,2017-11-10
Bucknell,Monmouth,78,79,1,-1,2017-11-10
Omaha,Montana State,80,89,1,-9,2017-11-10
Brescia,Murray State,61,118,1,-57,2017-11-10
Greensboro,North Carolina A&T,80,104,1,-24,2017-11-10
Loyola (MD),Northwestern,75,79,1,-4,2017-11-10
Pepperdine,Oklahoma State,47,78,1,-31,2017-11-10
Avila,Oral Roberts,72,86,1,-14,2017-11-10
SIU-Edwardsville,Purdue,74,105,1,-31,2017-11-10
Eastern Kentucky,Rice,73,72,0,1,2017-11-10
Hampton,Rider,75,90,1,-15,2017-11-10
Seattle,Saint Louis,46,62,1,-16,2017-11-10
Florida Atlantic,South Florida,59,60,1,-1,2017-11-10
Centenary (LA),Southeastern Louisiana,67,99,1,-32,2017-11-10
UMBC,SMU,67,78,1,-11,2017-11-10
Southern-New Orleans,Southern Miss,69,79,1,-10,2017-11-10
Niagara,St. Bonaventure,77,75,0,2,2017-11-10
Midway,Tennessee Tech,56,94,1,-38,2017-11-10
Northwestern State,Texas,59,105,1,-46,2017-11-10
Our Lady of the Lake,Texas A&M-Corpus Christi,68,69,1,-1,2017-11-10
Nicholls State,Texas-Rio Grande Valley,111,106,0,5,2017-11-10
LIU-Brooklyn,Tulane,96,102,1,-6,2017-11-10
North Park,Valparaiso,46,88,1,-42,2017-11-10
Columbia,Villanova,60,75,1,-15,2017-11-10
Missouri State,Western Kentucky,85,80,0,5,2017-11-10
UMKC,Wichita State,57,109,1,-52,2017-11-10
Sacramento State,Colorado State,61,72,1,-11,2017-11-10
Yale,Creighton,76,92,1,-16,2017-11-10
Texas Southern,Gonzaga,69,97,1,-28,2017-11-10
Florida A&M,Grand Canyon,51,67,1,-16,2017-11-10
Chicago State,Iowa,62,95,1,-33,2017-11-10
Tennessee State,Kansas,56,92,1,-36,2017-11-10
American,Kansas State,45,83,1,-38,2017-11-10
Mount St. Mary's,Marquette,59,80,1,-21,2017-11-10
Iowa State,Missouri,59,74,1,-15,2017-11-10
Whitworth,Montana,60,72,1,-12,2017-11-10
Pitt,Navy,62,71,1,-9,2017-11-10
East Central,New Mexico State,55,81,1,-26,2017-11-10
Troy,North Dakota,80,83,1,-3,2017-11-10
UC-Irvine,South Dakota State,54,65,1,-11,2017-11-10
Louisiana-Monroe,TCU,73,83,1,-10,2017-11-10
Louisiana College,UTEP,50,100,1,-50,2017-11-10
South Alabama,Texas Tech,50,75,1,-25,2017-11-10
Austin Peay,Vanderbilt,54,73,1,-19,2017-11-10
Utah State,Weber State,59,65,1,-6,2017-11-10
Chattanooga,Wyoming,65,74,1,-9,2017-11-10
Idaho State,Arizona State,74,94,1,-20,2017-11-10
Eastern Oregon,Boise State,65,104,1,-39,2017-11-10
Whittier,Cal State Bakersfield,66,88,1,-22,2017-11-10
Life Pacific,Cal State Northridge,50,76,1,-26,2017-11-10
Idaho,Nevada,64,88,1,-24,2017-11-10
Southern Utah,Oregon State,82,99,1,-17,2017-11-10
San Diego Christian,San Diego State,52,91,1,-39,2017-11-10
Antelope Valley,San Jose State,45,97,1,-52,2017-11-10
La Verne,Santa Clara,70,120,1,-50,2017-11-10
Cal State Fullerton,USC,42,84,1,-42,2017-11-10
Prairie View,Utah,62,83,1,-21,2017-11-10
Belmont,Washington,82,86,1,-4,2017-11-10
UC-Riverside,California,74,66,0,8,2017-11-10
Arkansas-Pine Bluff,Hawaii,70,82,1,-12,2017-11-10
Coppin State,Oregon,54,70,1,-16,2017-11-10
Long Beach State,San Francisco,83,71,0,12,2017-11-10
Georgia Tech,UCLA,60,63,1,-3,2017-11-10
Canisius,Buffalo,75,80,1,-5,2017-11-11
Penn,Fairfield,72,80,1,-8,2017-11-11
Illinois State,Florida Gulf Coast,87,98,1,-11,2017-11-11
IUPUI,Bradley,53,68,1,-15,2017-11-11
Alabama A&M,Ohio,53,61,1,-8,2017-11-11
Dartmouth,Quinnipiac,77,78,1,-1,2017-11-11
Siena Heights,Western Michigan,72,103,1,-31,2017-11-11
Toccoa Falls,Appalachian State,34,135,1,-101,2017-11-11
Johnson & Wales (RI),Brown,78,106,1,-28,2017-11-11
Coe,Drake,54,101,1,-47,2017-11-11
St. Peter's,La Salle,40,61,1,-21,2017-11-11
Stephen F. Austin,Longwood,74,61,0,13,2017-11-11
Ouachita,Little Rock,81,79,0,2,2017-11-11
North Dakota State,UCSB,66,85,1,-19,2017-11-11
Notre Dame,DePaul,72,58,0,14,2017-11-11
St. Francis (NY),Duquesne,70,80,1,-10,2017-11-11
Wagner,NJIT,60,49,0,11,2017-11-11
Cleveland State,Akron,57,67,1,-10,2017-11-11
Utah Valley,Duke,69,99,1,-30,2017-11-11
Peace,Elon,53,96,1,-43,2017-11-11
Lehigh,Marist,84,76,0,8,2017-11-11
North Florida,Michigan,66,86,1,-20,2017-11-11
North Carolina Wesleyan,UNC Wilmington,81,105,1,-24,2017-11-11
Johnson University,Presbyterian,87,107,1,-20,2017-11-11
Texas-Tyler,Sam Houston State,51,91,1,-40,2017-11-11
Mayville State,South Dakota,59,87,1,-28,2017-11-11
St. Joseph's,Toledo,87,98,1,-11,2017-11-11
Eastern Illinois,Nebraska,68,72,1,-4,2017-11-11
Saint Francis (PA),Saint Mary's,68,85,1,-17,2017-11-11
Loyola Marymount,Texas-Arlington,80,85,1,-5,2017-11-11
Saint Mary's (MN),Western Illinois,68,109,1,-41,2017-11-11
Mississippi Valley State,BYU,61,91,1,-30,2017-11-11
Youngstown State,Kent State,78,111,1,-33,2017-11-11
Northern New Mexico,New Mexico,76,147,1,-71,2017-11-11
Florida A&M,UNLV,66,108,1,-42,2017-11-11
Portland State,Portland,80,75,0,5,2017-11-11
Jacksonville,Georgetown,57,73,1,-16,2017-11-12
South Carolina State,Boston College,52,91,1,-39,2017-11-12
Massachusetts-Boston,UMass-Lowell,63,102,1,-39,2017-11-12
Wilmington (OH),Northern Kentucky,65,93,1,-28,2017-11-12
Monmouth,Seton Hall,65,75,1,-10,2017-11-12
North Carolina A&T,Clemson,63,87,1,-24,2017-11-12
Michigan-Dearborn,Eastern Michigan,73,97,1,-24,2017-11-12
UMass,Harvard,67,70,1,-3,2017-11-12
George Mason,Louisville,61,72,1,-11,2017-11-12
Toccoa Falls,Mercer,43,110,1,-67,2017-11-12
Radford,Ohio State,72,82,1,-10,2017-11-12
Central Connecticut,Rutgers,67,71,1,-4,2017-11-12
Washington & Lee,Wofford,66,103,1,-37,2017-11-12
Bridgewater (VA),Appalachian State,57,95,1,-38,2017-11-12
Vermont,Kentucky,69,73,1,-4,2017-11-12
Eureka,Loyola (IL),69,96,1,-27,2017-11-12
Omaha,Oklahoma,89,108,1,-19,2017-11-12
Allen,USC Upstate,66,85,1,-19,2017-11-12
Mary,South Dakota State,54,78,1,-24,2017-11-12
Texas State,Air Force,57,65,1,-8,2017-11-12
Southern Utah,Boise State,69,90,1,-21,2017-11-12
Cal Poly,California,82,85,1,-3,2017-11-12
Gordon,Hartford,63,80,1,-17,2017-11-12
Alabama State,Iowa,58,92,1,-34,2017-11-12
Defiance,Purdue-Fort Wayne,59,114,1,-55,2017-11-12
Navy,Miami (FL),55,89,1,-34,2017-11-12
Charleston Southern,NC State,56,78,1,-22,2017-11-12
Wentworth,Northeastern,49,83,1,-34,2017-11-12
Chicago State,Purdue,42,111,1,-69,2017-11-12
Louisiana-Monroe,SMU,65,83,1,-18,2017-11-12
East Central,UTSA,59,92,1,-33,2017-11-12
Texas Southern,Washington State,84,86,1,-2,2017-11-12
University of the Ozarks,Central Arkansas,51,99,1,-48,2017-11-12
Coppin State,East Carolina,50,76,1,-26,2017-11-12
Bluefield College (VA),Hampton,68,85,1,-17,2017-11-12
Morehead State,Lipscomb,70,77,1,-7,2017-11-12
Haskell Indian Nations Institute,UMKC,59,110,1,-51,2017-11-12
LeTourneau,Northwestern State,99,84,0,15,2017-11-12
Fairleigh Dickinson,Penn State,57,81,1,-24,2017-11-12
San Diego,San Jose State,81,64,0,17,2017-11-12
UMBC,Arizona,78,103,1,-25,2017-11-12
Bucknell,Arkansas,73,101,1,-28,2017-11-12
Princeton,Butler,75,85,1,-10,2017-11-12
UC-Irvine,Denver,83,69,0,14,2017-11-12
UT-Martin,Illinois,74,77,1,-3,2017-11-12
Maryland-Eastern Shore,Maryland,43,96,1,-53,2017-11-12
Yale,Wisconsin,61,89,1,-28,2017-11-12
Troy,Arkansas-Pine Bluff,81,57,0,24,2017-11-12
Alcorn State,Creighton,72,109,1,-37,2017-11-12
Stetson,Florida International,70,64,0,6,2017-11-12
Puget Sound,Seattle,70,121,1,-51,2017-11-12
Citadel,Virginia Tech,93,132,1,-39,2017-11-12
Howard,Indiana,77,86,1,-9,2017-11-12
Eastern Washington,Washington,69,79,1,-10,2017-11-12
North Dakota,Hawaii,78,81,1,-3,2017-11-12
Pacific,Stanford,80,89,1,-9,2017-11-12
North Carolina Central,Evansville,55,68,1,-13,2017-11-13
Jacksonville State,Richmond,94,61,0,33,2017-11-13
Eastern Kentucky,Ole Miss,75,85,1,-10,2017-11-13
Minnesota,Providence,86,74,0,12,2017-11-13
Vanderbilt,Belmont,60,69,1,-9,2017-11-13
Albany (NY),Boston University,88,74,0,14,2017-11-13
South Dakota,Bowling Green State,88,79,0,9,2017-11-13
Columbia International,Campbell,44,108,1,-64,2017-11-13
Western Carolina,Cincinnati,51,102,1,-51,2017-11-13
Binghamton,Cornell,84,94,1,-10,2017-11-13
Michigan-Dearborn,Detroit,82,105,1,-23,2017-11-13
Arcadia,Drexel,81,95,1,-14,2017-11-13
Gardner-Webb,Florida,74,116,1,-42,2017-11-13
LIU-Brooklyn,Fordham,68,81,1,-13,2017-11-13
Cal State Bakersfield,Georgia Southern,53,77,1,-24,2017-11-13
Kennesaw State,Hofstra,57,75,1,-18,2017-11-13
Anderson (SC),IUPUI,43,75,1,-32,2017-11-13
Old Dominion,James Madison,69,53,0,16,2017-11-13
Southeast Missouri State,Louisiana Tech,95,96,1,-1,2017-11-13
Southern,Marshall,74,83,1,-9,2017-11-13
Central Michigan,Michigan,65,72,1,-7,2017-11-13
Lynchburg,Norfolk State,83,80,0,3,2017-11-13
Lees-McRae,UNC Asheville,60,92,1,-32,2017-11-13
Mount St. Mary's,Notre Dame,62,88,1,-26,2017-11-13
New Orleans,Oakland,68,87,1,-19,2017-11-13
La Salle,Penn,75,71,0,4,2017-11-13
Montana,Pitt,83,78,0,5,2017-11-13
Brown,Quinnipiac,79,72,0,7,2017-11-13
ETSU,Savannah State,76,61,0,15,2017-11-13
Florida Gulf Coast,Siena,86,53,0,33,2017-11-13
Morgan State,South Florida,63,53,0,10,2017-11-13
Frostburg State,Towson,45,89,1,-44,2017-11-13
Austin Peay,Virginia,49,93,1,-44,2017-11-13
North Florida,VCU,85,95,1,-10,2017-11-13
Chattanooga,Alabama-Birmingham,47,89,1,-42,2017-11-13
Abilene Christian,Arkansas State,69,83,1,-14,2017-11-13
Texas A&M-Corpus Christi,Baylor,46,70,1,-24,2017-11-13
Delaware State,DePaul,57,81,1,-24,2017-11-13
St. Joseph's,UIC,86,82,0,4,2017-11-13
Trinity (TX),Incarnate Word,57,93,1,-36,2017-11-13
Milwaukee,Iowa State,74,56,0,18,2017-11-13
Ecclesia,McNeese State,54,101,1,-47,2017-11-13
Middle Tennessee,Murray State,72,67,0,5,2017-11-13
North Texas,Nebraska,67,86,1,-19,2017-11-13
Embry-Riddle Aeronautical University,Northern Arizona,82,70,0,12,2017-11-13
Alcorn State,Northern Iowa,45,73,1,-28,2017-11-13
St. Peter's,Northwestern,66,75,1,-9,2017-11-13
Charlotte,Oklahoma State,65,83,1,-18,2017-11-13
Rockhurst,Saint Louis,50,74,1,-24,2017-11-13
Alabama A&M,Samford,68,87,1,-19,2017-11-13
Mobile,South Alabama,49,71,1,-22,2017-11-13
Western Michigan,South Carolina,60,78,1,-18,2017-11-13
Reinhardt,Tennessee State,53,92,1,-39,2017-11-13
Bethune-Cookman,Texas-Rio Grande Valley,74,92,1,-18,2017-11-13
Southeastern Louisiana,Tulane,66,89,1,-23,2017-11-13
Oral Roberts,Tulsa,71,90,1,-19,2017-11-13
Trinity Christian,Valparaiso,46,83,1,-37,2017-11-13
Rider,Xavier,75,101,1,-26,2017-11-13
Robert Morris,Grand Canyon,61,75,1,-14,2017-11-13
Wagner,Missouri,55,99,1,-44,2017-11-13
Arkansas-Pine Bluff,North Dakota,71,80,1,-9,2017-11-13
UC-Davis,Northern Colorado,72,59,0,13,2017-11-13
Prairie View,Oregon,67,100,1,-33,2017-11-13
Tennessee Tech,TCU,63,100,1,-37,2017-11-13
Mississippi Valley State,Utah,51,91,1,-40,2017-11-13
Montana State,Utah State,73,81,1,-8,2017-11-13
College of Charleston,Wichita State,63,81,1,-18,2017-11-13
Cal State Northridge,Fresno State,73,89,1,-16,2017-11-13
George Fox,Idaho,62,101,1,-39,2017-11-13
New Mexico State,Saint Mary's,74,92,1,-18,2017-11-13
Saint Francis (PA),San Francisco,63,75,1,-12,2017-11-13
Troy,Hawaii,67,72,1,-5,2017-11-13
Rhode Island,Nevada,81,88,1,-7,2017-11-13
Wyoming,Oregon State,75,66,0,9,2017-11-13
North Dakota State,USC,65,75,1,-10,2017-11-13
Central Connecticut,St. John's (NY),55,80,1,-25,2017-11-14
Nicholls State,Villanova,77,113,1,-36,2017-11-14
Canisius,Air Force,79,93,1,-14,2017-11-14
John Jay,Army,43,92,1,-49,2017-11-14
Sacred Heart,Boston College,53,73,1,-20,2017-11-14
Stony Brook,UConn,64,72,1,-8,2017-11-14
Emerson,Dartmouth,43,78,1,-35,2017-11-14
UNC Wilmington,Davidson,81,108,1,-27,2017-11-14
VMI,Duquesne,61,77,1,-16,2017-11-14
Loyola (MD),Fairfield,52,64,1,-12,2017-11-14
George Washington,Florida State,67,87,1,-20,2017-11-14
Elon,Furman,67,76,1,-9,2017-11-14
USC Upstate,Georgia,65,74,1,-9,2017-11-14
Monmouth,Lehigh,80,72,0,8,2017-11-14
Columbia,Longwood,87,77,0,10,2017-11-14
Jackson State,Mercer,58,86,1,-28,2017-11-14
Wright State,Miami (OH),67,73,1,-6,2017-11-14
Duke,Michigan State,88,81,0,7,2017-11-14
Lafayette,NJIT,80,96,1,-16,2017-11-14
Bryant,NC State,72,95,1,-23,2017-11-14
Cleveland State,Rutgers,38,70,1,-32,2017-11-14
Hardin-Simmons,Sam Houston State,56,72,1,-16,2017-11-14
Iona,Syracuse,62,71,1,-9,2017-11-14
High Point,Tennessee,53,84,1,-31,2017-11-14
Ohio Northern,Toledo,62,72,1,-10,2017-11-14
Liberty,Wake Forest,79,66,0,13,2017-11-14
South Carolina State,Yale,54,86,1,-32,2017-11-14
Franciscan,Youngstown State,46,134,1,-88,2017-11-14
Lipscomb,Alabama,64,86,1,-22,2017-11-14
Delaware,Bradley,53,61,1,-8,2017-11-14
Silver Lake,Chicago State,53,101,1,-48,2017-11-14
Arlington Baptist,Houston Baptist,67,108,1,-41,2017-11-14
UMKC,Kansas State,51,72,1,-21,2017-11-14
Coastal Carolina,Lamar,60,66,1,-6,2017-11-14
Louisiana College,Louisiana,58,113,1,-55,2017-11-14
Purdue,Marquette,86,71,0,15,2017-11-14
Little Rock,Memphis,62,70,1,-8,2017-11-14
Green Bay,Northern Illinois,65,85,1,-20,2017-11-14
Georgia State,Rice,75,54,0,21,2017-11-14
Alabama State,South Dakota State,63,94,1,-31,2017-11-14
New Hampshire,Texas,60,78,1,-18,2017-11-14
Maine,Texas Tech,44,83,1,-39,2017-11-14
San Diego State,Arizona State,68,90,1,-22,2017-11-14
Denver,Colorado,62,89,1,-27,2017-11-14
Winthrop,Colorado State,76,80,1,-4,2017-11-14
Howard,Gonzaga,69,106,1,-37,2017-11-14
Utah Valley,Idaho State,84,71,0,13,2017-11-14
Kentucky,Kansas,61,65,1,-4,2017-11-14
Omaha,New Mexico,71,103,1,-32,2017-11-14
West Coast Baptist,Weber State,45,110,1,-65,2017-11-14
Chapman,UC-Irvine,52,91,1,-39,2017-11-14
San Francisco State,Long Beach State,70,95,1,-25,2017-11-14
Cal Lutheran,Pepperdine,82,107,1,-25,2017-11-14
Walla Walla,Portland,52,89,1,-37,2017-11-14
Notre Dame (CA),Sacramento State,53,74,1,-21,2017-11-14
Willamette,Portland State,60,111,1,-51,2017-11-14
Eastern Washington,Stanford,67,61,0,6,2017-11-14
Middle Georgia State,Savannah State,80,114,1,-34,2017-11-15
Southern,Missouri State,58,86,1,-28,2017-11-15
Indiana,Seton Hall,68,84,1,-16,2017-11-15
Jacksonville State,Buffalo,76,81,1,-5,2017-11-15
Gardner-Webb,UCF,65,68,1,-3,2017-11-15
Columbia International,Charleston Southern,58,98,1,-40,2017-11-15
Radford,East Carolina,73,66,0,7,2017-11-15
Fairleigh Dickinson-Florham,Fairleigh Dickinson,49,111,1,-62,2017-11-15
Mount St. Mary's,Georgetown,68,102,1,-34,2017-11-15
Delaware State,Purdue-Fort Wayne,71,85,1,-14,2017-11-15
New Rochelle,LIU-Brooklyn,68,104,1,-36,2017-11-15
St. Francis (NY),Manhattan,79,80,1,-1,2017-11-15
Marist,UMass-Lowell,73,76,1,-3,2017-11-15
Citadel,North Carolina A&T,73,92,1,-19,2017-11-15
North Carolina Wesleyan,UNC Greensboro,48,82,1,-34,2017-11-15
Montana,Penn State,57,70,1,-13,2017-11-15
Navy,Penn,45,66,1,-21,2017-11-15
UCSB,Pitt,62,70,1,-8,2017-11-15
BYU,Princeton,65,56,0,9,2017-11-15
Hartford,Rider,53,89,1,-36,2017-11-15
American,West Virginia,64,98,1,-34,2017-11-15
Hiwassee,Western Carolina,57,76,1,-19,2017-11-15
Hampton,William & Mary,76,83,1,-7,2017-11-15
Oakland City,Austin Peay,50,109,1,-59,2017-11-15
Butler,Maryland,65,79,1,-14,2017-11-15
Niagara,Minnesota,81,107,1,-26,2017-11-15
Bucknell,UNC,81,93,1,-12,2017-11-15
Wartburg,Northern Iowa,43,72,1,-29,2017-11-15
Ball State,Oklahoma,69,108,1,-39,2017-11-15
Valparaiso,SIU-Edwardsville,94,69,0,25,2017-11-15
Northwestern State,SMU,35,81,1,-46,2017-11-15
St. Edward's,Stephen F. Austin,66,89,1,-23,2017-11-15
South Florida,Stetson,75,72,0,3,2017-11-15
North Carolina Central,UT-Martin,57,74,1,-17,2017-11-15
Texas-Rio Grande Valley,Texas A&M-Corpus Christi,82,75,0,7,2017-11-15
UTSA,Texas State,79,78,0,1,2017-11-15
Eastern Illinois,Western Illinois,54,56,1,-2,2017-11-15
Kentucky Wesleyan,Western Kentucky,53,83,1,-30,2017-11-15
Creighton,Northwestern,92,88,0,4,2017-11-15
South Dakota,TCU,71,76,1,-5,2017-11-15
Mississippi Valley State,Utah State,47,83,1,-36,2017-11-15
Seattle,Washington State,59,75,1,-16,2017-11-15
Holy Names,Cal Poly,47,76,1,-29,2017-11-15
UC-Riverside,Loyola Marymount,64,76,1,-12,2017-11-15
Montana Western,Montana State,81,109,1,-28,2017-11-15
Prairie View,UNLV,63,98,1,-35,2017-11-15
UC-Davis,Pacific,62,58,0,4,2017-11-15
Cal State Fullerton,Saint Mary's,57,76,1,-19,2017-11-15
Robert Morris,San Diego,53,65,1,-12,2017-11-15
Nevada,Santa Clara,93,63,0,30,2017-11-15
Central Arkansas,UCLA,101,106,1,-5,2017-11-15
Edward Waters,Florida Atlantic,59,91,1,-32,2017-11-16
Auburn,Indiana State,83,64,0,19,2017-11-16
Illinois State,South Carolina,69,65,0,4,2017-11-16
Old Dominion,Temple,65,76,1,-11,2017-11-16
Boise State,UTEP,58,56,0,2,2017-11-16
Iowa State,Appalachian State,104,98,0,6,2017-11-16
Clemson,Ohio,81,76,0,5,2017-11-16
Nebraska,St. John's (NY),56,79,1,-23,2017-11-16
Hiwassee,Chattanooga,46,94,1,-48,2017-11-16
Coppin State,Cincinnati,54,97,1,-43,2017-11-16
Cornell,Colgate,61,72,1,-11,2017-11-16
Johnson & Wales,Denver,59,91,1,-32,2017-11-16
Kentucky State,Eastern Kentucky,66,97,1,-31,2017-11-16
Arkansas State,Eastern Michigan,59,76,1,-17,2017-11-16
North Florida,Florida,68,108,1,-40,2017-11-16
Binghamton,George Mason,57,69,1,-12,2017-11-16
Bluefield State,Georgia Southern,52,120,1,-68,2017-11-16
Dayton,Hofstra,69,72,1,-3,2017-11-16
Harvard,Holy Cross,69,73,1,-4,2017-11-16
Piedmont,Kennesaw State,54,77,1,-23,2017-11-16
Ohio Christian,Kent State,45,90,1,-45,2017-11-16
South Alabama,La Salle,73,81,1,-8,2017-11-16
Central Pennsylvania College,UMBC,62,93,1,-31,2017-11-16
Florida A&M,Miami (FL),59,90,1,-31,2017-11-16
Southern Miss,Michigan,47,61,1,-14,2017-11-16
Belmont,Middle Tennessee,69,63,0,6,2017-11-16
Marshall,Morehead State,83,86,1,-3,2017-11-16
Lincoln (PA),Morgan State,60,72,1,-12,2017-11-16
Presbyterian,NC State,68,86,1,-18,2017-11-16
Chicago State,Notre Dame,66,105,1,-39,2017-11-16
Texas Southern,Ohio State,64,82,1,-18,2017-11-16
Virginia Tech,Saint Louis,71,77,1,-6,2017-11-16
Boyce,Tennessee Tech,48,106,1,-58,2017-11-16
Howard Payne,Abilene Christian,62,112,1,-50,2017-11-16
LeMoyne-Owen,Alabama-Birmingham,57,81,1,-24,2017-11-16
Southeast Missouri State,Evansville,50,66,1,-16,2017-11-16
Delaware State,UIC,55,95,1,-40,2017-11-16
Grambling,Iowa,74,85,1,-11,2017-11-16
Jarvis Christian,Lamar,66,103,1,-37,2017-11-16
Southeastern Louisiana,Louisiana-Monroe,75,86,1,-11,2017-11-16
Samford,LSU,86,105,1,-19,2017-11-16
Loyola (IL),UMKC,66,56,0,10,2017-11-16
Bethune-Cookman,North Texas,78,90,1,-12,2017-11-16
St. Francis (IL),Northern Illinois,60,70,1,-10,2017-11-16
Oral Roberts,Oklahoma State,48,91,1,-43,2017-11-16
San Jose State,Southern Utah,69,81,1,-12,2017-11-16
