Road,Home,Road_score,Home_score,Home_w,margin,Date
LSU,Butler,70,68,0,2,2013-12-01
Drake,Cal State Bakersfield,65,57,0,8,2013-12-01
College of Charleston,Cal State Fullerton,61,48,0,13,2013-12-01
La Sierra,Cal State Northridge,79,97,1,-18,2013-12-01
UNC Asheville,Charlotte,56,77,1,-21,2013-12-01
George Washington,Creighton,60,53,0,7,2013-12-01
Oregon State,DePaul,81,93,1,-12,2013-12-01
UNC Wilmington,East Carolina,70,68,0,2,2013-12-01
Columbia,Elon,65,68,1,-3,2013-12-01
Iona,Florida Gulf Coast,90,72,0,18,2013-12-01
Northern Arizona,Fresno State,67,71,1,-4,2013-12-01
Coppin State,Gonzaga,51,86,1,-35,2013-12-01
TCU,Harvard,50,71,1,-21,2013-12-01
Stephen F. Austin,High Point,71,68,0,3,2013-12-01
Louisiana Tech,Jackson State,72,61,0,11,2013-12-01
Central Arkansas,Kansas State,54,87,1,-33,2013-12-01
Kennesaw State,Kent State,51,68,1,-17,2013-12-01
Providence,Kentucky,65,79,1,-14,2013-12-01
Sacred Heart,Lehigh,64,76,1,-12,2013-12-01
Norfolk State,LIU-Brooklyn,72,74,1,-2,2013-12-01
Dartmouth,Maine,81,56,0,25,2013-12-01
San Diego State,Marquette,67,59,0,8,2013-12-01
Mount Ida College,UMass-Lowell,45,73,1,-28,2013-12-01
Oklahoma State,Memphis,68,73,1,-5,2013-12-01
Loyola (IL),Mississippi State,64,65,1,-1,2013-12-01
Albany (NY),NJIT,66,55,0,11,2013-12-01
Pacific,North Dakota,93,76,0,17,2013-12-01
Prairie View,Northern Colorado,70,87,1,-17,2013-12-01
Cornell,Notre Dame,67,101,1,-34,2013-12-01
Cal Poly,Oregon,61,82,1,-21,2013-12-01
Southern Utah,Portland,57,86,1,-29,2013-12-01
Siena,Purdue,63,68,1,-5,2013-12-01
Washington State,St. Joseph's,67,72,1,-5,2013-12-01
Wichita State,Saint Louis,70,65,0,5,2013-12-01
Kentucky State,Samford,73,76,1,-3,2013-12-01
Fairleigh Dickinson,Seton Hall,58,54,0,4,2013-12-01
Texas State,Southeast Missouri State,74,82,1,-8,2013-12-01
South Dakota State,Stanford,60,92,1,-32,2013-12-01
St. Francis (NY),Stony Brook,70,68,0,2,2013-12-01
Niagara,Arkansas State,61,86,1,-25,2013-12-02
Western Kentucky,Bowling Green State,62,74,1,-12,2013-12-02
UC-Irvine,California,56,73,1,-17,2013-12-02
Loyola Marymount,UC-Riverside,73,69,0,4,2013-12-02
Florida,UConn,64,65,1,-1,2013-12-02
Baptist Bible (PA),Delaware State,47,72,1,-25,2013-12-02
Chattanooga,Georgia,56,87,1,-31,2013-12-02
Auburn,Iowa State,70,99,1,-29,2013-12-02
Maryland-Eastern Shore,UMBC,59,64,1,-5,2013-12-02
Wright State,Morehead State,69,74,1,-5,2013-12-02
Valley City State,North Dakota State,43,86,1,-43,2013-12-02
Edward Waters,North Florida,68,90,1,-22,2013-12-02
Mercer,Oklahoma,82,96,1,-14,2013-12-02
Boston University,Quinnipiac,69,66,0,3,2013-12-02
UC-Davis,Seattle,53,77,1,-24,2013-12-02
Spring Hill,South Alabama,41,91,1,-50,2013-12-02
Utah Valley,South Dakota,67,71,1,-4,2013-12-02
Texas-Rio Grande Valley,SIU-Edwardsville,49,55,1,-6,2013-12-02
McNeese State,SMU,59,88,1,-29,2013-12-02
Vanderbilt,Texas,64,70,1,-6,2013-12-02
Alcorn State,Troy,70,73,1,-3,2013-12-02
Loyola (MD),West Virginia,47,96,1,-49,2013-12-02
Black Hills State,Wyoming,65,79,1,-14,2013-12-02
Hillsdale Baptist/Randall (Ok.),Abilene Christian,53,93,1,-40,2013-12-03
Texas Tech,Arizona,58,79,1,-21,2013-12-03
Southeastern Louisiana,Arkansas,65,111,1,-46,2013-12-03
Arkansas-Fort Smith,Little Rock,74,88,1,-14,2013-12-03
Utah,Boise State,67,69,1,-2,2013-12-03
North Texas,BYU,67,97,1,-30,2013-12-03
Southern Utah,Cal State Northridge,57,84,1,-27,2013-12-03
Delaware,Charleston Southern,85,80,0,5,2013-12-03
USC Upstate,Cincinnati,50,86,1,-36,2013-12-03
South Carolina State,Clemson,49,65,1,-16,2013-12-03
Colorado,Colorado State,67,62,0,5,2013-12-03
Southern,Denver,74,75,1,-1,2013-12-03
Michigan,Duke,69,79,1,-10,2013-12-03
Fayetteville State,East Carolina,78,96,1,-18,2013-12-03
UMass,Eastern Michigan,69,57,0,12,2013-12-03
VMI,Elon,70,87,1,-17,2013-12-03
UCF,Florida Atlantic,64,75,1,-11,2013-12-03
Nova Southeastern,Florida International,77,59,0,18,2013-12-03
Illinois,Georgia Tech,64,67,1,-3,2013-12-03
Vanguard,Grand Canyon,73,82,1,-9,2013-12-03
Notre Dame,Iowa,93,98,1,-5,2013-12-03
Trinity Baptist,Jacksonville,75,88,1,-13,2013-12-03
Creighton,Long Beach State,78,61,0,17,2013-12-03
Purdue-Fort Wayne,Miami (OH),87,94,1,-7,2013-12-03
Belmont,Middle Tennessee,70,58,0,12,2013-12-03
Northern Iowa,Milwaukee,72,83,1,-11,2013-12-03
Florida State,Minnesota,61,71,1,-10,2013-12-03
Waldorf,Omaha,66,100,1,-34,2013-12-03
Presbyterian,UNC Greensboro,87,66,0,21,2013-12-03
Campbell,UNC Wilmington,50,69,1,-19,2013-12-03
North Carolina Central,Old Dominion,76,69,0,7,2013-12-03
Cameron,Oral Roberts,64,74,1,-10,2013-12-03
Penn State,Pitt,69,78,1,-9,2013-12-03
Rockhurst,Saint Louis,43,68,1,-25,2013-12-03
UMass-Lowell,St. Bonaventure,58,67,1,-9,2013-12-03
Bethune-Cookman,Stetson,52,56,1,-4,2013-12-03
Indiana,Syracuse,52,69,1,-17,2013-12-03
Alabama A&M,Tennessee State,66,65,0,1,2013-12-03
Dallas Baptist,Texas-Arlington,53,81,1,-28,2013-12-03
UCSB,UCLA,76,89,1,-13,2013-12-03
Winthrop,Virginia Tech,63,81,1,-18,2013-12-03
Lafayette,Wagner,77,65,0,12,2013-12-03
North Florida,Alabama,48,76,1,-28,2013-12-04
Howard,American,53,76,1,-23,2013-12-04
North Greenville,Appalachian State,70,78,1,-8,2013-12-04
ETSU,Austin Peay,80,74,0,6,2013-12-04
Valparaiso,Ball State,69,50,0,19,2013-12-04
IUPUI,Bradley,72,66,0,6,2013-12-04
New Hampshire,Central Connecticut,56,65,1,-9,2013-12-04
Davidson,Charlotte,87,78,0,9,2013-12-04
Western Carolina,Coastal Carolina,68,76,1,-8,2013-12-04
Army,Columbia,64,81,1,-17,2013-12-04
Delaware State,Dayton,46,56,1,-10,2013-12-04
Cleveland State,Drexel,82,85,1,-3,2013-12-04
UMBC,Duquesne,88,94,1,-6,2013-12-04
Furman,Fordham,48,79,1,-31,2013-12-04
Wofford,Gardner-Webb,65,62,0,3,2013-12-04
South Florida,George Mason,68,66,0,2,2013-12-04
Rutgers,George Washington,87,93,1,-6,2013-12-04
Brewton-Parker,Georgia Southern,66,75,1,-9,2013-12-04
Young Harris,Georgia State,54,71,1,-17,2013-12-04
Sacred Heart,Hofstra,73,59,0,14,2013-12-04
Albany (NY),Holy Cross,57,62,1,-5,2013-12-04
Rice,Houston Baptist,71,73,1,-2,2013-12-04
SMU,UIC,73,65,0,8,2013-12-04
Chicago State,Illinois State,56,75,1,-19,2013-12-04
St. Edward's,Incarnate Word,67,77,1,-10,2013-12-04
Marist,Iona,74,83,1,-9,2013-12-04
Bucknell,Kent State,66,59,0,7,2013-12-04
Hartford,La Salle,62,75,1,-13,2013-12-04
West Virginia Tech,Longwood,80,95,1,-15,2013-12-04
Louisiana,Louisiana Tech,89,80,0,9,2013-12-04
UMKC,Louisville,62,90,1,-28,2013-12-04
Catholic,Loyola (MD),75,87,1,-12,2013-12-04
UNC,Michigan State,79,65,0,14,2013-12-04
Cameron,Missouri State,57,81,1,-24,2013-12-04
Binghamton,Mount St. Mary's,74,70,0,4,2013-12-04
Evansville,Murray State,63,65,1,-2,2013-12-04
Citadel,Navy,74,79,1,-5,2013-12-04
Miami (FL),Nebraska,49,60,1,-11,2013-12-04
New Mexico,New Mexico State,79,70,0,9,2013-12-04
Maine,NJIT,72,81,1,-9,2013-12-04
Northwestern,NC State,48,69,1,-21,2013-12-04
Harvard,Northeastern,72,64,0,8,2013-12-04
Maryland,Ohio State,60,76,1,-16,2013-12-04
Cal State Fullerton,Pepperdine,78,64,0,14,2013-12-04
Boston College,Purdue,67,88,1,-21,2013-12-04
Central Pennsylvania College,Radford,72,111,1,-39,2013-12-04
Lehigh,Saint Francis (PA),57,50,0,7,2013-12-04
UT-Martin,Samford,89,73,0,16,2013-12-04
Dakota State,South Dakota State,62,88,1,-26,2013-12-04
Morehead State,Southern Miss,60,74,1,-14,2013-12-04
Fairleigh Dickinson,Stony Brook,62,77,1,-15,2013-12-04
St. Joseph's,Temple,69,77,1,-8,2013-12-04
Houston,Texas A&M,57,74,1,-17,2013-12-04
Huston-Tillotson,UTSA,62,90,1,-28,2013-12-04
Cedarville,Texas State,58,79,1,-21,2013-12-04
Detroit,Toledo,75,91,1,-16,2013-12-04
Texas Southern,Tulsa,71,98,1,-27,2013-12-04
Penn,Villanova,54,77,1,-23,2013-12-04
Wisconsin,Virginia,48,38,0,10,2013-12-04
Tulane,Wake Forest,57,72,1,-15,2013-12-04
Eastern Illinois,Western Illinois,32,60,1,-28,2013-12-04
Richmond,William & Mary,71,60,0,11,2013-12-04
Bryant,Yale,72,64,0,8,2013-12-04
Robert Morris,Youngstown State,76,84,1,-8,2013-12-04
South Dakota,Air Force,86,94,1,-8,2013-12-05
Oakwood,Alabama A&M,58,70,1,-12,2013-12-05
Carroll (MT),Boise State,52,80,1,-28,2013-12-05
Santa Clara,Cal State Bakersfield,60,42,0,18,2013-12-05
Seattle,Cal State Northridge,58,53,0,5,2013-12-05
La Verne,UC-Riverside,77,92,1,-15,2013-12-05
North Carolina Wesleyan,Coastal Carolina,54,89,1,-35,2013-12-05
High Point,Georgetown,45,80,1,-35,2013-12-05
Ole Miss,Kansas State,58,61,1,-3,2013-12-05
Tennessee Tech,Lipscomb,79,87,1,-8,2013-12-05
TCU,Mississippi State,71,61,0,10,2013-12-05
West Virginia,Missouri,71,80,1,-9,2013-12-05
Rider,Monmouth,89,83,0,6,2013-12-05
Florida A&M,Norfolk State,87,91,1,-4,2013-12-05
Wright State,North Carolina A&T,59,62,1,-3,2013-12-05
Dartmouth,Northern Illinois,57,64,1,-7,2013-12-05
Texas A&M-Corpus Christi,Oklahoma,56,78,1,-22,2013-12-05
Montreat,Presbyterian,58,91,1,-33,2013-12-05
Providence,Rhode Island,50,49,0,1,2013-12-05
San Diego State,San Diego,65,64,0,1,2013-12-05
LIU-Brooklyn,Seton Hall,81,92,1,-11,2013-12-05
Marshall,Vanderbilt,67,69,1,-2,2013-12-05
Eastern Kentucky,VCU,68,71,1,-3,2013-12-05
Kentucky,Baylor,62,67,1,-5,2013-12-06
California,UCSB,65,72,1,-7,2013-12-06
St. Peter's,Canisius,67,82,1,-15,2013-12-06
Maine,UConn,68,95,1,-27,2013-12-06
Arizona State,DePaul,78,56,0,22,2013-12-06
Carroll (MT),Idaho State,50,77,1,-27,2013-12-06
Sam Houston State,James Madison,77,76,0,1,2013-12-06
Manhattan,Marist,70,59,0,11,2013-12-06
Siena,Niagara,84,71,0,13,2013-12-06
South Carolina,Oklahoma State,52,79,1,-27,2013-12-06
Loyola Marymount,Pitt,68,85,1,-17,2013-12-06
Fairfield,Quinnipiac,79,83,1,-4,2013-12-06
Towson,Stephen F. Austin,69,79,1,-10,2013-12-06
Brown,American,72,67,0,5,2013-12-07
UNLV,Arizona,58,63,1,-5,2013-12-07
Clemson,Arkansas,68,74,1,-6,2013-12-07
St. Francis (NY),Army,54,67,1,-13,2013-12-07
Harvard,Boston University,79,68,0,11,2013-12-07
UMass,BYU,105,96,0,9,2013-12-07
North Dakota State,Bryant,66,62,0,4,2013-12-07
Columbia,Bucknell,52,57,1,-5,2013-12-07
St. Bonaventure,Buffalo,73,78,1,-5,2013-12-07
North Dakota,Butler,64,79,1,-15,2013-12-07
Santa Clara,Cal Poly,53,64,1,-11,2013-12-07
Seattle,Cal State Fullerton,74,65,0,9,2013-12-07
Nevada,UC-Davis,87,81,0,6,2013-12-07
Pepperdine,UC-Irvine,75,69,0,6,2013-12-07
Stetson,UCF,58,77,1,-19,2013-12-07
Wisconsin-Parkside,Chicago State,81,90,1,-9,2013-12-07
Gardner-Webb,Citadel,67,55,0,12,2013-12-07
Akron,Cleveland State,73,61,0,12,2013-12-07
Kansas,Colorado,72,75,1,-3,2013-12-07
Saint Francis (PA),Cornell,72,62,0,10,2013-12-07
Johnson & Wales (NC),Davidson,63,105,1,-42,2013-12-07
Coppin State,Delaware State,73,54,0,19,2013-12-07
Iowa,Drake,83,66,0,17,2013-12-07
Tennessee State,Drexel,61,75,1,-14,2013-12-07
Indiana State,Eastern Illinois,66,48,0,18,2013-12-07
Miami (OH),Evansville,65,78,1,-13,2013-12-07
Jacksonville,Florida Atlantic,63,83,1,-20,2013-12-07
Florida Gulf Coast,Florida International,61,72,1,-11,2013-12-07
Colgate,Georgetown,55,61,1,-6,2013-12-07
ETSU,Georgia Tech,57,87,1,-30,2013-12-07
New Mexico State,Gonzaga,68,80,1,-12,2013-12-07
Virginia,Green Bay,72,75,1,-3,2013-12-07
Florida A&M,Hampton,62,72,1,-10,2013-12-07
Holy Cross,Hartford,78,90,1,-12,2013-12-07
San Jose State,Houston,72,68,0,4,2013-12-07
Washington State,Idaho,67,66,0,1,2013-12-07
Dayton,Illinois State,75,81,1,-6,2013-12-07
North Florida,Indiana,68,89,1,-21,2013-12-07
Northern Iowa,Iowa State,82,91,1,-9,2013-12-07
Dartmouth,Purdue-Fort Wayne,64,80,1,-16,2013-12-07
North Carolina Central,IUPUI,65,71,1,-6,2013-12-07
Stony Brook,La Salle,57,65,1,-8,2013-12-07
UMBC,Lehigh,68,70,1,-2,2013-12-07
Greensboro,Liberty,47,84,1,-37,2013-12-07
Eastern Kentucky,Longwood,76,67,0,9,2013-12-07
Southern,Louisiana Tech,50,69,1,-19,2013-12-07
Louisiana,Louisville,74,113,1,-39,2013-12-07
UIC,Loyola (IL),70,73,1,-3,2013-12-07
Northwestern State,Memphis,76,96,1,-20,2013-12-07
Denver,Mercer,63,64,1,-1,2013-12-07
Houston Baptist,Michigan,53,107,1,-54,2013-12-07
Bradley,Milwaukee,67,73,1,-6,2013-12-07
New Orleans,Minnesota,65,80,1,-15,2013-12-07
Tougaloo,Mississippi Valley State,81,89,1,-8,2013-12-07
UCLA,Missouri,71,80,1,-9,2013-12-07
Youngstown State,UMKC,80,88,1,-8,2013-12-07
Walla Walla,Montana State,54,109,1,-55,2013-12-07
Howard,Morgan State,58,87,1,-29,2013-12-07
Loyola (MD),Mount St. Mary's,58,70,1,-12,2013-12-07
Lipscomb,Murray State,69,73,1,-4,2013-12-07
Cincinnati,New Mexico,54,63,1,-9,2013-12-07
Loyola (LA),Nicholls State,62,87,1,-25,2013-12-07
UMass-Lowell,NJIT,44,55,1,-11,2013-12-07
Bethune-Cookman,Norfolk State,45,59,1,-14,2013-12-07
UNC Greensboro,UNC,50,81,1,-31,2013-12-07
Long Beach State,NC State,66,76,1,-10,2013-12-07
Alabama-Birmingham,Northeastern,74,69,0,5,2013-12-07
Hawaii,Northern Arizona,76,66,0,10,2013-12-07
Western Michigan,Northwestern,35,51,1,-16,2013-12-07
Delaware,Notre Dame,75,80,1,-5,2013-12-07
Ohio,Oakland,56,73,1,-17,2013-12-07
Central Connecticut,Ohio State,56,74,1,-18,2013-12-07
Marshall,Penn State,77,90,1,-13,2013-12-07
Wagner,Penn,75,69,0,6,2013-12-07
Portland,Portland State,92,76,0,16,2013-12-07
Furman,Presbyterian,74,59,0,15,2013-12-07
Fairleigh Dickinson,Princeton,55,77,1,-22,2013-12-07
Eastern Michigan,Purdue,64,69,1,-5,2013-12-07
North Carolina A&T,Radford,52,72,1,-20,2013-12-07
South Alabama,Rice,93,96,1,-3,2013-12-07
Toledo,Robert Morris,80,77,0,3,2013-12-07
Lafayette,Sacred Heart,86,79,0,7,2013-12-07
Villanova,St. Joseph's,98,68,0,30,2013-12-07
Towson,Sam Houston State,55,67,1,-12,2013-12-07
Austin Peay,Samford,63,85,1,-22,2013-12-07
Georgia Southern,South Carolina State,79,61,0,18,2013-12-07
Wyoming,South Dakota,67,66,0,1,2013-12-07
Alabama,South Florida,64,66,1,-2,2013-12-07
Southeast Missouri State,Southeastern Louisiana,74,73,0,1,2013-12-07
Western Kentucky,Southern Illinois,69,60,0,9,2013-12-07
Central Michigan,SIU-Edwardsville,65,64,0,1,2013-12-07
Georgia State,Southern Miss,65,75,1,-10,2013-12-07
Fordham,St. John's (NY),58,104,1,-46,2013-12-07
James Madison,Stephen F. Austin,57,70,1,-13,2013-12-07
Binghamton,Syracuse,65,93,1,-28,2013-12-07
Texas,Temple,81,80,0,1,2013-12-07
Tennessee Tech,Tennessee,63,84,1,-21,2013-12-07
Northern Kentucky,UT-Martin,66,79,1,-13,2013-12-07
Sacramento State,UTEP,51,69,1,-18,2013-12-07
UTSA,Texas-Rio Grande Valley,72,65,0,7,2013-12-07
Alabama State,Troy,69,85,1,-16,2013-12-07
Jackson State,Tulane,65,70,1,-5,2013-12-07
Fresno State,Utah,77,90,1,-13,2013-12-07
Pacific,Utah State,78,68,0,10,2013-12-07
St. Katherine,Utah Valley,37,89,1,-52,2013-12-07
Saint Louis,Valparaiso,67,65,0,2,2013-12-07
Wright State,VMI,74,94,1,-20,2013-12-07
Richmond,Wake Forest,66,76,1,-10,2013-12-07
Grace Bible,Western Illinois,43,77,1,-34,2013-12-07
Oral Roberts,Wichita State,58,71,1,-13,2013-12-07
Marquette,Wisconsin,64,70,1,-6,2013-12-07
William & Mary,Wofford,63,60,0,3,2013-12-07
Bowling Green State,Xavier,73,85,1,-12,2013-12-07
New Hampshire,Yale,61,71,1,-10,2013-12-07
Charlotte,Appalachian State,77,59,0,18,2013-12-08
Illinois,Auburn,81,62,0,19,2013-12-08
Siena,Canisius,78,93,1,-15,2013-12-08
Southwestern Oklahoma State,Colorado State,55,109,1,-54,2013-12-08
Nebraska,Creighton,67,82,1,-15,2013-12-08
Rhode Island,Detroit,68,70,1,-2,2013-12-08
Mount Olive,East Carolina,75,77,1,-2,2013-12-08
Iona,Fairfield,83,72,0,11,2013-12-08
Jacksonville State,Florida State,53,77,1,-24,2013-12-08
Oklahoma,George Mason,81,66,0,15,2013-12-08
Maryland,George Washington,75,77,1,-2,2013-12-08
Monmouth,Manhattan,66,75,1,-9,2013-12-08
Virginia Tech,Miami (FL),61,60,0,1,2013-12-08
Oregon,Ole Miss,115,105,0,10,2013-12-08
St. Peter's,Niagara,56,61,1,-5,2013-12-08
Quinnipiac,Rider,78,90,1,-12,2013-12-08
Seton Hall,Rutgers,77,71,0,6,2013-12-08
Eastern Washington,Saint Mary's,65,93,1,-28,2013-12-08
Washington,San Diego State,63,70,1,-7,2013-12-08
Boston College,USC,62,78,1,-16,2013-12-08
Texas-Permian Basin,Texas A&M-Corpus Christi,82,77,0,5,2013-12-08
Old Dominion,VCU,48,69,1,-21,2013-12-08
Western State,Air Force,53,94,1,-41,2013-12-09
Manchester,Butler,41,100,1,-59,2013-12-09
UMass-Lowell,Columbia,39,78,1,-39,2013-12-09
Bethune-Cookman,Hampton,52,85,1,-33,2013-12-09
Alcorn State,Houston,58,89,1,-31,2013-12-09
Fairleigh Dickinson,Iowa,59,92,1,-33,2013-12-09
LIU-Brooklyn,Lehigh,69,76,1,-7,2013-12-09
Thomas University,Louisiana-Monroe,61,84,1,-23,2013-12-09
Fisk,Middle Tennessee,65,115,1,-50,2013-12-09
Bryant,Notre Dame,59,70,1,-11,2013-12-09
Virginia-Lynchburg,VMI,78,110,1,-32,2013-12-09
Purdue-Fort Wayne,Bradley,65,61,0,4,2013-12-10
Albany (NY),Brown,74,68,0,6,2013-12-10
Nevada,California,84,92,1,-8,2013-12-10
Chowan,Campbell,67,65,0,2,2013-12-10
Hartford,Central Connecticut,59,73,1,-14,2013-12-10
Hiwassee,Chattanooga,68,86,1,-18,2013-12-10
Fordham,Colgate,77,73,0,4,2013-12-10
Green Bay,Eastern Michigan,58,67,1,-9,2013-12-10
Kansas,Florida,61,67,1,-6,2013-12-10
Mars Hill,Furman,97,93,0,4,2013-12-10
Dartmouth,Illinois,65,72,1,-7,2013-12-10
Oakland,Indiana,54,81,1,-27,2013-12-10
Cincinnati Christian,IUPUI,72,94,1,-22,2013-12-10
South Dakota,Kansas State,62,64,1,-2,2013-12-10
Boise State,Kentucky,55,70,1,-15,2013-12-10
South Dakota State,Minnesota,59,75,1,-16,2013-12-10
Cal State Bakersfield,Omaha,88,93,1,-5,2013-12-10
Colorado College,Northern Colorado,57,96,1,-39,2013-12-10
Savannah State,Northern Iowa,50,55,1,-5,2013-12-10
Pacifica,San Diego,47,84,1,-37,2013-12-10
NJIT,Seton Hall,55,71,1,-16,2013-12-10
Monmouth,St. Francis (NY),73,58,0,15,2013-12-10
Central Pennsylvania College,Towson,72,102,1,-30,2013-12-10
Little Rock,Tulsa,64,78,1,-14,2013-12-10
Idaho State,Utah,66,74,1,-8,2013-12-10
Gonzaga,West Virginia,80,76,0,4,2013-12-10
Evansville,Xavier,60,63,1,-3,2013-12-10
New Mexico State,Arizona,48,74,1,-26,2013-12-11
North Dakota,Bowling Green State,69,79,1,-10,2013-12-11
Prairie View,BYU,52,100,1,-48,2013-12-11
Canisius,Buffalo,69,55,0,14,2013-12-11
Howard,UCF,64,79,1,-15,2013-12-11
Denver,Colorado State,80,70,0,10,2013-12-11
UMBC,Coppin State,71,91,1,-20,2013-12-11
Niagara,Davidson,83,72,0,11,2013-12-11
Penn State,Duquesne,68,59,0,9,2013-12-11
Boston University,George Washington,60,70,1,-10,2013-12-11
Alcorn State,Jacksonville State,52,63,1,-11,2013-12-11
Northwestern State,Louisiana Tech,71,93,1,-22,2013-12-11
Idaho,Montana,58,69,1,-11,2013-12-11
Claflin,UNC Greensboro,70,75,1,-5,2013-12-11
North Dakota State,Notre Dame,73,69,0,4,2013-12-11
Bryant,Ohio State,48,86,1,-38,2013-12-11
Princeton,Rutgers,78,73,0,5,2013-12-11
Weber State,Utah Valley,59,62,1,-3,2013-12-11
Milwaukee,Wisconsin,52,78,1,-26,2013-12-11
Savannah State,Arkansas,43,72,1,-29,2013-12-12
Maryland,Boston College,88,80,0,8,2013-12-12
Coker,College of Charleston,54,68,1,-14,2013-12-12
Florida Atlantic,DePaul,70,81,1,-11,2013-12-12
LIU-Brooklyn,NJIT,96,93,0,3,2013-12-12
Bluefield College (VA),UNC Asheville,56,92,1,-36,2013-12-12
Elon,Colorado,63,80,1,-17,2013-12-13
Iowa,Iowa State,82,85,1,-3,2013-12-13
Campbell,Loyola (IL),68,80,1,-12,2013-12-13
Army,Maine,90,80,0,10,2013-12-13
Little Rock,Memphis,59,73,1,-14,2013-12-13
Southeastern Louisiana,Mississippi State,62,68,1,-6,2013-12-13
Missouri State,Oral Roberts,70,67,0,3,2013-12-13
Arkansas-Pine Bluff,Oregon State,63,77,1,-14,2013-12-13
UC-Riverside,Air Force,52,62,1,-10,2013-12-14
Bethune-Cookman,Akron,56,84,1,-28,2013-12-14
Charleston Southern,Alabama,45,59,1,-14,2013-12-14
Colgate,Albany (NY),69,60,0,9,2013-12-14
Grambling,Arizona State,55,97,1,-42,2013-12-14
Liberty,Austin Peay,71,77,1,-6,2013-12-14
Saint Mary's,Boise State,82,74,0,8,2013-12-14
Navy,Bryant,80,90,1,-10,2013-12-14
Purdue,Butler,70,76,1,-6,2013-12-14
Cal St Dominguez Hills,Cal Poly,49,85,1,-36,2013-12-14
Fresno State,California,56,67,1,-11,2013-12-14
Hawaii,Chaminade,94,84,0,10,2013-12-14
Xavier,Cincinnati,64,47,0,17,2013-12-14
Furman,Clemson,35,71,1,-36,2013-12-14
Reinhardt,Coastal Carolina,82,118,1,-36,2013-12-14
Jacksonville State,Dartmouth,46,76,1,-30,2013-12-14
Central Michigan,Dayton,58,84,1,-26,2013-12-14
New Mexico State,Drake,81,69,0,12,2013-12-14
Robert Morris,Duquesne,67,63,0,4,2013-12-14
North Carolina A&T,East Carolina,71,84,1,-13,2013-12-14
Jackson State,Evansville,57,51,0,6,2013-12-14
Samford,Florida Gulf Coast,51,83,1,-32,2013-12-14
Howard,Fordham,60,79,1,-19,2013-12-14
Clearwater Christian,Gardner-Webb,54,106,1,-52,2013-12-14
Lipscomb,Georgia,75,84,1,-9,2013-12-14
Old Dominion,Georgia State,73,79,1,-6,2013-12-14
South Alabama,Gonzaga,59,68,1,-9,2013-12-14
James Madison,High Point,84,69,0,15,2013-12-14
Texas-Arlington,Houston Baptist,80,70,0,10,2013-12-14
Oregon,Illinois,71,64,0,7,2013-12-14
McMurry,Incarnate Word,56,83,1,-27,2013-12-14
Notre Dame,Indiana,79,72,0,7,2013-12-14
St. Bonaventure,Iona,102,89,0,13,2013-12-14
SIU-Edwardsville,Purdue-Fort Wayne,75,95,1,-20,2013-12-14
New Mexico,Kansas,63,80,1,-17,2013-12-14
Bluefield College (VA),Longwood,73,99,1,-26,2013-12-14
Houston,Louisiana,76,79,1,-3,2013-12-14
Louisiana-Monroe,LSU,54,61,1,-7,2013-12-14
Oklahoma State,Louisiana Tech,70,55,0,15,2013-12-14
Western Kentucky,Louisville,63,79,1,-16,2013-12-14
IUPUI,Marquette,50,86,1,-36,2013-12-14
West Virginia,Marshall,74,64,0,10,2013-12-14
Florida Atlantic,Maryland,62,66,1,-4,2013-12-14
Northern Illinois,UMass,54,80,1,-26,2013-12-14
Arizona,Michigan,72,70,0,2,2013-12-14
Oakland,Michigan State,63,67,1,-4,2013-12-14
Middle Tennessee,Ole Miss,63,72,1,-9,2013-12-14
Indiana State,UMKC,74,63,0,11,2013-12-14
Binghamton,Monmouth,46,74,1,-28,2013-12-14
Arkansas State,Nebraska,67,79,1,-12,2013-12-14
Omaha,Nevada,82,80,0,2,2013-12-14
Champion Baptist,New Orleans,38,101,1,-63,2013-12-14
Kentucky,UNC,77,82,1,-5,2013-12-14
Detroit,NC State,79,82,1,-3,2013-12-14
Grand Canyon,Northern Arizona,61,63,1,-2,2013-12-14
VCU,Northern Iowa,68,77,1,-9,2013-12-14
Louisiana College,Northwestern State,76,116,1,-40,2013-12-14
Alabama A&M,Ohio,47,72,1,-25,2013-12-14
North Dakota State,Ohio State,62,79,1,-17,2013-12-14
Tulsa,Oklahoma,91,101,1,-10,2013-12-14
Menlo,Pacific,73,84,1,-11,2013-12-14
Princeton,Penn State,81,79,0,2,2013-12-14
Youngstown State,Pitt,73,91,1,-18,2013-12-14
Idaho,Portland State,76,75,0,1,2013-12-14
Coppin State,Richmond,49,71,1,-22,2013-12-14
Wagner,Rider,58,79,1,-21,2013-12-14
UNC Greensboro,Rutgers,72,89,1,-17,2013-12-14
William Jessup,Sacramento State,54,85,1,-31,2013-12-14
Wofford,Saint Louis,52,66,1,-14,2013-12-14
Nicholls State,San Francisco,48,77,1,-29,2013-12-14
La Sierra,Santa Clara,61,97,1,-36,2013-12-14
St. Peter's,Seton Hall,83,80,0,3,2013-12-14
Green Bay,South Dakota,89,85,0,4,2013-12-14
Belmont,South Dakota State,72,85,1,-13,2013-12-14
UIC,Southeast Missouri State,75,69,0,6,2013-12-14
Dillard,Southern,64,107,1,-43,2013-12-14
St. Catharine,Southern Miss,60,96,1,-36,2013-12-14
UNLV,Southern Utah,73,51,0,22,2013-12-14
Canisius,St. Francis (NY),51,67,1,-16,2013-12-14
UC-Davis,Stanford,56,83,1,-27,2013-12-14
