Road,Home,Road_score,Home_score,Home_w,margin,Date
Jacksonville,Florida State,67,91,1,-24,2013-11-08
Saint Francis (PA),Fordham,67,87,1,-20,2013-11-08
Sewanee,Furman,49,66,1,-17,2013-11-08
American,George Mason,60,63,1,-3,2013-11-08
Radford,George Washington,54,76,1,-22,2013-11-08
Oregon,Georgetown,82,75,0,7,2013-11-08
Wofford,Georgia,52,72,1,-20,2013-11-08
Columbia International,Georgia Southern,74,110,1,-36,2013-11-08
Presbyterian,Georgia Tech,57,88,1,-31,2013-11-08
Loyola Marymount,Grand Canyon,78,75,0,3,2013-11-08
William & Mary,Hampton,69,77,1,-8,2013-11-08
Tennessee State,Hawaii,55,85,1,-30,2013-11-08
Monmouth,Hofstra,88,84,0,4,2013-11-08
Texas State,Houston,70,76,1,-6,2013-11-08
Washington College,Howard,52,69,1,-17,2013-11-08
Alabama State,Illinois,63,80,1,-17,2013-11-08
Chicago State,Indiana,72,100,1,-28,2013-11-08
UNC Wilmington,Iowa,39,82,1,-43,2013-11-08
Louisiana-Monroe,Kansas,63,80,1,-17,2013-11-08
Northern Colorado,Kansas State,60,58,0,2,2013-11-08
Youngstown State,Kennesaw State,73,57,0,16,2013-11-08
Ohio Northern,Kent State,48,84,1,-36,2013-11-08
UNC Asheville,Kentucky,57,89,1,-32,2013-11-08
Randolph,Liberty,53,74,1,-21,2013-11-08
Belmont,Lipscomb,87,83,0,4,2013-11-08
Milwaukee,Loyola (IL),72,76,1,-4,2013-11-08
Southern,Marquette,56,63,1,-7,2013-11-08
South Carolina State,Marshall,69,85,1,-16,2013-11-08
St. Francis (NY),Miami (FL),66,62,0,4,2013-11-08
UMass-Lowell,Michigan,42,69,1,-27,2013-11-08
McNeese State,Michigan State,56,98,1,-42,2013-11-08
Lehigh,Minnesota,62,81,1,-19,2013-11-08
Troy,Ole Miss,54,69,1,-15,2013-11-08
Prairie View,Mississippi State,56,71,1,-15,2013-11-08
Southeastern Louisiana,Missouri,53,89,1,-36,2013-11-08
Emporia State,UMKC,81,76,0,5,2013-11-08
Florida Gulf Coast,Nebraska,55,79,1,-24,2013-11-08
Pacific,Nevada,80,78,0,2,2013-11-08
Portland State,UNLV,48,67,1,-19,2013-11-08
Western Michigan,New Mexico State,70,64,0,6,2013-11-08
Oakland,UNC,61,84,1,-23,2013-11-08
Greensboro,North Carolina A&T,64,91,1,-27,2013-11-08
High Point,UNC Greensboro,74,82,1,-8,2013-11-08
Appalachian State,NC State,77,98,1,-21,2013-11-08
Viterbo University,North Dakota State,49,93,1,-44,2013-11-08
Northwood (TX),North Texas,67,72,1,-5,2013-11-08
Omaha,Northern Illinois,68,66,0,2,2013-11-08
LeTourneau,Northwestern State,76,92,1,-16,2013-11-08
Miami (OH),Notre Dame,62,74,1,-12,2013-11-08
Mississippi Valley State,Oklahoma State,62,117,1,-55,2013-11-08
Missouri State,Old Dominion,79,67,0,12,2013-11-08
Savannah State,Pitt,55,88,1,-33,2013-11-08
UC-Davis,Portland,83,100,1,-17,2013-11-08
Boston College,Providence,78,82,1,-4,2013-11-08
Northern Kentucky,Purdue,76,77,1,-1,2013-11-08
Maine,Rhode Island,77,97,1,-20,2013-11-08
Delaware,Richmond,69,71,1,-2,2013-11-08
Florida A&M,Rutgers,84,92,1,-8,2013-11-08
UC-Santa Cruz,Sacramento State,43,73,1,-30,2013-11-08
Southeast Missouri State,Saint Louis,64,87,1,-23,2013-11-08
Louisiana Tech,Saint Mary's,70,83,1,-13,2013-11-08
Martin Methodist,Samford,62,79,1,-17,2013-11-08
South Dakota State,San Diego,70,74,1,-4,2013-11-08
UC-Riverside,San Diego State,41,77,1,-36,2013-11-08
Notre Dame de Namur,San Francisco,57,95,1,-38,2013-11-08
Bethesda,Santa Clara,39,84,1,-45,2013-11-08
Albany (NY),Siena,74,62,0,12,2013-11-08
Detroit,South Alabama,58,74,1,-16,2013-11-08
TCU,SMU,61,69,1,-8,2013-11-08
Jackson State,Southern Miss,51,67,1,-16,2013-11-08
Arizona Christian,Southern Utah,78,85,1,-7,2013-11-08
Wisconsin,St. John's (NY),86,75,0,11,2013-11-08
Bucknell,Stanford,68,72,1,-4,2013-11-08
Texas-Tyler,Stephen F. Austin,64,90,1,-26,2013-11-08
Marist,Stony Brook,55,71,1,-16,2013-11-08
Cornell,Syracuse,60,82,1,-22,2013-11-08
Mercer,Texas,73,76,1,-3,2013-11-08
Buffalo,Texas A&M,58,82,1,-24,2013-11-08
Huston-Tillotson,Texas A&M-Corpus Christi,45,79,1,-34,2013-11-08
Sam Houston State,Texas-Rio Grande Valley,77,73,0,4,2013-11-08
Houston Baptist,Texas Tech,61,76,1,-15,2013-11-08
Navy,Towson,45,72,1,-27,2013-11-08
NJIT,Tulane,64,75,1,-11,2013-11-08
Drexel,UCLA,67,72,1,-5,2013-11-08
Evergreen State,Utah,44,128,1,-84,2013-11-08
USC,Utah State,65,78,1,-13,2013-11-08
IUPUI,Utah Valley,66,74,1,-8,2013-11-08
Murray State,Valparaiso,74,77,1,-3,2013-11-08
Lafayette,Villanova,59,75,1,-16,2013-11-08
James Madison,Virginia,41,61,1,-20,2013-11-08
Illinois State,VCU,58,96,1,-38,2013-11-08
Citadel,VMI,71,82,1,-11,2013-11-08
Colgate,Wake Forest,78,89,1,-11,2013-11-08
Cal State Bakersfield,Washington State,56,62,1,-6,2013-11-08
Mount St. Mary's,West Virginia,62,77,1,-15,2013-11-08
Wittenberg,Western Carolina,55,77,1,-22,2013-11-08
UT-Martin,Wyoming,60,78,1,-18,2013-11-08
Gardner-Webb,Xavier,59,83,1,-24,2013-11-08
Citadel,Army,69,84,1,-15,2013-11-09
Trinity Baptist,Bethune-Cookman,74,91,1,-17,2013-11-09
Earlham (IN),Bowling Green State,49,102,1,-53,2013-11-09
Lamar,Butler,58,89,1,-31,2013-11-09
Yale,Central Connecticut,93,77,0,16,2013-11-09
Urbana,Chicago State,52,77,1,-25,2013-11-09
Iona,Cleveland State,69,73,1,-4,2013-11-09
Maryland-Eastern Shore,Columbia,54,73,1,-19,2013-11-09
Purdue-Fort Wayne,Dayton,80,81,1,-1,2013-11-09
Cairn,Delaware State,48,107,1,-59,2013-11-09
Grambling,DePaul,58,96,1,-38,2013-11-09
Abilene Christian,Duquesne,75,94,1,-19,2013-11-09
Martin Methodist,Evansville,69,87,1,-18,2013-11-09
Sacred Heart,Fairfield,54,67,1,-13,2013-11-09
Youngstown State,Florida International,74,72,0,2,2013-11-09
Southern Tech,Georgia State,78,97,1,-19,2013-11-09
Bryant,Gonzaga,76,100,1,-24,2013-11-09
Northern Michigan,Green Bay,49,71,1,-22,2013-11-09
Quinnipiac,Hartford,82,77,0,5,2013-11-09
Western Illinois,Idaho,63,67,1,-4,2013-11-09
Evergreen State,Idaho State,62,99,1,-37,2013-11-09
Drake,UIC,61,59,0,2,2013-11-09
Ball State,Indiana State,73,82,1,-9,2013-11-09
Eastern Kentucky,Kennesaw State,68,60,0,8,2013-11-09
Manhattan,La Salle,99,90,0,9,2013-11-09
Hawaii Pacific,Long Beach State,59,71,1,-12,2013-11-09
St. Peter's,LIU-Brooklyn,80,87,1,-7,2013-11-09
Louisiana College,Louisiana,67,101,1,-34,2013-11-09
College of Charleston,Louisville,48,70,1,-22,2013-11-09
South Dakota State,Loyola Marymount,89,98,1,-9,2013-11-09
Cal State Fullerton,Montana State,84,55,0,29,2013-11-09
Mid-Continent,Morehead State,60,107,1,-47,2013-11-09
Suffolk,New Hampshire,70,94,1,-24,2013-11-09
Alabama A&M,New Mexico,52,88,1,-36,2013-11-09
Tennessee State,New Mexico State,55,70,1,-15,2013-11-09
Eastern Illinois,Northwestern,55,72,1,-17,2013-11-09
Incarnate Word,Northwood (TX),88,72,0,16,2013-11-09
Northern Iowa,Ohio,64,75,1,-11,2013-11-09
Morgan State,Ohio State,50,89,1,-39,2013-11-09
Wagner,Penn State,62,74,1,-12,2013-11-09
Temple,Penn,78,73,0,5,2013-11-09
San Diego Christian,Pepperdine,68,81,1,-13,2013-11-09
St. Thomas (TX),Rice,60,69,1,-9,2013-11-09
Savannah State,Robert Morris,66,86,1,-20,2013-11-09
Grand Canyon,San Diego,59,70,1,-11,2013-11-09
Niagara,Seton Hall,72,83,1,-11,2013-11-09
Longwood,South Carolina,44,82,1,-38,2013-11-09
Tennessee Tech,South Florida,62,72,1,-10,2013-11-09
South Dakota,St. Bonaventure,46,68,1,-22,2013-11-09
Loyola (LA),UTEP,49,84,1,-35,2013-11-09
Northern Arizona,UTSA,74,63,0,11,2013-11-09
Norfolk State,Texas Southern,83,95,1,-12,2013-11-09
Northwestern Ohio,Toledo,55,102,1,-47,2013-11-09
St. Joseph's,Vermont,74,64,0,10,2013-11-09
Air Force,VMI,63,71,1,-8,2013-11-09
USC Upstate,Virginia Tech,64,63,0,1,2013-11-09
Emporia State,Wichita State,50,93,1,-43,2013-11-09
Roanoke,Winthrop,74,93,1,-19,2013-11-09
Tougaloo,Alcorn State,68,73,1,-5,2013-11-10
Tuskegee,Arkansas-Pine Bluff,64,66,1,-2,2013-11-10
UMass,Boston College,86,73,0,13,2013-11-10
Northeastern,Boston University,69,72,1,-3,2013-11-10
Alabama State,Bradley,59,85,1,-26,2013-11-10
Binghamton,Brown,57,74,1,-17,2013-11-10
UT-Martin,Colorado,65,91,1,-26,2013-11-10
Loyola (MD),Cornell,93,89,0,4,2013-11-10
Lyndon State,Dartmouth,61,106,1,-45,2013-11-10
Charleston Southern,Delaware,95,93,0,2,2013-11-10
Youngstown State,Eastern Kentucky,75,67,0,8,2013-11-10
Pacific (OR),Eastern Washington,58,87,1,-29,2013-11-10
Holy Cross,Harvard,72,82,1,-10,2013-11-10
Western Michigan,Hawaii,68,78,1,-10,2013-11-10
Fairleigh Dickinson,Hofstra,58,80,1,-22,2013-11-10
Gwynedd-Mercy,Howard,66,83,1,-17,2013-11-10
Jacksonville State,Illinois,62,86,1,-24,2013-11-10
Omaha,Iowa,75,83,1,-8,2013-11-10
UNC Wilmington,Iowa State,62,95,1,-33,2013-11-10
Florida International,Kennesaw State,66,58,0,8,2013-11-10
Northern Kentucky,Kentucky,63,93,1,-30,2013-11-10
Fisher College,Maine,64,111,1,-47,2013-11-10
Elon,Marist,75,48,0,27,2013-11-10
Southern,Middle Tennessee,75,78,1,-3,2013-11-10
Stetson,Notre Dame,49,80,1,-31,2013-11-10
Coppin State,Oregon State,78,73,0,5,2013-11-10
Florida A&M,Princeton,50,67,1,-17,2013-11-10
St. Andrews,South Carolina State,55,59,1,-4,2013-11-10
Haverford,Stony Brook,65,81,1,-16,2013-11-10
Oral Roberts,Tulsa,74,68,0,6,2013-11-10
North Park,Valparaiso,50,113,1,-63,2013-11-10
Seattle,Washington,78,88,1,-10,2013-11-10
Mount St. Joseph,Wright State,49,82,1,-33,2013-11-10
Rutgers,Alabama-Birmingham,76,79,1,-3,2013-11-11
Long Beach State,Arizona,57,91,1,-34,2013-11-11
North Florida,Little Rock,72,70,0,2,2013-11-11
UC-Merced,Cal State Bakersfield,54,97,1,-43,2013-11-11
Holy Names,UC-Davis,54,80,1,-26,2013-11-11
South Dakota,Canisius,66,71,1,-5,2013-11-11
Guilford,Coastal Carolina,49,76,1,-27,2013-11-11
Yale,UConn,62,80,1,-18,2013-11-11
UMKC,Creighton,70,96,1,-26,2013-11-11
Milwaukee,Davidson,81,77,0,4,2013-11-11
Michigan-Dearborn,Detroit,51,106,1,-55,2013-11-11
St. Francis (NY),Florida Atlantic,59,57,0,2,2013-11-11
Delaware State,Georgia Tech,50,68,1,-18,2013-11-11
Colorado State,Gonzaga,61,93,1,-32,2013-11-11
Crowley's Ridge,Houston Baptist,61,75,1,-14,2013-11-11
Indiana-Kokomo,Purdue-Fort Wayne,62,90,1,-28,2013-11-11
Arkansas State,Jackson State,65,61,0,4,2013-11-11
Warren Wilson,Kennesaw State,48,92,1,-44,2013-11-11
Oakland City,Lipscomb,78,88,1,-10,2013-11-11
Eastern,UMBC,79,84,1,-5,2013-11-11
Georgia Southern,Miami (FL),80,81,1,-1,2013-11-11
Arkansas-Pine Bluff,Morehouse,67,54,0,13,2013-11-11
Johnson & Wales (NC),North Carolina Central,47,98,1,-51,2013-11-11
Coe,Northern Iowa,52,86,1,-34,2013-11-11
North Texas,Oklahoma,82,95,1,-13,2013-11-11
Schreiner,Prairie View,73,100,1,-27,2013-11-11
Chattanooga,Radford,78,89,1,-11,2013-11-11
Belmont,Richmond,61,69,1,-8,2013-11-11
Navy,Saint Francis (PA),57,60,1,-3,2013-11-11
Hillsdale Baptist/Randall (Ok.),Sam Houston State,54,116,1,-62,2013-11-11
Central Baptist,Southeast Missouri State,56,118,1,-62,2013-11-11
Rhode Island,SMU,58,89,1,-31,2013-11-11
Abilene Christian,St. Bonaventure,47,75,1,-28,2013-11-11
BYU,Stanford,112,103,0,9,2013-11-11
Kent State,Temple,81,77,0,4,2013-11-11
Western Michigan,Tennessee State,63,52,0,11,2013-11-11
Mississippi Valley State,Texas A&M,67,91,1,-24,2013-11-11
Houston,Texas-Rio Grande Valley,77,65,0,12,2013-11-11
Wiley,Texas Southern,96,113,1,-17,2013-11-11
Northern Arizona,Texas Tech,68,88,1,-20,2013-11-11
Incarnate Word,Trinity (TX),74,62,0,12,2013-11-11
LaGrange,Troy,69,102,1,-33,2013-11-11
North Carolina A&T,Utah Valley,71,78,1,-7,2013-11-11
UNC Asheville,Western Carolina,67,74,1,-7,2013-11-11
Emory & Henry,Wofford,58,83,1,-25,2013-11-11
NJIT,Albany (NY),65,71,1,-6,2013-11-12
Mississippi College,Alcorn State,61,87,1,-26,2013-11-12
Campbell,Appalachian State,73,66,0,7,2013-11-12
Miami (OH),Arizona State,54,90,1,-36,2013-11-12
Taylor (IN),Ball State,53,73,1,-20,2013-11-12
South Carolina,Baylor,64,66,1,-2,2013-11-12
Central Michigan,Bradley,70,80,1,-10,2013-11-12
Nevada,Cal Poly,60,58,0,2,2013-11-12
Denver,California,50,77,1,-27,2013-11-12
Hendrix,Central Arkansas,59,109,1,-50,2013-11-12
Jacksonville State,Chicago State,75,79,1,-4,2013-11-12
NC State,Cincinnati,57,68,1,-11,2013-11-12
Presbyterian,Citadel,68,82,1,-14,2013-11-12
Charlotte,College of Charleston,82,83,1,-1,2013-11-12
Manhattan,Columbia,71,70,0,1,2013-11-12
Iowa Wesleyan,Drake,49,104,1,-55,2013-11-12
Kansas,Duke,94,83,0,11,2013-11-12
Morehead State,ETSU,71,63,0,8,2013-11-12
Concordia (MI),Eastern Michigan,50,95,1,-45,2013-11-12
Hartford,Florida Gulf Coast,51,65,1,-14,2013-11-12
Warren Wilson,Florida International,56,93,1,-37,2013-11-12
Gardner-Webb,Furman,64,75,1,-11,2013-11-12
Maine,George Washington,81,108,1,-27,2013-11-12
MIT,Harvard,37,79,1,-42,2013-11-12
New Mexico State,Hawaii,95,88,0,7,2013-11-12
Ferrum,High Point,64,94,1,-30,2013-11-12
Drexel,Illinois State,78,70,0,8,2013-11-12
LIU-Brooklyn,Indiana,72,73,1,-1,2013-11-12
Texas A&M-Corpus Christi,Iowa State,50,80,1,-30,2013-11-12
Evansville,IUPUI,84,78,0,6,2013-11-12
Florida College,Jacksonville,72,101,1,-29,2013-11-12
Michigan State,Kentucky,78,74,0,4,2013-11-12
Quinnipiac,La Salle,67,73,1,-6,2013-11-12
Robert Morris,Lafayette,90,81,0,9,2013-11-12
George Mason,Lamar,68,54,0,14,2013-11-12
Rider,Lehigh,78,92,1,-14,2013-11-12
McNeese State,Louisiana,66,92,1,-26,2013-11-12
Hofstra,Louisville,69,97,1,-28,2013-11-12
Grambling,Marquette,71,114,1,-43,2013-11-12
Rio Grande,Marshall,77,119,1,-42,2013-11-12
Salisbury,Maryland-Eastern Shore,55,95,1,-40,2013-11-12
LSU,UMass,90,92,1,-2,2013-11-12
South Carolina State,Michigan,59,93,1,-34,2013-11-12
Montana,Minnesota,58,84,1,-26,2013-11-12
Southern Illinois,Missouri,59,72,1,-13,2013-11-12
Penn,Monmouth,79,73,0,6,2013-11-12
Brescia,Murray State,69,97,1,-28,2013-11-12
Western Illinois,Nebraska,47,62,1,-15,2013-11-12
UCSB,UNLV,86,65,0,21,2013-11-12
Millsaps,New Orleans,45,81,1,-36,2013-11-12
East Carolina,UNC Greensboro,85,84,0,1,2013-11-12
Colorado Christian,Northern Colorado,74,98,1,-24,2013-11-12
Ohio,Ohio State,69,79,1,-10,2013-11-12
Utah Valley,Oklahoma State,40,93,1,-53,2013-11-12
UC-Irvine,Pacific,79,84,1,-5,2013-11-12
Fresno State,Pitt,54,75,1,-21,2013-11-12
Southeastern Louisiana,Rice,63,62,0,1,2013-11-12
Akron,Saint Mary's,63,85,1,-22,2013-11-12
Hampton,St. Peter's,64,59,0,5,2013-11-12
San Jose State,Santa Clara,77,89,1,-12,2013-11-12
Tennessee Temple,Savannah State,63,73,1,-10,2013-11-12
Bethune-Cookman,South Florida,65,91,1,-26,2013-11-12
Cal State Northridge,USC,79,95,1,-16,2013-11-12
Fordham,Syracuse,74,89,1,-15,2013-11-12
Loyola (IL),Tennessee Tech,69,74,1,-5,2013-11-12
South Alabama,Texas,77,84,1,-7,2013-11-12
Samford,Texas-Arlington,75,88,1,-13,2013-11-12
Longwood,TCU,82,79,0,3,2013-11-12
Stephen F. Austin,Texas State,64,57,0,7,2013-11-12
Morgan State,Towson,75,95,1,-20,2013-11-12
Oakland,UCLA,60,91,1,-31,2013-11-12
Southern Utah,Utah State,57,90,1,-33,2013-11-12
Georgia State,Vanderbilt,80,86,1,-6,2013-11-12
Siena,Vermont,66,77,1,-11,2013-11-12
VCU,Virginia,59,56,0,3,2013-11-12
West Virginia,Virginia Tech,82,87,1,-5,2013-11-12
Chestnut Hill,Wagner,67,75,1,-8,2013-11-12
VMI,Wake Forest,71,98,1,-27,2013-11-12
Western Kentucky,Wichita State,49,66,1,-17,2013-11-12
Liberty,William & Mary,72,84,1,-12,2013-11-12
Florida,Wisconsin,53,59,1,-6,2013-11-12
Tennessee,Xavier,63,67,1,-4,2013-11-12
Mobile,Alabama State,58,88,1,-30,2013-11-13
UT-Martin,Arkansas State,62,72,1,-10,2013-11-13
UMass-Lowell,Boston University,65,91,1,-26,2013-11-13
Sacramento State,Cal State Bakersfield,66,74,1,-8,2013-11-13
Pepperdine,UC-Riverside,69,66,0,3,2013-11-13
Florida State,UCF,80,68,0,12,2013-11-13
UNC Wilmington,Charleston Southern,80,78,0,2,2013-11-13
Delaware State,Clemson,37,58,1,-21,2013-11-13
Wyoming,Colorado,58,63,1,-5,2013-11-13
Binghamton,Cornell,89,79,0,10,2013-11-13
Bryant,Dartmouth,87,77,0,10,2013-11-13
Saint Francis (PA),Dayton,56,70,1,-14,2013-11-13
Southern Miss,DePaul,75,68,0,7,2013-11-13
New Hampshire,Duquesne,84,81,0,3,2013-11-13
Olivet Nazarene,Eastern Illinois,60,67,1,-7,2013-11-13
Warren Wilson,Eastern Kentucky,45,114,1,-69,2013-11-13
Hartford,Fairfield,63,53,0,10,2013-11-13
Wright State,Georgetown,70,88,1,-18,2013-11-13
Sacred Heart,Holy Cross,118,122,1,-4,2013-11-13
Valparaiso,Illinois,52,64,1,-12,2013-11-13
Roosevelt,UIC,65,87,1,-22,2013-11-13
Oral Roberts,Kansas State,63,71,1,-8,2013-11-13
Centenary (LA),Louisiana Tech,59,106,1,-47,2013-11-13
Abilene Christian,Maryland,44,67,1,-23,2013-11-13
Reinhardt,Mercer,53,95,1,-42,2013-11-13
North Florida,Middle Tennessee,70,77,1,-7,2013-11-13
Goucher,Navy,47,98,1,-51,2013-11-13
UMKC,Omaha,71,101,1,-30,2013-11-13
Buffalo,Niagara,81,92,1,-11,2013-11-13
Newberry,Norfolk State,95,115,1,-20,2013-11-13
Minnesota-Morris,North Dakota,69,110,1,-41,2013-11-13
Idaho,Oklahoma,65,85,1,-20,2013-11-13
Howard,Old Dominion,57,77,1,-20,2013-11-13
Western Carolina,Oregon,83,107,1,-24,2013-11-13
Portland,Oregon State,73,79,1,-6,2013-11-13
Bucknell,Penn State,90,80,0,10,2013-11-13
Pacific Lutheran,Portland State,43,79,1,-36,2013-11-13
Brown,Providence,69,73,1,-4,2013-11-13
Central Connecticut,Purdue,73,109,1,-36,2013-11-13
Marist,St. Joseph's,62,81,1,-19,2013-11-13
Cleveland State,San Francisco,82,91,1,-9,2013-11-13
Cal State Fullerton,Seattle,71,75,1,-4,2013-11-13
Kent State,Seton Hall,76,78,1,-2,2013-11-13
Tulane,Southern,79,73,0,6,2013-11-13
Saint Louis,SIU-Edwardsville,82,58,0,24,2013-11-13
Northeastern,Stony Brook,66,73,1,-7,2013-11-13
Howard Payne,Texas-Arlington,64,111,1,-47,2013-11-13
Huston-Tillotson,Texas-Rio Grande Valley,62,94,1,-32,2013-11-13
Mount St. Mary's,Villanova,59,90,1,-31,2013-11-13
USC Upstate,Winthrop,74,82,1,-8,2013-11-13
Jackson State,Air Force,84,82,0,2,2013-11-14
Texas Tech,Alabama,64,76,1,-12,2013-11-14
Alabama-Huntsville,Alabama A&M,73,79,1,-6,2013-11-14
Troy,Alabama-Birmingham,69,81,1,-12,2013-11-14
UMBC,American,61,63,1,-2,2013-11-14
Indiana State,Belmont,95,96,1,-1,2013-11-14
Toledo,Boston College,95,92,0,3,2013-11-14
Detroit,UConn,55,101,1,-46,2013-11-14
Chowan,East Carolina,45,95,1,-50,2013-11-14
Robert Morris,Eastern Michigan,64,69,1,-5,2013-11-14
Stetson,Florida A&M,60,63,1,-3,2013-11-14
Florida College,Florida International,39,85,1,-46,2013-11-14
UTSA,Houston,62,80,1,-18,2013-11-14
Maryland-Eastern Shore,Iowa,63,109,1,-46,2013-11-14
Loyola Marymount,Long Beach State,74,73,0,1,2013-11-14
Austin Peay,Memphis,69,95,1,-26,2013-11-14
Texas Southern,Miami (FL),69,84,1,-15,2013-11-14
Kennesaw State,Mississippi State,55,78,1,-23,2013-11-14
San Diego,Morgan State,68,61,0,7,2013-11-14
Nicholls State,North Texas,78,92,1,-14,2013-11-14
Sam Houston State,Prairie View,108,103,0,5,2013-11-14
Yale,Rutgers,71,72,1,-1,2013-11-14
North Dakota State,Saint Mary's,65,78,1,-13,2013-11-14
Arizona,San Diego State,69,60,0,9,2013-11-14
Florida National University,Savannah State,60,87,1,-27,2013-11-14
Montana,South Dakota State,77,69,0,8,2013-11-14
Champion Baptist,Southeastern Louisiana,54,108,1,-54,2013-11-14
Northwestern,Stanford,58,71,1,-13,2013-11-14
Temple,Towson,69,75,1,-6,2013-11-14
UC-Irvine,Washington,86,72,0,14,2013-11-14
William & Mary,Wichita State,62,79,1,-17,2013-11-14
Warren Wilson,Youngstown State,58,104,1,-46,2013-11-14
Idaho State,Arizona State,60,88,1,-28,2013-11-15
Louisiana,Arkansas,63,76,1,-13,2013-11-15
NJIT,Army,89,85,0,4,2013-11-15
Northwestern State,Auburn,111,92,0,19,2013-11-15
Simpson (CA),Boise State,53,110,1,-57,2013-11-15
South Florida,Bowling Green State,75,61,0,14,2013-11-15
Chicago State,Bradley,64,77,1,-13,2013-11-15
Mount St. Mary's,BYU,76,108,1,-32,2013-11-15
Oakland,California,60,64,1,-4,2013-11-15
Elon,Charlotte,69,83,1,-14,2013-11-15
UNC Asheville,College of Charleston,67,58,0,9,2013-11-15
Florida Atlantic,Duke,64,97,1,-33,2013-11-15
Lehigh,Fordham,72,80,1,-8,2013-11-15
Florida Gulf Coast,Furman,70,69,0,1,2013-11-15
Georgia Tech,Georgia,80,71,0,9,2013-11-15
Fairleigh Dickinson,Hartford,60,74,1,-14,2013-11-15
Howard,Harvard,44,76,1,-32,2013-11-15
Samford,Indiana,59,105,1,-46,2013-11-15
Cornell,Louisville,54,99,1,-45,2013-11-15
Louisiana College,McNeese State,83,92,1,-9,2013-11-15
Columbia,Michigan State,53,62,1,-9,2013-11-15
San Jose State,Milwaukee,61,64,1,-3,2013-11-15
Champion Baptist,Mississippi Valley State,48,108,1,-60,2013-11-15
Omaha,UNLV,70,73,1,-3,2013-11-15
UTEP,New Mexico State,73,86,1,-13,2013-11-15
Virginia Union,Norfolk State,84,92,1,-8,2013-11-15
Holy Cross,UNC,54,62,1,-8,2013-11-15
James Madison,Northern Illinois,60,55,0,5,2013-11-15
Arkansas-Pine Bluff,Oklahoma State,63,97,1,-34,2013-11-15
Murray State,Old Dominion,60,70,1,-10,2013-11-15
North Carolina A&T,Rhode Island,59,72,1,-13,2013-11-15
Nevada,San Francisco,92,90,0,2,2013-11-15
Northern Arizona,USC,63,67,1,-4,2013-11-15
Wagner,St. John's (NY),57,73,1,-16,2013-11-15
Rochester (MI),UT-Martin,64,79,1,-15,2013-11-15
Texas-Rio Grande Valley,Tennessee Tech,81,78,0,3,2013-11-15
Stephen F. Austin,Texas,62,72,1,-10,2013-11-15
Rice,Texas A&M,65,68,1,-3,2013-11-15
Purdue-Fort Wayne,Texas A&M-Corpus Christi,71,72,1,-1,2013-11-15
Cleveland State,Texas-Arlington,83,73,0,10,2013-11-15
UC-Davis,Utah,60,94,1,-34,2013-11-15
Lipscomb,Vanderbilt,69,80,1,-11,2013-11-15
Western Carolina,Virginia Tech,61,79,1,-18,2013-11-15
Presbyterian,Wake Forest,48,69,1,-21,2013-11-15
Morehead State,Xavier,56,79,1,-23,2013-11-15
Navy,Binghamton,68,50,0,18,2013-11-16
Mesa State,BYU,60,84,1,-24,2013-11-16
Vermont,Bryant,64,87,1,-23,2013-11-16
Saint Francis (PA),Bucknell,50,72,1,-22,2013-11-16
West Virginia Wesleyan,Buffalo,60,80,1,-20,2013-11-16
