"Road","Home","Road_score","Home_score","Home_w","margin","Date"
"Nicholls State","Western Michigan",62,61,0,1,2018-11-24
"Savannah State","Alcorn State",80,75,0,5,2018-11-24
"Evansville","Ball State",72,82,1,-10,2018-11-24
"Sacred Heart","Binghamton",73,78,1,-5,2018-11-24
"Chicago State","Bradley",70,86,1,-16,2018-11-24
"Marist","Buffalo",49,76,1,-27,2018-11-24
"Detroit","Eastern Michigan",78,74,0,4,2018-11-24
"Western New England","Hartford",53,93,1,-40,2018-11-24
"California Baptist","Howard",84,86,1,-2,2018-11-24
"Western Kentucky","Indiana State",54,63,1,-9,2018-11-24
"NJIT","LIU-Brooklyn",77,70,0,7,2018-11-24
"Army","Miami (OH)",55,85,1,-30,2018-11-24
"Western Illinois","Nebraska",49,73,1,-24,2018-11-24
"Montana State","Omaha",65,89,1,-24,2018-11-24
"Oral Roberts","Oakland",76,87,1,-11,2018-11-24
"Austin Peay","Ohio",82,85,1,-3,2018-11-24
"Stockton","Penn",63,112,1,-49,2018-11-24
"Stony Brook","Rhode Island",68,58,0,10,2018-11-24
"Colgate","Siena",84,79,0,5,2018-11-24
"Citadel","South Florida",84,81,0,3,2018-11-24
"Rider","Wagner",89,65,0,24,2018-11-24
"Valparaiso","West Virginia",76,88,1,-12,2018-11-24
"Jacksonville","Western Carolina",65,77,1,-12,2018-11-24
"Warren Wilson","Winthrop",76,116,1,-40,2018-11-24
"Lindenwood","Illinois State",62,79,1,-17,2018-11-24
"Denver","Longwood",64,62,0,2,2018-11-24
"Avila","UMKC",58,94,1,-36,2018-11-24
"Princeton","Monmouth",60,57,0,3,2018-11-24
"Arkansas-Pine Bluff","Little Rock",75,66,0,9,2018-11-24
"George Mason","Baylor",61,72,1,-11,2018-11-24
"North Dakota State","ETSU",61,79,1,-18,2018-11-24
"Manhattan","George Washington",43,70,1,-27,2018-11-24
"Wisconsin-Parkside","UIC",74,94,1,-20,2018-11-24
"Grambling","IUPUI",69,80,1,-11,2018-11-24
"Lehigh","Kansas State",58,77,1,-19,2018-11-24
"Belmont","Kennesaw State",91,53,0,38,2018-11-24
"Central Pennsylvania College","Maryland-Eastern Shore",52,77,1,-25,2018-11-24
"St. Peter's","North Texas",66,75,1,-9,2018-11-24
"Iona","Providence",79,91,1,-12,2018-11-24
"Central Arkansas","Saint Louis",61,73,1,-12,2018-11-24
"St. Joseph's","William & Mary",85,87,1,-2,2018-11-24
"Eastern Illinois","Arkansas State",90,86,0,4,2018-11-24
"USC Upstate","Cal Poly",74,75,1,-1,2018-11-24
"High Point","East Carolina",55,52,0,3,2018-11-24
"UNC Greensboro","Louisiana Tech",80,73,0,7,2018-11-24
"Mercer","NC State",74,78,1,-4,2018-11-24
"Dartmouth","San Francisco",65,84,1,-19,2018-11-24
"Northern Colorado","Texas Tech",62,93,1,-31,2018-11-24
"Colorado","Air Force",93,56,0,37,2018-11-24
"Houston","BYU",76,62,0,14,2018-11-24
"Northern Kentucky","UCF",53,66,1,-13,2018-11-24
"Santa Clara","San Jose State",71,63,0,8,2018-11-24
"Fairfield","Seattle",80,83,1,-3,2018-11-24
"North Dakota","Utah Valley",68,74,1,-6,2018-11-24
"UNC Wilmington","Gardner-Webb",72,81,1,-9,2018-11-24
"Cincinnati","Ole Miss",71,57,0,14,2018-11-24
"UTEP","New Mexico",78,84,1,-6,2018-11-24
"St. Francis (NY)","Niagara",75,63,0,12,2018-11-24
"Portland State","Northwest Nazarene",91,75,0,16,2018-11-24
"Hofstra","VCU",67,69,1,-2,2018-11-24
"Abilene Christian","UC-Riverside",60,48,0,12,2018-11-24
"Missouri State","Murray State",66,77,1,-11,2018-11-24
"Texas State","Portland",91,68,0,23,2018-11-24
"Idaho","UCSB",55,66,1,-11,2018-11-24
"Harvard","Saint Mary's",74,68,0,6,2018-11-24
"Florida A&M","Loyola Marymount",63,71,1,-8,2018-11-24
"Cal State Fullerton","Sacramento State",82,87,1,-5,2018-11-24
"Jackson State","San Diego",58,76,1,-18,2018-11-24
"Delaware State","Washington State",52,80,1,-28,2018-11-24
"Elon","Pacific",57,65,1,-8,2018-11-24
"Canisius","Alabama-Birmingham",58,68,1,-10,2018-11-25
"Oral Roberts","James Madison",78,69,0,9,2018-11-25
"Siena Heights","Central Michigan",75,103,1,-28,2018-11-25
"UMass-Lowell","Duquesne",71,83,1,-12,2018-11-25
"Villanova","Florida State",66,60,0,6,2018-11-25
"Mount St. Mary's","Morgan State",68,78,1,-10,2018-11-25
"Eastern Illinois","UNC Wilmington",65,82,1,-17,2018-11-25
"St. Joseph's (NY)","Columbia",38,85,1,-47,2018-11-25
"Alabama A&M","Fordham",46,77,1,-31,2018-11-25
"Mississippi Valley State","Illinois",67,86,1,-19,2018-11-25
"Savannah State","Liberty",56,82,1,-26,2018-11-25
"Lipscomb","Morehead State",87,55,0,32,2018-11-25
"Maine","Quinnipiac",50,58,1,-8,2018-11-25
"Northwestern","Utah",79,57,0,22,2018-11-25
"Bucknell","Vermont",69,61,0,8,2018-11-25
"Gardner-Webb","Arkansas State",69,77,1,-8,2018-11-25
"Drexel","Bowling Green State",71,81,1,-10,2018-11-25
"Denver","Fairfield",85,86,1,-1,2018-11-25
"Lafayette","Fairleigh Dickinson",80,76,0,4,2018-11-25
"Florida Gulf Coast","Florida Atlantic",68,85,1,-17,2018-11-25
"Northern Illinois","Oakland",92,72,0,20,2018-11-25
"Incarnate Word","SIU-Edwardsville",68,80,1,-12,2018-11-25
"William Carey","Southern Miss",78,72,0,6,2018-11-25
"Rice","Wichita State",61,90,1,-29,2018-11-25
"Pine Manor","Central Connecticut",59,88,1,-29,2018-11-25
"Fresno State","Hawaii",79,64,0,15,2018-11-25
"Oklahoma State","LSU",90,77,0,13,2018-11-25
"Furman","UNC Asheville",65,51,0,14,2018-11-25
"Purdue-Fort Wayne","Cleveland State",82,79,0,3,2018-11-25
"Oregon State","Long Beach State",75,72,0,3,2018-11-25
"St. Edward's","Stephen F. Austin",60,73,1,-13,2018-11-25
"Bryant","Brown",60,84,1,-24,2018-11-25
"Memphis","College of Charleston",75,78,1,-3,2018-11-25
"Hampton","Richmond",86,66,0,20,2018-11-25
"Longwood","Seattle",50,70,1,-20,2018-11-25
"Loyola (MD)","Towson",69,85,1,-16,2018-11-25
"South Carolina State","Samford",60,77,1,-17,2018-11-25
"Cal State Bakersfield","USC",75,90,1,-15,2018-11-25
"La Salle","Grand Canyon",70,82,1,-12,2018-11-25
"Miami (FL)","Seton Hall",81,83,1,-2,2018-11-25
"Winston-Salem","Appalachian State",64,91,1,-27,2018-11-26
"Stetson","Bethune-Cookman",74,84,1,-10,2018-11-26
"Nebraska","Clemson",68,66,0,2,2018-11-26
"Louisiana Tech","Delaware",71,75,1,-4,2018-11-26
"Glenville State","Radford",69,102,1,-33,2018-11-26
"Wofford","South Carolina",81,61,0,20,2018-11-26
"Murray State","Alabama",72,78,1,-6,2018-11-26
"UTSA","Houston Baptist",86,82,0,4,2018-11-26
"Omaha","Iowa State",55,82,1,-27,2018-11-26
"Alcorn State","Mississippi State",65,88,1,-23,2018-11-26
"Louisiana College","Southeastern Louisiana",71,86,1,-15,2018-11-26
"Eastern Michigan","TCU",69,87,1,-18,2018-11-26
"Texas A&M-Corpus Christi","Texas-Rio Grande Valley",59,68,1,-9,2018-11-26
"Minnesota","Boston College",56,68,1,-12,2018-11-26
"Santa Clara","California",66,78,1,-12,2018-11-26
"North Dakota State","Gonzaga",60,102,1,-42,2018-11-26
"Idaho State","Pepperdine",82,97,1,-15,2018-11-26
"Texas Southern","Oregon",89,84,0,5,2018-11-26
"Hartford","Sacred Heart",89,98,1,-9,2018-11-27
"Bloomsburg","Saint Francis (PA)",59,113,1,-54,2018-11-27
"Maryland-Eastern Shore","St. John's (NY)",64,85,1,-21,2018-11-27
"Howard Payne","Abilene Christian",53,90,1,-37,2018-11-27
"Tiffin","Ball State",62,108,1,-46,2018-11-27
"Hiwassee","Chattanooga",62,95,1,-33,2018-11-27
"Arkansas-Pine Bluff","Cincinnati",49,105,1,-56,2018-11-27
"High Point","Citadel",87,112,1,-25,2018-11-27
"UMass-Lowell","UConn",75,97,1,-22,2018-11-27
"Charlotte","Davidson",56,76,1,-20,2018-11-27
"Penn","Delaware State",76,48,0,28,2018-11-27
"Central Pennsylvania College","Elon",59,92,1,-33,2018-11-27
"North Florida","Florida",66,98,1,-32,2018-11-27
"Kennesaw State","Georgia",51,84,1,-33,2018-11-27
"ETSU","Georgia Southern",69,64,0,5,2018-11-27
"Michigan State","Louisville",78,82,1,-4,2018-11-27
"Brewton-Parker","Mercer",65,90,1,-25,2018-11-27
"Northern Kentucky","Morehead State",93,71,0,22,2018-11-27
"Stony Brook","Norfolk State",79,73,0,6,2018-11-27
"Greensboro","UNC Greensboro",33,111,1,-78,2018-11-27
"East Carolina","UNC Wilmington",86,95,1,-9,2018-11-27
"Louisiana-Monroe","Northwestern State",80,52,0,28,2018-11-27
"Illinois","Notre Dame",74,76,1,-2,2018-11-27
"Iona","Ohio",65,89,1,-24,2018-11-27
"Virginia Tech","Penn State",62,63,1,-1,2018-11-27
"Missouri S&T","Southeast Missouri State",69,72,1,-3,2018-11-27
"Wiley","Southern",65,74,1,-9,2018-11-27
"American","VMI",74,64,0,10,2018-11-27
"Western Carolina","Wake Forest",64,71,1,-7,2018-11-27
"Cedarville","Wright State",39,58,1,-19,2018-11-27
"South Dakota","Baylor",57,63,1,-6,2018-11-27
"Boise State","Drake",74,83,1,-9,2018-11-27
"Nevada","Loyola (IL)",79,65,0,14,2018-11-27
"Charleston Southern","Marquette",55,76,1,-21,2018-11-27
"North Texas","Oklahoma",57,73,1,-16,2018-11-27
"Fairleigh Dickinson","Providence",59,69,1,-10,2018-11-27
"Lamar","SMU",65,79,1,-14,2018-11-27
"Texas-Arlington","Tulsa",58,72,1,-14,2018-11-27
"Savannah State","Vanderbilt",85,120,1,-35,2018-11-27
"Southern Illinois","Colorado State",82,67,0,15,2018-11-27
"Indiana","Duke",69,90,1,-21,2018-11-27
"Pitt","Iowa",68,69,1,-1,2018-11-27
"Temple","Missouri",79,77,0,2,2018-11-27
"North Dakota","Montana State",76,81,1,-5,2018-11-27
"Eastern Washington","Washington",59,83,1,-24,2018-11-27
"Benedictine","Weber State",61,100,1,-39,2018-11-27
"NC State","Wisconsin",75,79,1,-4,2018-11-27
"West Coast Baptist","Idaho",44,98,1,-54,2018-11-27
"Jackson State","San Diego State",44,87,1,-43,2018-11-27
"Cal State Northridge","Washington State",94,103,1,-9,2018-11-27
"Carver Bible","Jacksonville State",61,101,1,-40,2018-11-28
"Georgia State","Tulane",80,76,0,4,2018-11-28
"Eastern Kentucky","Tennessee",67,95,1,-28,2018-11-28
"Rider","West Virginia",78,92,1,-14,2018-11-28
"Miami (OH)","Xavier",55,82,1,-27,2018-11-28
"Alabama State","Akron",54,86,1,-32,2018-11-28
"Binghamton","Army",56,67,1,-11,2018-11-28
"Yale","Bryant",103,61,0,42,2018-11-28
"Northeastern","Bucknell",96,78,0,18,2018-11-28
"South Carolina State","College of Charleston",70,83,1,-13,2018-11-28
"Kent State","Detroit",76,72,0,4,2018-11-28
"NJIT","Drexel",70,67,0,3,2018-11-28
"Wyoming","Evansville",78,86,1,-8,2018-11-28
"Florida International","Florida Gulf Coast",81,80,0,1,2018-11-28
"Morgan State","George Mason",75,82,1,-7,2018-11-28
"Vermont","George Washington",69,53,0,16,2018-11-28
"Richmond","Georgetown",82,90,1,-8,2018-11-28
"Holy Cross","Harvard",62,73,1,-11,2018-11-28
"Siena","Hofstra",86,94,1,-8,2018-11-28
"Bradley","IUPUI",73,85,1,-12,2018-11-28
"Cornell","Lafayette",63,58,0,5,2018-11-28
"Princeton","Maine",73,59,0,14,2018-11-28
"William & Mary","Marshall",64,84,1,-20,2018-11-28
"Virginia","Maryland",76,71,0,5,2018-11-28
"Quinnipiac","UMass",62,69,1,-7,2018-11-28
"Rutgers","Miami (FL)",57,54,0,3,2018-11-28
"San Diego","Ole Miss",86,93,1,-7,2018-11-28
"Liberty","Navy",76,58,0,18,2018-11-28
"Boston University","New Hampshire",82,53,0,29,2018-11-28
"Christendom","North Carolina Central",51,110,1,-59,2018-11-28
"Syracuse","Ohio State",72,62,0,10,2018-11-28
"VCU","Old Dominion",52,62,1,-10,2018-11-28
"St. Francis (NY)","Presbyterian",90,86,0,4,2018-11-28
"Brown","Rhode Island",51,71,1,-20,2018-11-28
"Youngstown State","Robert Morris",56,76,1,-20,2018-11-28
"UIC","St. Joseph's",75,89,1,-14,2018-11-28
"Central Michigan","Sam Houston State",81,65,0,16,2018-11-28
"Gardner-Webb","USC Upstate",74,61,0,13,2018-11-28
"Stetson","South Florida",71,75,1,-4,2018-11-28
"Canisius","St. Bonaventure",55,70,1,-15,2018-11-28
"Winthrop","Tennessee Tech",82,70,0,12,2018-11-28
"North Alabama","Toledo",59,80,1,-21,2018-11-28
"St. Peter's","Auburn",49,99,1,-50,2018-11-28
"Little Rock","Central Arkansas",65,78,1,-13,2018-11-28
"Montana","Creighton",72,98,1,-26,2018-11-28
"Cleveland State","DePaul",73,83,1,-10,2018-11-28
"Purdue-Fort Wayne","Eastern Illinois",104,60,0,44,2018-11-28
"Northern Illinois","Green Bay",83,85,1,-2,2018-11-28
"Texas-Rio Grande Valley","Houston",53,58,1,-5,2018-11-28
"BYU","Illinois State",89,92,1,-3,2018-11-28
"Monmouth","Kentucky",44,90,1,-46,2018-11-28
"Rust","Mississippi Valley State",62,102,1,-40,2018-11-28
"Louisiana","New Orleans",77,73,0,4,2018-11-28
"Spring Hill","Nicholls State",65,85,1,-20,2018-11-28
"UMKC","South Dakota State",47,75,1,-28,2018-11-28
"South Alabama","Southern Miss",67,71,1,-4,2018-11-28
"Rice","Texas State",60,74,1,-14,2018-11-28
"SIU-Edwardsville","Western Illinois",58,83,1,-25,2018-11-28
"Missouri State","Air Force",69,88,1,-19,2018-11-28
"Omaha","Arizona State",71,89,1,-18,2018-11-28
"Portland","Colorado",69,93,1,-24,2018-11-28
"Northern Colorado","Denver",88,72,0,16,2018-11-28
"Purdue","Florida State",72,73,1,-1,2018-11-28
"UNC","Michigan",67,84,1,-17,2018-11-28
"Georgia Tech","Northwestern",61,67,1,-6,2018-11-28
"New Mexico State","UTEP",62,58,0,4,2018-11-28
"Hawaii","UCLA",61,80,1,-19,2018-11-28
"Northern Iowa","Utah State",52,71,1,-19,2018-11-28
"Western State","Utah Valley",59,82,1,-23,2018-11-28
"Pacific","Fresno State",78,81,1,-3,2018-11-28
"Valparaiso","UNLV",72,64,0,8,2018-11-28
"UC-Irvine","Saint Mary's",80,75,0,5,2018-11-28
"Indiana State","San Jose State",86,57,0,29,2018-11-28
"Northwest University","Seattle",72,107,1,-35,2018-11-28
"Portland State","Stanford",67,79,1,-12,2018-11-28
"Long Beach State","USC",65,75,1,-10,2018-11-28
"Dartmouth","Marist",58,76,1,-18,2018-11-29
"LIU-Brooklyn","Albany (NY)",80,77,0,3,2018-11-29
"Sacred Heart","Boston College",73,81,1,-8,2018-11-29
"Trinity Baptist","Campbell",29,79,1,-50,2018-11-29
"Alabama","UCF",64,70,1,-6,2018-11-29
"Coppin State","James Madison",71,81,1,-10,2018-11-29
"Hampton","Norfolk State",89,94,1,-5,2018-11-29
"Central Connecticut","North Carolina A&T",60,72,1,-12,2018-11-29
"Belmont","Samford",99,93,0,6,2018-11-29
"Alabama-Birmingham","Alabama A&M",67,57,0,10,2018-11-29
"East-West","Chicago State",67,90,1,-23,2018-11-29
"Florida A&M","North Florida",62,81,1,-19,2018-11-29
"McNeese State","SMU",59,91,1,-32,2018-11-29
"San Diego Christian","Southern Utah",64,111,1,-47,2018-11-29
"Huston-Tillotson","Texas Southern",76,81,1,-5,2018-11-29
"Austin Peay","Troy",79,74,0,5,2018-11-29
"Georgia Southern","Arizona",70,100,1,-30,2018-11-29
"Montana Western","Idaho State",66,74,1,-8,2018-11-29
"Northern Arizona","UC-Davis",57,73,1,-16,2018-11-29
"California Baptist","UC-Riverside",80,70,0,10,2018-11-29
"Sacramento State","UCSB",58,75,1,-17,2018-11-29
"Bethesda University (CA)","Loyola Marymount",50,106,1,-56,2018-11-29
"Jackson State","Santa Clara",70,81,1,-11,2018-11-29
"Milwaukee","Buffalo",77,96,1,-19,2018-11-30
"Stephen F. Austin","San Francisco",58,76,1,-18,2018-11-30
"Ohio-Chillicothe","Morehead State",50,103,1,-53,2018-11-30
"Dartmouth","Albany (NY)",91,77,0,14,2018-11-30
"Marist","LIU-Brooklyn",70,53,0,17,2018-11-30
"Michigan State","Rutgers",78,67,0,11,2018-11-30
"Wagner","American",64,58,0,6,2018-11-30
"Mississippi State","Dayton",65,58,0,7,2018-11-30
"Appalachian State","East Carolina",81,83,1,-2,2018-11-30
"Delaware","Maryland-Eastern Shore",71,62,0,9,2018-11-30
"UMBC","Northern Kentucky",60,78,1,-18,2018-11-30
"Duquesne","Pitt",53,74,1,-21,2018-11-30
"Niagara","Saint Francis (PA)",75,79,1,-4,2018-11-30
"Coastal Carolina","South Carolina",79,85,1,-6,2018-11-30
"Radford","Texas",62,59,0,3,2018-11-30
"Central Michigan","TCU",62,89,1,-27,2018-11-30
"Vermont","Towson",70,64,0,6,2018-11-30
"Wisconsin","Iowa",72,66,0,6,2018-11-30
"Colgate","South Florida",63,73,1,-10,2018-11-30
"Oklahoma State","Minnesota",76,83,1,-7,2018-11-30
"Milwaukee","Stephen F. Austin",51,66,1,-15,2018-12-01
"Buffalo","San Francisco",85,81,0,4,2018-12-01
"Rust","Alcorn State",66,103,1,-37,2018-12-01
"St. John's (NY)","Georgia Tech",76,73,0,3,2018-12-01
"Louisville","Seton Hall",70,65,0,5,2018-12-01
"Oakland","Xavier",63,73,1,-10,2018-12-01
"Fairfield","Army",60,63,1,-3,2018-12-01
"New Hampshire","Bryant",65,75,1,-10,2018-12-01
"Mercer","Citadel",69,79,1,-10,2018-12-01
"Fairleigh Dickinson","Holy Cross",49,67,1,-18,2018-12-01
"Northwestern","Indiana",66,68,1,-2,2018-12-01
"Ball State","IUPUI",85,75,0,10,2018-12-01
"UNC Greensboro","Kentucky",61,78,1,-17,2018-12-01
"Mount St. Mary's","Loyola (MD)",65,75,1,-10,2018-12-01
"Jacksonville State","North Alabama",76,65,0,11,2018-12-01
"Hartwick","Binghamton",70,89,1,-19,2018-12-01
"Monmouth","Bucknell",43,65,1,-22,2018-12-01
"Tennessee Tech","Chattanooga",60,71,1,-11,2018-12-01
"Gonzaga","Creighton",103,92,0,11,2018-12-01
"Robert Morris","Drexel",69,82,1,-13,2018-12-01
"Boston University","Elon",65,58,0,7,2018-12-01
"Albion","Evansville",49,65,1,-16,2018-12-01
"Belmont","Green Bay",92,100,1,-8,2018-12-01
"Bowling Green State","Hartford",63,76,1,-13,2018-12-01
"Eastern Kentucky","High Point",70,69,0,1,2018-12-01
"Wright State","Indiana State",63,69,1,-6,2018-12-01
"UMKC","Purdue-Fort Wayne",90,73,0,17,2018-12-01
"Hofstra","Kennesaw State",78,52,0,26,2018-12-01
"Arkansas State","Lehigh",70,82,1,-12,2018-12-01
"Kansas State","Marquette",71,83,1,-12,2018-12-01
"NJIT","UMass-Lowell",71,94,1,-23,2018-12-01
"Texas Tech","Memphis",78,67,0,11,2018-12-01
"Wilberforce","Miami (OH)",57,88,1,-31,2018-12-01
"Louisiana-Monroe","Ole Miss",60,83,1,-23,2018-12-01
"Cleveland State","Toledo",67,80,1,-13,2018-12-01
"USC Upstate","Western Michigan",71,66,0,5,2018-12-01
"Eastern Illinois","Chicago State",72,80,1,-8,2018-12-01
"Colorado State","Colorado",80,86,1,-6,2018-12-01
"Cal Poly","Fresno State",67,76,1,-9,2018-12-01
"Savannah State","Gardner-Webb",60,97,1,-37,2018-12-01
"San Diego State","Illinois State",75,65,0,10,2018-12-01
"Villanova","La Salle",85,78,0,7,2018-12-01
"VMI","Longwood",45,65,1,-20,2018-12-01
"Purdue","Michigan",57,76,1,-19,2018-12-01
"Eastern Michigan","Northeastern",67,81,1,-14,2018-12-01
"Marshall","Ohio",84,101,1,-17,2018-12-01
"Maine","St. Peter's",59,63,1,-4,2018-12-01
"Harvard","Siena",64,67,1,-3,2018-12-01
"Southern Illinois","SIU-Edwardsville",82,61,0,21,2018-12-01
"Texas-Rio Grande Valley","Texas-Arlington",76,65,0,11,2018-12-01
"Sam Houston State","Little Rock",52,79,1,-27,2018-12-01
"Florida Atlantic","Bethune-Cookman",70,72,1,-2,2018-12-01
"Charlotte","College of Charleston",64,72,1,-8,2018-12-01
"Western Carolina","Furman",88,90,1,-2,2018-12-01
"Regent","Hampton",55,114,1,-59,2018-12-01
"Loyola (IL)","UIC",73,64,0,9,2018-12-01
"Norfolk State","Kent State",67,78,1,-11,2018-12-01
"Brown","Navy",67,50,0,17,2018-12-01
"Presbyterian","North Carolina A&T",75,70,0,5,2018-12-01
"McNeese State","North Carolina Central",66,67,1,-1,2018-12-01
"Idaho","North Dakota",67,54,0,13,2018-12-01
"George Washington","Princeton",52,73,1,-21,2018-12-01
"Cal State Bakersfield","South Dakota",56,68,1,-12,2018-12-01
"Nevada","USC",73,61,0,12,2018-12-01
"Delaware State","St. Bonaventure",61,90,1,-29,2018-12-01
"Texas State","UTSA",69,68,0,1,2018-12-01
"Southeastern Louisiana","Tulane",62,61,0,1,2018-12-01
"Youngstown State","West Virginia",72,106,1,-34,2018-12-01
"George Mason","William & Mary",87,84,0,3,2018-12-01
"Detroit","Akron",59,71,1,-12,2018-12-01
"North Florida","Charleston Southern",76,70,0,6,2018-12-01
"Stanford","Kansas",84,90,1,-6,2018-12-01
"Grambling","LSU",57,78,1,-21,2018-12-01
"Houston Baptist","Louisiana Tech",78,85,1,-7,2018-12-01
"Penn State","Maryland",59,66,1,-7,2018-12-01
"Vanderbilt","NC State",65,80,1,-15,2018-12-01
"Rhode Island","Providence",50,59,1,-9,2018-12-01
"Lamar","Rice",75,68,0,7,2018-12-01
"Temple","St. Joseph's",77,70,0,7,2018-12-01
"Butler","Saint Louis",52,64,1,-12,2018-12-01
"Tulsa","Utah",64,69,1,-5,2018-12-01
"Central Connecticut","Virginia Tech",40,94,1,-54,2018-12-01
"South Carolina State","Jacksonville",69,71,1,-2,2018-12-01
"Georgia State","Liberty",52,78,1,-26,2018-12-01
"Lipscomb","Middle Tennessee",84,74,0,10,2018-12-01
"Cincinnati","UNLV",65,61,0,4,2018-12-01
"Drake","North Dakota State",95,88,0,7,2018-12-01
"Northern Colorado","Wyoming",85,80,0,5,2018-12-01
"Austin Peay","Alabama A&M",73,61,0,12,2018-12-01
"Stetson","Duke",49,113,1,-64,2018-12-01
"Fordham","Manhattan",57,56,0,1,2018-12-01
"Yale","Miami (FL)",77,73,0,4,2018-12-01
"Davidson","UNC Wilmington",91,85,0,6,2018-12-01
"James Madison","Old Dominion",42,67,1,-25,2018-12-01
"Missouri State","Oregon State",77,101,1,-24,2018-12-01
"Wake Forest","Richmond",74,84,1,-10,2018-12-01
"Northern Arizona","Santa Clara",74,81,1,-7,2018-12-01
"Western Illinois","Southeast Missouri State",70,63,0,7,2018-12-01
"Quinnipiac","Stony Brook",61,71,1,-10,2018-12-01
"Iona","VCU",59,88,1,-29,2018-12-01
"Tennessee State","Western Kentucky",74,88,1,-14,2018-12-01
"ETSU","Wofford",62,79,1,-17,2018-12-01
"Florida International","Arkansas",89,121,1,-32,2018-12-01
"New Mexico","Bradley",85,75,0,10,2018-12-01
"Southern","Louisiana",78,88,1,-10,2018-12-01
"Prairie View","Murray State",67,83,1,-16,2018-12-01
"Abilene Christian","Pepperdine",62,77,1,-15,2018-12-01
"Eastern Washington","Seattle",68,88,1,-20,2018-12-01
"Florida A&M","South Alabama",57,66,1,-9,2018-12-01
"Cornell","Syracuse",55,63,1,-8,2018-12-01
"UNC Asheville","UT-Martin",70,87,1,-17,2018-12-01
"Baylor","Wichita State",63,71,1,-8,2018-12-01
"Texas Southern","Arizona State",71,83,1,-12,2018-12-01
"Cal Lutheran","Cal State Fullerton",60,99,1,-39,2018-12-01
"Boise State","Grand Canyon",67,69,1,-2,2018-12-01
"Oregon","Houston",61,65,1,-4,2018-12-01
"Washington State","New Mexico State",63,69,1,-6,2018-12-01
"Northern Iowa","South Dakota State",50,82,1,-32,2018-12-01
"Northwestern State","UTEP",47,77,1,-30,2018-12-01
"Denver","Utah Valley",75,98,1,-23,2018-12-01
"BYU","Weber State",103,113,1,-10,2018-12-01
"Sacramento State","Cal State Northridge",88,68,0,20,2018-12-01
"Mississippi Valley State","California Baptist",71,107,1,-36,2018-12-01
"Utah State","UC-Irvine",89,65,0,24,2018-12-01
"Air Force","Pacific",69,82,1,-13,2018-12-01
"Portland Bible College","Portland State",40,123,1,-83,2018-12-01
"California","Saint Mary's",71,84,1,-13,2018-12-01
"Long Beach State","San Diego",70,74,1,-4,2018-12-01
"Texas A&M-Corpus Christi","Tennessee",51,79,1,-28,2018-12-02
"Arizona","UConn",76,72,0,4,2018-12-02
"Colgate","Florida Gulf Coast",74,56,0,18,2018-12-02
"Delaware","Columbia",87,86,0,1,2018-12-02
"Sacred Heart","Lafayette",64,62,0,2,2018-12-02
"UC-Riverside","Valparaiso",73,82,1,-9,2018-12-02
"UCF","Missouri",62,64,1,-2,2018-12-02
"Oral Roberts","SMU",67,79,1,-12,2018-12-02
"Rust","Southern Miss",46,106,1,-60,2018-12-02
"Maryland-Eastern Shore","East Carolina",47,70,1,-23,2018-12-02
"Illinois","Nebraska",60,75,1,-15,2018-12-02
"Minnesota","Ohio State",59,79,1,-20,2018-12-02
"UCSB","Washington",63,67,1,-4,2018-12-02
"Loyola Marymount","UCLA",58,82,1,-24,2018-12-02
"Liberty","Georgetown",78,88,1,-10,2018-12-03
"Iowa","Michigan State",68,90,1,-22,2018-12-03
"UMBC","Coppin State",71,60,0,11,2018-12-03
"Cairn","Delaware State",66,102,1,-36,2018-12-03
"Reinhardt","ETSU",60,107,1,-47,2018-12-03
"Vermont","George Mason",72,67,0,5,2018-12-03
"Texas Southern","Georgia",75,92,1,-17,2018-12-03
"Niagara","Pitt",71,70,0,1,2018-12-03
"St. Joseph's (NY)","St. Francis (NY)",75,104,1,-29,2018-12-03
"Morgan State","Virginia",45,83,1,-38,2018-12-03
"Florida A&M","DePaul",50,65,1,-15,2018-12-03
"Troy","Florida State",67,83,1,-16,2018-12-03
"North Dakota State","Iowa State",59,81,1,-22,2018-12-03
"Northwestern State","Texas A&M",59,80,1,-21,2018-12-03
"Rutgers","Wisconsin",64,69,1,-5,2018-12-03
"College of Idaho","Montana",52,80,1,-28,2018-12-03
"Cal State Northridge","Pepperdine",90,83,0,7,2018-12-03
"New Hampshire","Seton Hall",57,77,1,-20,2018-12-04
"Saint Francis (PA)","American",82,95,1,-13,2018-12-04
"Howard","Appalachian State",86,100,1,-14,2018-12-04
"Bradley","Little Rock",68,62,0,6,2018-12-04
"Providence","Boston College",100,95,0,5,2018-12-04
"UMass-Lowell","Boston University",60,79,1,-19,2018-12-04
"Northern Kentucky","Cincinnati",65,78,1,-13,2018-12-04
"St. Peter's","Clemson",60,65,1,-5,2018-12-04
"Winthrop","Davidson",81,99,1,-18,2018-12-04
"Detroit","Dayton",59,98,1,-39,2018-12-04
"Furman","Elon",98,77,0,21,2018-12-04
"Radford","James Madison",66,73,1,-7,2018-12-04
"Bucknell","La Salle",92,79,0,13,2018-12-04
"Prairie View","Louisiana Tech",68,82,1,-14,2018-12-04
"Fordham","Maine",68,75,1,-7,2018-12-04
"Holy Cross","UMass",82,78,0,4,2018-12-04
"Army","NJIT",72,77,1,-5,2018-12-04
"Oklahoma","Notre Dame",85,80,0,5,2018-12-04
"Indiana","Penn State",64,62,0,2,2018-12-04
