"Road","Home","Road_score","Home_score","Home_w","margin","Date"
"Fairleigh Dickinson","Robert Morris",62,69,1,-7,2019-01-03
"Mount St. Mary's","Saint Francis (PA)",69,80,1,-11,2019-01-03
"George Mason","St. Joseph's",85,60,0,25,2019-01-03
"Edward Waters","Stetson",65,72,1,-7,2019-01-03
"College of Charleston","Towson",67,55,0,12,2019-01-03
"Coastal Carolina","Troy",88,75,0,13,2019-01-03
"Chattanooga","Western Carolina",73,62,0,11,2019-01-03
"Citadel","Wofford",81,112,1,-31,2019-01-03
"Florida Atlantic","Alabama-Birmingham",50,67,1,-17,2019-01-03
"Utah","Arizona State",96,86,0,10,2019-01-03
"UT-Martin","Eastern Illinois",87,92,1,-5,2019-01-03
"Utah Valley","Grand Canyon",60,71,1,-11,2019-01-03
"Youngstown State","Green Bay",93,99,1,-6,2019-01-03
"Arkansas State","Louisiana",94,83,0,11,2019-01-03
"Little Rock","Louisiana-Monroe",84,97,1,-13,2019-01-03
"Cleveland State","Milwaukee",76,83,1,-7,2019-01-03
"Morehead State","Murray State",69,90,1,-21,2019-01-03
"Louisiana Tech","North Texas",59,63,1,-4,2019-01-03
"North Dakota","Oral Roberts",72,83,1,-11,2019-01-03
"Appalachian State","South Alabama",73,79,1,-6,2019-01-03
"Southeast Missouri State","SIU-Edwardsville",88,94,1,-6,2019-01-03
"Tennessee Tech","Tennessee State",66,64,0,2,2019-01-03
"Georgia State","Texas-Arlington",63,58,0,5,2019-01-03
"UTEP","UTSA",60,75,1,-15,2019-01-03
"Georgia Southern","Texas State",70,73,1,-3,2019-01-03
"Colorado","Arizona",56,64,1,-8,2019-01-03
"Eastern Kentucky","Austin Peay",75,93,1,-18,2019-01-03
"Jacksonville State","Belmont",83,73,0,10,2019-01-03
"Southern Utah","Idaho State",68,88,1,-20,2019-01-03
"Wichita State","Memphis",74,85,1,-11,2019-01-03
"Sacramento State","Montana",56,87,1,-31,2019-01-03
"Portland State","Montana State",88,98,1,-10,2019-01-03
"Saint Mary's","San Francisco",72,76,1,-4,2019-01-03
"Northern Arizona","Weber State",52,77,1,-25,2019-01-03
"Minnesota","Wisconsin",59,52,0,7,2019-01-03
"Seattle","Cal State Bakersfield",71,83,1,-12,2019-01-03
"New Mexico State","California Baptist",76,82,1,-6,2019-01-03
"Texas-Rio Grande Valley","UC-Irvine",74,85,1,-11,2019-01-03
"Eastern Washington","Idaho",71,74,1,-3,2019-01-03
"Loyola Marymount","Pepperdine",62,77,1,-15,2019-01-03
"San Diego","Santa Clara",56,68,1,-12,2019-01-03
"California","USC",73,82,1,-9,2019-01-03
"BYU","Pacific",90,87,0,3,2019-01-03
"Stanford","UCLA",70,92,1,-22,2019-01-03
"Johnson & Wales (RI)","Cornell",61,76,1,-15,2019-01-04
"IUPUI","UIC",66,64,0,2,2019-01-04
"Ball State","Toledo",79,64,0,15,2019-01-04
"SMU","Tulane",74,65,0,9,2019-01-04
"Buffalo","Eastern Michigan",74,58,0,16,2019-01-04
"Holy Names","Cal Poly",47,68,1,-21,2019-01-04
"Bethesda University (CA)","UC-Riverside",47,112,1,-65,2019-01-04
"Creighton","Butler",69,84,1,-15,2019-01-05
"UCF","UConn",65,53,0,12,2019-01-05
"Syracuse","Notre Dame",72,62,0,10,2019-01-05
"Michigan State","Ohio State",86,77,0,9,2019-01-05
"UNC","Pitt",85,60,0,25,2019-01-05
"Boston College","Virginia Tech",66,77,1,-11,2019-01-05
"Kentucky","Alabama",75,77,1,-2,2019-01-05
"Lafayette","Army",69,77,1,-8,2019-01-05
"Bucknell","Boston University",80,87,1,-7,2019-01-05
"Northern Kentucky","Detroit",95,73,0,22,2019-01-05
"Cincinnati","East Carolina",71,73,1,-2,2019-01-05
"St. John's (NY)","Georgetown",97,94,0,3,2019-01-05
"Cleveland State","Green Bay",89,90,1,-1,2019-01-05
"Fairfield","Iona",87,94,1,-7,2019-01-05
"Maine","UMBC",52,61,1,-9,2019-01-05
"La Salle","UMass",69,60,0,9,2019-01-05
"Stony Brook","UMass-Lowell",75,63,0,12,2019-01-05
"UNC Greensboro","VMI",71,68,0,3,2019-01-05
"Western Michigan","Akron",48,56,1,-8,2019-01-05
"Utah","Arizona",81,84,1,-3,2019-01-05
"New Hampshire","Binghamton",58,69,1,-11,2019-01-05
"VCU","Fordham",76,51,0,25,2019-01-05
"Wake Forest","Georgia Tech",79,92,1,-13,2019-01-05
"Bradley","Indiana State",60,65,1,-5,2019-01-05
"Central Michigan","Miami (OH)",84,77,0,7,2019-01-05
"Valparaiso","Missouri State",82,66,0,16,2019-01-05
"St. Peter's","Monmouth",44,61,1,-17,2019-01-05
"Winthrop","UNC Asheville",80,65,0,15,2019-01-05
"Northern Illinois","Ohio",72,66,0,6,2019-01-05
"Oklahoma State","Oklahoma",64,74,1,-10,2019-01-05
"Villanova","Providence",65,59,0,6,2019-01-05
"Maryland","Rutgers",77,63,0,14,2019-01-05
"Kansas State","Texas Tech",57,63,1,-6,2019-01-05
"UNC Wilmington","Towson",67,61,0,6,2019-01-05
"Samford","Western Carolina",69,76,1,-7,2019-01-05
"North Dakota","Denver",80,59,0,21,2019-01-05
"Loyola (IL)","Drake",85,74,0,11,2019-01-05
"Arkansas State","Louisiana-Monroe",75,85,1,-10,2019-01-05
"Chicago State","UMKC",72,80,1,-8,2019-01-05
"Houston Baptist","New Orleans",76,81,1,-5,2019-01-05
"Wright State","Oakland",89,73,0,16,2019-01-05
"Louisiana Tech","Rice",66,78,1,-12,2019-01-05
"Central Connecticut","Sacred Heart",61,73,1,-12,2019-01-05
"Georgia","Tennessee",50,96,1,-46,2019-01-05
"Georgia Southern","Texas-Arlington",77,64,0,13,2019-01-05
"Appalachian State","Troy",85,89,1,-4,2019-01-05
"Florida State","Virginia",52,65,1,-13,2019-01-05
"LIU-Brooklyn","Bryant",79,70,0,9,2019-01-05
"Gardner-Webb","Campbell",61,72,1,-11,2019-01-05
"Marshall","Charlotte",85,84,0,1,2019-01-05
"Savannah State","Coppin State",67,73,1,-6,2019-01-05
"William & Mary","Drexel",84,66,0,18,2019-01-05
"Chattanooga","ETSU",70,96,1,-26,2019-01-05
"SIU-Edwardsville","Eastern Illinois",81,84,1,-3,2019-01-05
"Citadel","Furman",85,101,1,-16,2019-01-05
"Northeastern","Hofstra",72,75,1,-3,2019-01-05
"Florida A&M","Howard",82,72,0,10,2019-01-05
"Evansville","Illinois State",46,58,1,-12,2019-01-05
"College of Charleston","James Madison",58,69,1,-11,2019-01-05
"Sacramento State","Montana State",70,84,1,-14,2019-01-05
"Maryland-Eastern Shore","Morgan State",53,66,1,-13,2019-01-05
"Kennesaw State","NJIT",52,72,1,-20,2019-01-05
"Bethune-Cookman","North Carolina Central",59,68,1,-9,2019-01-05
"McNeese State","Northwestern State",61,66,1,-5,2019-01-05
"USC Upstate","Presbyterian",61,64,1,-3,2019-01-05
"Longwood","Radford",64,71,1,-7,2019-01-05
"Coastal Carolina","South Alabama",77,84,1,-7,2019-01-05
"North Carolina A&T","South Carolina State",80,77,0,3,2019-01-05
"Baylor","TCU",81,85,1,-4,2019-01-05
"California","UCLA",83,98,1,-15,2019-01-05
"St. Francis (NY)","Wagner",66,59,0,7,2019-01-05
"Morehead State","Austin Peay",67,81,1,-14,2019-01-05
"High Point","Charleston Southern",51,50,0,1,2019-01-05
"Kansas","Iowa State",60,77,1,-17,2019-01-05
"Texas A&M-Corpus Christi","Lamar",55,61,1,-6,2019-01-05
"Youngstown State","Milwaukee",76,51,0,25,2019-01-05
"North Alabama","North Florida",67,96,1,-29,2019-01-05
"Penn","Princeton",65,68,1,-3,2019-01-05
"Mount St. Mary's","Robert Morris",59,62,1,-3,2019-01-05
"UT-Martin","Southeast Missouri State",69,74,1,-5,2019-01-05
"Central Arkansas","Southeastern Louisiana",73,71,0,2,2019-01-05
"Georgia State","Texas State",73,69,0,4,2019-01-05
"Grambling","Alabama State",53,74,1,-21,2019-01-05
"Colorado","Arizona State",61,83,1,-22,2019-01-05
"Tennessee Tech","Belmont",67,79,1,-12,2019-01-05
"Duquesne","Davidson",61,65,1,-4,2019-01-05
"Lipscomb","Jacksonville",77,74,0,3,2019-01-05
"Portland","Loyola Marymount",64,76,1,-12,2019-01-05
"Florida Atlantic","Middle Tennessee",63,56,0,7,2019-01-05
"Delaware State","Norfolk State",63,77,1,-14,2019-01-05
"Southern Miss","North Texas",62,65,1,-3,2019-01-05
"Idaho","Northern Colorado",79,83,1,-4,2019-01-05
"Abilene Christian","Sam Houston State",68,71,1,-3,2019-01-05
"Prairie View","Southern",82,73,0,9,2019-01-05
"Jacksonville State","Tennessee State",69,62,0,7,2019-01-05
"Arkansas","Texas A&M",73,71,0,2,2019-01-05
"South Florida","Tulsa",75,78,1,-3,2019-01-05
"Jackson State","Alabama A&M",54,51,0,3,2019-01-05
"Vermont","Albany (NY)",80,51,0,29,2019-01-05
"Texas Southern","Alcorn State",87,70,0,17,2019-01-05
"Elon","Delaware",65,77,1,-12,2019-01-05
"South Carolina","Florida",71,69,0,2,2019-01-05
"Liberty","Florida Gulf Coast",81,63,0,18,2019-01-05
"Bowling Green State","Kent State",86,64,0,22,2019-01-05
"Niagara","Manhattan",80,90,1,-10,2019-01-05
"Western Kentucky","Old Dominion",66,69,1,-3,2019-01-05
"Quinnipiac","Rider",67,72,1,-5,2019-01-05
"Fairleigh Dickinson","Saint Francis (PA)",79,61,0,18,2019-01-05
"Canisius","Siena",70,66,0,4,2019-01-05
"Mercer","Wofford",74,78,1,-4,2019-01-05
"Florida International","Alabama-Birmingham",65,84,1,-19,2019-01-05
"Mississippi Valley State","Arkansas-Pine Bluff",52,64,1,-12,2019-01-05
"Holy Names","UC-Davis",60,90,1,-30,2019-01-05
"Clemson","Duke",68,87,1,-19,2019-01-05
"Seattle","Grand Canyon",57,71,1,-14,2019-01-05
"Nicholls State","Incarnate Word",58,65,1,-7,2019-01-05
"Little Rock","Louisiana",61,75,1,-14,2019-01-05
"Eastern Kentucky","Murray State",85,97,1,-12,2019-01-05
"Nevada","New Mexico",58,85,1,-27,2019-01-05
"Southern Illinois","Northern Iowa",58,51,0,7,2019-01-05
"Western Illinois","Oral Roberts",63,82,1,-19,2019-01-05
"Oregon State","Oregon",77,72,0,5,2019-01-05
"San Francisco","Pepperdine",72,69,0,3,2019-01-05
"Ole Miss","Vanderbilt",81,71,0,10,2019-01-05
"Santa Clara","Gonzaga",48,91,1,-43,2019-01-05
"Northern Arizona","Idaho State",81,69,0,12,2019-01-05
"Portland State","Montana",77,74,0,3,2019-01-05
"West Virginia","Texas",54,61,1,-7,2019-01-05
"UTSA","UTEP",67,63,0,4,2019-01-05
"Air Force","Utah State",62,79,1,-17,2019-01-05
"Southern Utah","Weber State",90,82,0,8,2019-01-05
"San Diego State","Boise State",64,88,1,-24,2019-01-05
"Utah Valley","Cal State Bakersfield",71,73,1,-2,2019-01-05
"Yale","Cal State Northridge",94,90,0,4,2019-01-05
"Texas-Rio Grande Valley","California Baptist",81,74,0,7,2019-01-05
"Colorado State","Fresno State",67,78,1,-11,2019-01-05
"Bethesda University (CA)","Long Beach State",52,124,1,-72,2019-01-05
"Wyoming","UNLV",56,68,1,-12,2019-01-05
"Washington State","Washington",67,85,1,-18,2019-01-05
"BYU","Saint Mary's",66,88,1,-22,2019-01-05
"Pacific","San Diego",64,73,1,-9,2019-01-05
"Richmond","Dayton",48,72,1,-24,2019-01-06
"Xavier","Marquette",52,70,1,-18,2019-01-06
"Seton Hall","DePaul",74,75,1,-1,2019-01-06
"Holy Cross","Navy",48,50,1,-2,2019-01-06
"Illinois","Northwestern",66,68,1,-2,2019-01-06
"American","Colgate",69,73,1,-4,2019-01-06
"Loyola (MD)","Lehigh",72,89,1,-17,2019-01-06
"George Washington","St. Joseph's",70,56,0,14,2019-01-06
"Dickinson State (ND)","North Dakota State",53,85,1,-32,2019-01-06
"St. Bonaventure","George Mason",53,68,1,-15,2019-01-06
"Indiana","Michigan",63,74,1,-11,2019-01-06
"Rhode Island","Saint Louis",53,60,1,-7,2019-01-06
"South Dakota State","South Dakota",79,61,0,18,2019-01-06
"Temple","Wichita State",85,81,0,4,2019-01-06
"Nebraska","Iowa",84,93,1,-9,2019-01-06
"Memphis","Houston",77,90,1,-13,2019-01-06
"Miami (FL)","Louisville",73,90,1,-17,2019-01-06
"Wisconsin","Penn State",71,52,0,19,2019-01-06
"Stanford","USC",66,77,1,-11,2019-01-06
"Coppin State","Delaware State",64,60,0,4,2019-01-07
"Niagara","Fairfield",59,77,1,-18,2019-01-07
"Howard","Maryland-Eastern Shore",79,39,0,40,2019-01-07
"Savannah State","Morgan State",88,87,0,1,2019-01-07
"Grambling","Alabama A&M",60,65,1,-5,2019-01-07
"Jackson State","Alabama State",57,59,1,-2,2019-01-07
"Prairie View","Alcorn State",57,54,0,3,2019-01-07
"Florida A&M","Norfolk State",62,72,1,-10,2019-01-07
"Texas Southern","Southern",77,67,0,10,2019-01-07
"Eastern Washington","Northern Colorado",63,75,1,-12,2019-01-07
"Eastern Michigan","Ball State",84,82,0,2,2019-01-08
"Iowa State","Baylor",70,73,1,-3,2019-01-08
"Ohio","Bowling Green State",63,82,1,-19,2019-01-08
"Toledo","Buffalo",80,110,1,-30,2019-01-08
"Brown","Canisius",97,90,0,7,2019-01-08
"Akron","Central Michigan",86,88,1,-2,2019-01-08
"Missouri State","Indiana State",72,57,0,15,2019-01-08
"Western Michigan","Kent State",73,88,1,-15,2019-01-08
"Texas A&M","Kentucky",74,85,1,-11,2019-01-08
"Manhattan","Marist",63,78,1,-15,2019-01-08
"Northern Illinois","Miami (OH)",83,70,0,13,2019-01-08
"Maryland","Minnesota",82,67,0,15,2019-01-08
"Tennessee","Missouri",87,63,0,24,2019-01-08
"Mid-Atlantic Christian","North Carolina A&T",56,104,1,-48,2019-01-08
"Texas","Oklahoma State",58,61,1,-3,2019-01-08
"St. John's (NY)","Villanova",71,76,1,-5,2019-01-08
"Duke","Wake Forest",87,65,0,22,2019-01-08
"Skidmore","Yale",59,88,1,-29,2019-01-08
"Southern Illinois","Drake",70,82,1,-12,2019-01-08
"Loyola (IL)","Evansville",48,67,1,-19,2019-01-08
"Northern Iowa","Illinois State",69,70,1,-1,2019-01-08
"Bradley","Valparaiso",50,61,1,-11,2019-01-08
"Air Force","Colorado State",64,87,1,-23,2019-01-08
"Alabama","LSU",79,88,1,-9,2019-01-08
"Purdue","Michigan State",59,77,1,-18,2019-01-08
"Florida Gulf Coast","North Alabama",56,61,1,-5,2019-01-08
"UNC","NC State",90,82,0,8,2019-01-08
"Mississippi State","South Carolina",82,87,1,-5,2019-01-08
"Oklahoma","Texas Tech",59,66,1,-7,2019-01-08
"Wyoming","San Diego State",54,84,1,-30,2019-01-08
"UNLV","New Mexico",80,69,0,11,2019-01-08
"Vanderbilt","Georgia",63,82,1,-19,2019-01-09
"Georgetown","Xavier",75,81,1,-6,2019-01-09
"Navy","American",63,71,1,-8,2019-01-09
"Army","Boston University",86,82,0,4,2019-01-09
"Colgate","Bucknell",81,84,1,-3,2019-01-09
"Marquette","Creighton",106,104,0,2,2019-01-09
"Davidson","George Mason",61,56,0,5,2019-01-09
"Dayton","George Washington",72,66,0,6,2019-01-09
"Virginia Tech","Georgia Tech",52,49,0,3,2019-01-09
"UMBC","Hartford",64,66,1,-2,2019-01-09
"Lehigh","Holy Cross",99,94,0,5,2019-01-09
"West Virginia","Kansas State",69,71,1,-2,2019-01-09
"Jacksonville","Kennesaw State",90,70,0,20,2019-01-09
"Loyola (MD)","Lafayette",70,85,1,-15,2019-01-09
"North Florida","Lipscomb",66,81,1,-15,2019-01-09
"Vermont","Maine",73,49,0,24,2019-01-09
"Abilene Christian","McNeese State",73,72,0,1,2019-01-09
"Auburn","Ole Miss",67,82,1,-15,2019-01-09
"UMass-Lowell","New Hampshire",64,68,1,-4,2019-01-09
"Texas A&M-Corpus Christi","Northwestern State",62,61,0,1,2019-01-09
"Rhode Island","Richmond",78,67,0,11,2019-01-09
"Ohio State","Rutgers",61,64,1,-3,2019-01-09
"Tulane","South Florida",48,66,1,-18,2019-01-09
"St. Joseph's","St. Bonaventure",47,73,1,-26,2019-01-09
"Liberty","Stetson",71,53,0,18,2019-01-09
"Binghamton","Stony Brook",46,59,1,-13,2019-01-09
"Houston","Temple",69,73,1,-4,2019-01-09
"Cornell","Towson",86,74,0,12,2019-01-09
"La Salle","VCU",63,69,1,-6,2019-01-09
"Florida","Arkansas",57,51,0,6,2019-01-09
"Sam Houston State","Central Arkansas",78,69,0,9,2019-01-09
"Fordham","Duquesne",61,66,1,-5,2019-01-09
"New Orleans","Lamar",78,71,0,7,2019-01-09
"Stephen F. Austin","Nicholls State",73,78,1,-5,2019-01-09
"Louisville","Pitt",86,89,1,-3,2019-01-09
"Butler","Seton Hall",75,76,1,-1,2019-01-09
"Clemson","Syracuse",53,61,1,-8,2019-01-09
"Virginia","Boston College",83,56,0,27,2019-01-09
"Arizona State","California",80,66,0,14,2019-01-09
"Miami (FL)","Florida State",62,68,1,-6,2019-01-09
"TCU","Kansas",68,77,1,-9,2019-01-09
"Iowa","Northwestern",73,63,0,10,2019-01-09
"UMass","Saint Louis",62,65,1,-3,2019-01-09
"Fresno State","Utah State",78,77,0,1,2019-01-09
"Cal State Northridge","UC-Riverside",84,83,0,1,2019-01-09
"Cal Poly","UCSB",56,65,1,-9,2019-01-09
"Cal State Fullerton","Hawaii",68,79,1,-11,2019-01-09
"San Jose State","Nevada",53,92,1,-39,2019-01-09
"Arizona","Stanford",75,70,0,5,2019-01-09
"Texas-Arlington","Appalachian State",82,72,0,10,2019-01-10
"Troy","Little Rock",59,73,1,-14,2019-01-10
"Morehead State","Belmont",60,77,1,-17,2019-01-10
"Winthrop","Campbell",90,86,0,4,2019-01-10
"ETSU","Citadel",98,73,0,25,2019-01-10
"Texas State","Coastal Carolina",65,61,0,4,2019-01-10
"Drexel","College of Charleston",79,78,0,1,2019-01-10
"SMU","UConn",64,76,1,-12,2019-01-10
"Green Bay","Detroit",83,101,1,-18,2019-01-10
"Northeastern","Elon",81,70,0,11,2019-01-10
"St. Peter's","Fairfield",57,60,1,-3,2019-01-10
"Central Connecticut","Fairleigh Dickinson",103,96,0,7,2019-01-10
"Old Dominion","Florida Atlantic",73,80,1,-7,2019-01-10
"Charlotte","Florida International",66,69,1,-3,2019-01-10
"Louisiana-Monroe","Georgia Southern",78,79,1,-1,2019-01-10
"Louisiana","Georgia State",76,89,1,-13,2019-01-10
"Charleston Southern","Hampton",82,94,1,-12,2019-01-10
"Presbyterian","High Point",58,74,1,-16,2019-01-10
"Oral Roberts","Purdue-Fort Wayne",69,94,1,-25,2019-01-10
"Cleveland State","IUPUI",74,90,1,-16,2019-01-10
"Saint Francis (PA)","LIU-Brooklyn",74,67,0,7,2019-01-10
"UNC Asheville","Longwood",62,67,1,-5,2019-01-10
"Alabama-Birmingham","Louisiana Tech",53,64,1,-11,2019-01-10
"Western Carolina","Mercer",80,84,1,-4,2019-01-10
"California Baptist","UMKC",68,84,1,-16,2019-01-10
"Bryant","Mount St. Mary's",66,59,0,7,2019-01-10
"Wofford","UNC Greensboro",72,43,0,29,2019-01-10
"Delaware","UNC Wilmington",82,69,0,13,2019-01-10
"Milwaukee","Oakland",67,64,0,3,2019-01-10
"Monmouth","Quinnipiac",83,89,1,-6,2019-01-10
"Radford","USC Upstate",79,72,0,7,2019-01-10
"Cincinnati","Tulsa",70,65,0,5,2019-01-10
"Furman","VMI",89,57,0,32,2019-01-10
"Sacred Heart","Wagner",73,76,1,-3,2019-01-10
"Hofstra","William & Mary",93,90,0,3,2019-01-10
"South Alabama","Arkansas State",65,66,1,-1,2019-01-10
"Michigan","Illinois",79,69,0,10,2019-01-10
"Youngstown State","UIC",63,78,1,-15,2019-01-10
"Eastern Illinois","Jacksonville State",62,69,1,-7,2019-01-10
"Omaha","North Dakota",92,91,0,1,2019-01-10
"Western Illinois","North Dakota State",69,85,1,-16,2019-01-10
"Denver","South Dakota State",66,78,1,-12,2019-01-10
"Austin Peay","Southeast Missouri State",78,60,0,18,2019-01-10
"Middle Tennessee","Southern Miss",70,77,1,-7,2019-01-10
"Murray State","UT-Martin",98,77,0,21,2019-01-10
"Eastern Kentucky","Tennessee State",81,82,1,-1,2019-01-10
"SIU-Edwardsville","Tennessee Tech",69,78,1,-9,2019-01-10
"Cal State Bakersfield","Texas-Rio Grande Valley",75,69,0,6,2019-01-10
"Rice","UTSA",79,95,1,-16,2019-01-10
"Portland","BYU",56,79,1,-23,2019-01-10
"Washington State","Colorado",60,92,1,-32,2019-01-10
"Montana","Eastern Washington",71,78,1,-7,2019-01-10
"East Carolina","Memphis",72,78,1,-6,2019-01-10
"Penn State","Nebraska",64,70,1,-6,2019-01-10
"Grand Canyon","New Mexico State",75,77,1,-2,2019-01-10
"UCLA","Oregon",87,84,0,3,2019-01-10
"Robert Morris","St. Francis (NY)",52,49,0,3,2019-01-10
"North Texas","UTEP",58,51,0,7,2019-01-10
"UC-Davis","UC-Irvine",69,71,1,-2,2019-01-10
"Montana State","Idaho",77,67,0,10,2019-01-10
"Washington","Utah",69,53,0,16,2019-01-10
"Pacific","Gonzaga",36,67,1,-31,2019-01-10
"USC","Oregon State",74,79,1,-5,2019-01-10
"Pepperdine","Santa Clara",64,67,1,-3,2019-01-10
"Rider","Canisius",82,73,0,9,2019-01-11
"Siena","Marist",71,66,0,5,2019-01-11
"Indiana","Maryland",75,78,1,-3,2019-01-11
"Iona","Niagara",90,95,1,-5,2019-01-11
"Wright State","Northern Kentucky",64,68,1,-4,2019-01-11
"Purdue","Wisconsin",84,80,0,4,2019-01-11
"Ohio","Ball State",70,52,0,18,2019-01-12
"American","Bucknell",54,55,1,-1,2019-01-12
"Miami (OH)","Buffalo",64,88,1,-24,2019-01-12
"Virginia","Clemson",63,43,0,20,2019-01-12
"Kent State","Eastern Michigan",61,95,1,-34,2019-01-12
"Providence","Georgetown",90,96,1,-6,2019-01-12
"Kansas State","Iowa State",58,57,0,1,2019-01-12
"Rutgers","Minnesota",70,88,1,-18,2019-01-12
"Louisville","UNC",83,62,0,21,2019-01-12
"Pitt","NC State",80,86,1,-6,2019-01-12
"Boston College","Notre Dame",66,69,1,-3,2019-01-12
"Oklahoma State","West Virginia",85,77,0,8,2019-01-12
"Western Carolina","Citadel",94,82,0,12,2019-01-12
"Milwaukee","Detroit",84,93,1,-9,2019-01-12
"Louisiana-Monroe","Georgia State",73,74,1,-1,2019-01-12
"Youngstown State","IUPUI",82,76,0,6,2019-01-12
"Ole Miss","Mississippi State",81,77,0,4,2019-01-12
"Wofford","VMI",90,76,0,14,2019-01-12
"Texas State","Appalachian State",70,69,0,1,2019-01-12
"Texas-Arlington","Coastal Carolina",61,58,0,3,2019-01-12
"Elmira","Columbia",63,102,1,-39,2019-01-12
"VCU","Davidson",57,64,1,-7,2019-01-12
"Indiana State","Evansville",72,66,0,6,2019-01-12
"Duke","Florida State",80,78,0,2,2019-01-12
"Ohio State","Iowa",62,72,1,-10,2019-01-12
"Jacksonville","Liberty",53,69,1,-16,2019-01-12
"Illinois State","Loyola (IL)",64,67,1,-3,2019-01-12
"Army","Loyola (MD)",64,66,1,-2,2019-01-12
"Seton Hall","Marquette",66,70,1,-4,2019-01-12
"Wake Forest","Miami (FL)",65,76,1,-11,2019-01-12
"Manhattan","Monmouth",49,65,1,-16,2019-01-12
"Boston University","Navy",75,69,0,6,2019-01-12
"Drexel","UNC Wilmington",83,97,1,-14,2019-01-12
"TCU","Oklahoma",74,76,1,-2,2019-01-12
"Princeton","Penn",62,53,0,9,2019-01-12
"Bryant","Sacred Heart",70,98,1,-28,2019-01-12
"South Florida","Temple",80,82,1,-2,2019-01-12
"Texas Tech","Texas",68,62,0,6,2019-01-12
"Toledo","Western Michigan",85,77,0,8,2019-01-12
"High Point","Winthrop",63,80,1,-17,2019-01-12
"Texas A&M","Alabama",81,80,0,1,2019-01-12
"Maine","Albany (NY)",66,62,0,4,2019-01-12
"California Baptist","Chicago State",77,75,0,2,2019-01-12
"Lafayette","Holy Cross",70,77,1,-7,2019-01-12
"Charleston Southern","Longwood",101,91,0,10,2019-01-12
"Western Illinois","North Dakota",65,71,1,-6,2019-01-12
"Green Bay","Oakland",78,90,1,-12,2019-01-12
"Boise State","San Jose State",87,64,0,23,2019-01-12
"San Diego State","Air Force",48,62,1,-14,2019-01-12
"South Alabama","Little Rock",62,91,1,-29,2019-01-12
"Georgia","Auburn",78,93,1,-15,2019-01-12
"Kansas","Baylor",73,68,0,5,2019-01-12
"Lamar","Central Arkansas",68,75,1,-7,2019-01-12
"Bowling Green State","Central Michigan",97,87,0,10,2019-01-12
"Samford","Chattanooga",75,80,1,-5,2019-01-12
"Lehigh","Colgate",78,91,1,-13,2019-01-12
"Delaware","College of Charleston",58,71,1,-13,2019-01-12
"New Mexico","Colorado State",76,91,1,-15,2019-01-12
"Norfolk State","Coppin State",80,66,0,14,2019-01-12
"North Carolina A&T","Delaware State",93,70,0,23,2019-01-12
"St. Joseph's","Duquesne",84,85,1,-1,2019-01-12
"Savannah State","Florida A&M",64,69,1,-5,2019-01-12
"Charlotte","Florida Atlantic",65,60,0,5,2019-01-12
"Richmond","George Washington",76,56,0,20,2019-01-12
"UNC Asheville","Hampton",61,83,1,-22,2019-01-12
"Bethune-Cookman","Howard",71,63,0,8,2019-01-12
"Cleveland State","UIC",56,73,1,-17,2019-01-12
"Towson","James Madison",65,74,1,-9,2019-01-12
"Robert Morris","LIU-Brooklyn",73,80,1,-7,2019-01-12
"North Carolina Central","Maryland-Eastern Shore",61,48,0,13,2019-01-12
"ETSU","Mercer",72,68,0,4,2019-01-12
"South Carolina State","Morgan State",72,68,0,4,2019-01-12
"Central Connecticut","Mount St. Mary's",77,68,0,9,2019-01-12
"Houston Baptist","Nicholls State",76,77,1,-1,2019-01-12
"NJIT","North Alabama",55,61,1,-6,2019-01-12
"Montana","Northern Colorado",88,64,0,24,2019-01-12
"Akron","Northern Illinois",56,73,1,-17,2019-01-12
"Presbyterian","Radford",77,79,1,-2,2019-01-12
"Pepperdine","San Diego",76,71,0,5,2019-01-12
"Valparaiso","Southern Illinois",65,61,0,4,2019-01-12
"Northern Arizona","Southern Utah",82,84,1,-2,2019-01-12
"Fordham","St. Bonaventure",64,71,1,-7,2019-01-12
"Saint Francis (PA)","St. Francis (NY)",68,72,1,-4,2019-01-12
"Austin Peay","UT-Martin",72,70,0,2,2019-01-12
"North Texas","UTSA",74,76,1,-2,2019-01-12
"Fairleigh Dickinson","Wagner",60,66,1,-6,2019-01-12
"Northeastern","William & Mary",90,70,0,20,2019-01-12
"Troy","Arkansas State",90,85,0,5,2019-01-12
"USC Upstate","Gardner-Webb",59,64,1,-5,2019-01-12
"Louisiana","Georgia Southern",87,85,0,2,2019-01-12
"SIU-Edwardsville","Jacksonville State",54,90,1,-36,2019-01-12
"Stetson","Lipscomb",71,95,1,-24,2019-01-12
"Middle Tennessee","Louisiana Tech",56,73,1,-17,2019-01-12
"UMBC","UMass-Lowell",63,74,1,-11,2019-01-12
"Alabama A&M","Mississippi Valley State",63,72,1,-9,2019-01-12
"McNeese State","New Orleans",66,79,1,-13,2019-01-12
"Furman","UNC Greensboro",79,89,1,-10,2019-01-12
"Florida Gulf Coast","North Florida",66,87,1,-21,2019-01-12
"Oral Roberts","South Dakota State",65,84,1,-19,2019-01-12
"Murray State","Southeast Missouri State",85,67,0,18,2019-01-12
"Abilene Christian","Southeastern Louisiana",75,72,0,3,2019-01-12
"Alabama-Birmingham","Southern Miss",68,73,1,-5,2019-01-12
"Northwestern State","Stephen F. Austin",61,59,0,2,2019-01-12
"LSU","Arkansas",94,88,0,6,2019-01-12
